ami,english,source,kindOf,dialect
Cilimaw kiso anocila^ hay? Mangalay kako a mitengil i tisowanan to kongko^ no Pangcah.,Are you free tomorrow? I would like to ask you about the legends of the Amis.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Awaay kako i loma'. Talalotok kako.,"I'm going to the mountains tomorrow, so I won't be home.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"O nikatengil ako, mataneng ko fana' iso to rayray no Pangcah, saka mangalay kako a mitengil i tisowanan.",I heard that you know a lot about the traditional customs of the Amis and I would like to ask you something.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Caay ka talolong ko fana' ako, nika sa'icel hato ako a paca'of.","I don't know much about it, but I will try to answer as best I can.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Manga'ay kako a misya-sing haw? O sakacaloway a mikilok i ikor.,Can I record the video? It will be easier to record in the future.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Nga'ay to.,"Okay, no problem.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Pina^ to ko mihecaan iso anini^?,How old are you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Siwa^ to a polo' ira ko falo^.,I'm 98 years old.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Masakapah ho^ kiso.,You're so young.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Cowa^ sa, mato'as to!","No, I'm not! I'm old.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Nani cowa^ kiso a tayni?,Where are you from?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Nani Fata'an kako.,I come from Matthew Saddle.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
O Pangcah ko fafahi^ iso haw?,Is your wife also Ami?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Caay, o Piwma^ ciira.","No, she's a Puyuma.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Pina^ a sasowalan ko kafana' iso?,What languages do you speak?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Mafana' kako a somowal to sowal no Pangcah ato no Piwma^.,I speak Aramaic and Puyuma.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Lipahak kako anini^ a palicay i tisowanan. Painien ho kako to pakayniay i paysin to pi'adop haw?,"It's a pleasure to interview you today, can you talk about the taboo of hunting?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Hay, mararid kako a talalotok yo o kapah ho.",Yes. I used to go hunting in the mountains when I was young.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Aray ko pipaini iso anini^ a romi'ad.,"Thank you, what you taught me today was really great.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"O so'elinay ko nipaini no mako, o nano rayray a nipaini no to'as.","All that I say is true, the sayings of my ancestors.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Hatini aca^ ko pipalicay ako anini^. Aray!,That's all for today's interview. Thank you very much for sharing with us.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Hay!,You're welcome.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Itoan to kako. O tatayni ho^ kako a mitengil to adihayay a kongko^ iso.,I'm going to leave now and look forward to hearing more stories next time.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Hay, na'on hato ko rakat.",Okay! Please take care.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Nga'ay ho! O maan ko cakayen iso?,"Hello, what do you want to buy?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Micakay kako to kop-po^.,I want to buy a cup.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Nga'ay ho! O maan ko cakayen iso?,"Hello, what do you want to buy?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Micakay kako to tamohong.,I want to buy a hat.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Micakay kako to kop-po^, ira itini haw?","I want to buy a cup, do you sell them?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Ira to. Pinaen iso ko picakay?,"Yes, how many do you want to buy?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Ira ko 'icep itini hay?,Do you sell betel nut?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Awaay! Caay pacakay kami to 'icep.,"No, we don't sell betel nut.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Micakay kako to felac.,I want to buy rice.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Pina^ tafo^ ko picakay iso?,How many packs do you want to buy?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Toloen!,Give me three packs.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Micakay kako to fonga^.,I want to buy sweet potatoes.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Awaay to. Maemin to cakayen no tao.,All the sweet potatoes are sold out.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Micakay kako to simal tosa^ kofoc.,I want to buy two bottles of oil.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Ce:cay to kofoc ko 'osaw.,We only have one bottle left.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Cakayen ho ko fita'ol oli!,Go buy me eggs.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Pinaen a dadoy ko picakay?,How many catties do you want to buy?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Pina^ a dadoy ko picakay iso?,How many pounds of eggs do you want to buy?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Tosa^ dadoy.,I want to buy two catties.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Micakay kako to kenaw tosa^ falod.,I want to buy two green onions.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"To:lo^ to falod ko 'osaw, emin han miala^ ari.","There are three left, all for you!",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Pina^ ko 'aca^ nonini a felac?,How much is this bag of rice?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Cecay tafo^ tosa^ li'an ko pida^.,$200 for a pack.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Tosa^ polo' ira ko cecay pida^ mapo:long. Tosa^ polo' hato ko sa'osi^.,"The total is $21, just count $20.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Aray!,Thank you.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Siwa^ polo' ira ko lima^ kina pida^.,Here's $95.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Micakay haca^ kako, sapilepon to cecay li'an no pida^.","I'll buy some more, and make up 100 yuan.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Lima^ li'an ira ko mo^tep pida^ a mapo:long.,All $510.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Limaen aca^ li'an ari!,"Count me in for $500, okay?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Tadamatekes! Keroren ari?,"It's too expensive, can you make it cheaper?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Caay ka nga'ay! Ka^me:day to koni.,"No, this is already very cheap.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Cakayen ako konini a piyang.,I want this packet of cookies.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Tolo^ polo' pida^ kina piyang. Mangalay ho^ to roma^ haw?,"$30 for the cookies, anything else you need?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Manga'ay caliwen ako ko payso^ iso haw?,Can I borrow money from you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Nga'ay to. Pina^ ko picaliw iso?,Yes! How much do you need?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Matawal ako miala^ ko payso^. Caliwen ho^ ako ko payso^ iso haw!,"I forgot to bring money, can I borrow money from you?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Awaa:y ko niawitan ako to payso^.,I don't have any money either!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Mapawan kako mihakiwid to payso^. Caliwen ho^ ako ko payso^ iso haw!,"I forgot to bring money, can I borrow money from you?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Na'ay. Caay ho panokas kiso toya nacila:ay.,"No, you haven't paid me back the money you borrowed last time.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Nga'ay caliwen ako ko fodoy iso haw?,Can I borrow your clothes?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Nga'ay to. Lonok han.,"Well, you take it yourself.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Nga'ay caliwen ako ko codad iso haw?,Can I borrow your book?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Mapacaliw ako ci Panay.,I lent it to Pany.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Pacaliwen ho^ kako to koliciw iso haw?,"Can I borrow your bicycle, please?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Nga'ay to. Panokasen anocila^.,"Okay, but you have to give it back to me tomorrow.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Ma'orad to. Awa^ ko cacelakan ako. Pacaliwen ho^ kako to cacelakan haw?,"It's raining, I don't have an umbrella, can you lend me your umbrella?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Cecay ko cacelakan, makomod kita.","I only have an umbrella, let's stick together!",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Oya nipacaliwan iso i takowanan kina codad, panokasen ako i tisowanan.","This is the book you borrowed from me last time, I give it back to you.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Ano ira ko kacifaloco'an iso a miasip, pasowal hato kako.",You can tell me what else you want to read.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Anohacowa^ kako panokas tona payso^ i tisowanan?,When do I have to pay you back?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Aka ka caroh, itiya hato cipayso^ kiso.","It's okay, you can talk about it when you have money.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Anohacowa^ kiso a panokas toya payso^ i takowanan?,When are you going to pay me back?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Anocila^.,I'll return it to you tomorrow.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Anohacowa^ kiso a panokas toya codad?,When are you going to return my book?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Mapanokas to ako inacila^ kiyami?,Didn't I return it to you yesterday?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
O nipacaliwan ni Kacaw i tisowanan kina impic hay?,Did Kacaw lend you this pen?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Hay, o nicaliwan ako anini^ i ciiraan.","Yes, I borrowed it from him today.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
O nicaliwan iso ci Kacawan kina impic hay?,Did you borrow this pen from Kacaw?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Caay, o nicakayan ni ina^.","No, this is what mom bought.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Awaay to ko cilah, oli caliwen ho i ci Panayan.","We're out of salt, go borrow some from Panay.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Hay, tayra kako.","Okay, I'll borrow it.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Oli, panokasen koya payso^ han ci Panay.",Go and ask Panay to return the money.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Pina^ payso^ koya nicaliwan niira?,How much does she owe you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Talacowa^ kiso?,Where are you going?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Talapadatengan kako paloma^ to dateng.,I’m going to plant vegetables in the garden.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Mimaan kiso?,What are you doing?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Tada adihay kina semot, mifariw kako. Pananomen ako anohoni.","There’s too much grass, I’m cutting it, I’ll have to water it later.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Pataynien ho^ koya kawkaw ato pitaw.,"Will you get my scythes and hoes, please?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Icowaen iso a pateli?,Where did you put it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Telien ako i tatihi no tafi^.,Put it next to the plow rake.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Matafi^ to iso hay?,Did you turn over the soil?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Matafi^ to ako i honi^.,"I just turned over the soil, and so on to sow seeds.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Manga'ay to litoden koya nipalomaan iso hay?,Are your vegetables ready to be harvested?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Manga'ay to litoden kina itiniay a tamana^, nika caay ho^ ko lalitoden koya menad.","The cabbage here is ready to be harvested, but the Showa grass there is not yet ready to be harvested.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Wata:h ka adihay ko nifongaan iso!,Wow! You dug up so many gourds.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Damaen kako a patala'ariri^ haw?,Will you help me with the barn?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Mimaan kamo?,What are you doing?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Misalil kako to foting.,We’re releasing fishing nets to catch fish.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Adihay ko foting itini hay?,Are there many fish here?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Adihay to i rakar ko foting.,The fish basket has been full of fish.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Samaanen iso ko pifoting tomatira?,How do you usually catch fish?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Pacingen ako!,I shoot fish with a spear.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Mafana' kiso a mipana' a mi'adop hay?,Do you know how to hunt with a bow and arrow?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Talakalen ako ko pi'adop, tomatira ciwaco^ kako a cikowang a mi'adop.","I usually catch my prey with a trap, but occasionally I hunt with a gun and a dog.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
O wahkad no fafoy no lotok kinian.,This is the road the boar took.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Pakicowa^ kiso a mafana'?,How do you know?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"O naripa'an no fafoy kinian, saka o kamakatan no fafoy kinian.","These are the footprints of the boar, so this is the path the boar took.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Katahenay a milido^, mato iraay ko maalaay.","Go and see our trap, for it seems that we have caught our prey.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Nawiro mafana' kiso?,How do you know?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Masanek no waco^ ko eloh no fafoy. Tata tayra kita minengneng.,The dog seems to have smelled it. Let’s follow them.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
O maan kora nisanga'an iso?,What are you working on?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"O sapenec kinian, o sapilepel to 'edo^.","This is a stone trap, used to catch rats.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Ｏ maan kora nitelian iso itiraw?,What is that thing you put there?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Ｏ tilo^ to sakiwa'ay, o sapilepel to mangcel.","It was a leg-rigged rope trap, and we used it to catch Shankiang.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Miaray to palemeday, adihay ko tama' ita anini^.","Thanks to the blessing of our ancestors, we had a great harvest today.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
"Hay, pataloma'en ita i niyaro' a pafatis.",Yeah! Let’s take it back to the tribe and share it!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Cima^ kora fa'inayan?,Who is that man?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Cima^ kora fafahian?,Who is that woma,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
O kaka^ no mako.,She is my sister.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
Cima^ kora wawa^?,Who is that kid?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan
