szy,chinese,source,kindOf,dialect,row_type,split
kaka / kakana,哥;姊,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
saba / sabana,弟;妹,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
no mita,我們的,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
no namo,你們的,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
no heni,他們的,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa,什麼地方;哪裡,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
malanam to. a tacowa kiso?,早安。你要去哪裡?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
a taloma' kako mizizaw to ina ato ama.,我要回家探望父母。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
kapah kohni?,他們都好嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"kapah namin kohni, kokay!","他們都很好,謝謝!",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
a pina ko demiad no miso i tiza?,你在那裡要待幾天?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
taloma' to anosanal.,明天早上。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
matenes caay kasasokazih kita!,我們好久沒見面了!,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
hangisaw! matenes to caay kasasokazih kita.,對呀! 我們很久沒見面了。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
silawad tayza henay i loma' no mako midang i?,有空到我家來玩吧。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
hang! a tayza to.,好!我會去的。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"mahica to, ci Kawpil kako, cima ko ngangan no miso?","你好,我叫Kawpil。請問你叫什麼名字?",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
ci Tobah ko ngangan no mako.,我的名子叫Tubah。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
icowa ko niyazo' no miso?,你的部落在哪裡?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i Ciwidian ko niyazo' no mako.,我的部落在水璉。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o canan ko binacadan no miso?,你是哪一族的呢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
o Sakizaya kako.,我是撒奇萊雅族。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o canan ko kawaw iso?,你做什麼工作?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o malokay kako.,我是一個農夫。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o canan ko nipalomaan no miso?,你種什麼農作物呢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
maydih to kiso mobesing?,你想吃點心了嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
hang. mangalay acasa kaydih mobesing.,"是的,餓了當然想吃點心。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
canan ko kaydihan no miso mokan?,你想吃什麼東西呢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
maydih tacowa kiso midang?,你想去哪裡玩?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sademiad kako motizeng sapoenengan to.,"我已經工作,站一整天了,想坐著休息。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
iniwo ko elon enenga to.,這邊有椅子快坐下來。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"mangelo'en kako toyni a kawaw, sapialesan sa.","我有些厭倦這份工作,很想辭掉。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
amana piales caykadayom mikilim to pikolian.,"工作難找,別辭職。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
mahica ko demiad ayza?,今天天氣如何呢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
caledes ko demiad ayza.,今天天氣很熱。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
mahiza nacilaay ko demiad caledes.,和昨天一樣很熱。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
hang! kanamohan ko mahiniay a demiad.,是啊!好喜歡這樣的天氣。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"haemay, mahica ko demiad anosanal hakiza?",明天早上天氣如何呢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
amabaliyos sa ko kamo tengilen.,"不知道,聽說颱風快要來了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
namaodad i nasandeb?,昨晚有下雨嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
palespes ko odad nasandeb.,昨晚下著毛毛雨。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
caledes ko demiad tanotanang sa kako.,"天氣真熱,我流了很多汗。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
pililoci to i! hay banihiw.,去洗澡啊!才會涼爽。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i nayaanay a mihcaan lecohen kiso?,你是哪一年出生的?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i siwa a bataan a mihca lecohen kako.,我是民國90年出生的。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
yaan a demiad ko pilecohan no miso?,你的生日是什麼時候?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pinaay a bolad ato demiad ayza?,今天是幾月幾日?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
enemay a bolad cecay a bataan a demiad ayza.,今天是6月10日。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
sakapina a demiad ayza hani?,今天是星期幾呢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o pilipayan ayza.,今天是禮拜天。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pinaay to ko toki ayza?,現在幾點了?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sepatay ko toki izao ko pangkiw ayza.,現在是下午四點半。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
izao i capi ko cacodadan?,附近有學校嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
izao i capi ko cacodadan.,這附近有學校。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
icowa ko loma' no miso?,你家在哪裡?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
i tepal no padekoan.,在醫院旁邊。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
mabatad colilen tayza?,走路去的話會很遠嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
caay kabatad colilen tayza.,走路一下便到達。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"mongangaw ko colil no mako, amayca ko zazan tayza i sakol?","我迷路了,國福部落的路往哪兒走?",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
dodoc han koyni a zazan katokoh to.,順著這條路就可到達。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
izao ko padekoan i niyazo' namo?,你們部落有醫院嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
inayay ko padekoan i niyazo' niyam.,我們部落沒有醫院。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
edapen kiso haw?,需要幫忙嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"taneng kako, kokay!","我可以的,謝謝!",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o canan kya micakayan no miso?,妳買了些什麼東西?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o takal ato elon ko nicakayan ako.,我買了桌子和椅子。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
maydih kako micakay to topel.,我想買一頂帽子。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o canan a kolit ko kanamohan iso?,你喜歡什麼顏色呢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
somanahay kapah to?,紅色的可以嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"mahica saw, tanamen i.","可以的,試試看。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
balangbang kasizikoc no miso salongan azihen.,"很適合你今天穿的衣服,很好看。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
tatenga'? ahemi' cakayen kiyami!,真的嗎?因為買的便宜。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
silawad kiso anosanal?,明天早上你有空嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"hicanaca haw, a tayza kako anosanal i padekoan.","對不起,明天我要去醫院。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
a mihica kiso tayza i padekoan?,你去醫院做什麼?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
mizizaw kako ci bakian ako.,我去看我的伯父。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
canan ko imelang niza saw?,他生了什麼病?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o bala' ato bitoka sakyami, matenes to mideko to imelang ciniza.","聽說是肺病和胃病,他已經住院住很久了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"silawad, mihica to kiso saw?",你有空都做些什麼呢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"amihica, silawad misatayzatayza to i cacodadan madoba'.","沒做什麼,通常都是到附近的學校去跑步。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"hicaen haw, makalah kako tayza i padekoan.","對不起,我急著去醫院。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
kalahen a mihica kapah to.,"沒關係,你儘管忙吧。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
kya motesek ko tineng iso to no Sakizaya a kamo?,你的Sakizaya語怎麼說得這麼好呢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
kokay! o minanamay henay kako.,"謝謝!我還在學習當中,還不是非常的流利。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
cima ko pasobana'ay i tisoan?,都是誰教你的?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o iloma'ay to i, ono Sakizaya ko kamo kyo casa ka tineng.","都是在家常說Sakizaya語的緣故,所以自然多少會講一些。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
nima misangaan koyni a kabilay?,這是誰做的糯米糕呢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
ci Bonok ko misanga'ay. mahica kanen iso?,"是Bunuk做的,怎麼了?",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
salongan sa kya adiwawa iso!,你的小孩也好可愛。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
ko:kay! nikasa caay pa'ngil.,謝謝!可是太調皮了。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
adidi' henay! pasobana' hanto sa matineng toway.,"小孩還小,慢慢再教就好了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o nabaloco'an ako pabeli koyni, manamoh kiso kaw.","這是送你的生日禮物,希望你喜歡。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pakasikaz sa kiso takowan! anoyaan a patikoen kiso.,你太客氣了!什麼時候也有機會送你禮物。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sakapahan to ko ozip iso!,你要多保重哦!,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
ko:kay! mahiza to. kiso ko zoma yo!,"謝謝,當然啦!你也是哦!",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
mahica to ko ozip ni ina iso?,你媽媽的身體還好嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
amahi:ca! kapah to. cinaso i?,就和以前一樣。還好啦!你媽媽呢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
kapah to! ko:kay to pipaayaw iso ci inaan ako.,很好!謝謝你對我媽媽的關心。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
papina ko calekakaan iso?,你有幾個兄弟姐妹?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
aenem kami a malekaka. kiso i?,我們有六個兄弟姐妹。你呢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
aenem kami a malekaka.,我們也是六個兄弟姐妹。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o canan ko kawaw nohni?,他們的職業是什麼?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"izaw ko misaydang, malasaydangay, ato pacolilay to balonga.",有當醫師的、教育界的及船長。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"yangaw pibiyalaw to calekakaan namo, sitangata:ngah kamo.","你們兄弟姐妹真不得了,都很聰明。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
no miso a calekakaan i? papina kamo?,你的兄弟姐妹呢?有幾個?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
tato:sa kami a malekaka. sakapina kiso?,我們只有兩個。那你排行第幾?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"saka tolo kako, sainayay ko sa takitaki' ay ko nikaozip.","我排第三個,也是最沒用的啦!",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"kapah to sa! aono caay to ka kasic, o kapahayay to. caay haw!","不錯了啦!只要不懶惰,就都很好了,不是嗎?",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
o canan ko kawaw niza?,他是做什麼的?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o paliwalay to lami' ciniza. kiso i?,"他在市場賣菜的,你呢?",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o padekoay ko kawaw no mako.,我的工作是護士。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"kapah ko no miso, kainalan ko nademiadan.","你的工作真好,薪資一定不錯。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
icowa saw! no miso ko kapahay.,哪有!你的也不錯。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i somamad sa na ocanan ko kawaw iso?,你以前的工作是什麼?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o paliwalay kako to zikoc.,我是賣衣服的。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
kya alesen iso?,你為何辭掉?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
paalesan no ina ako.,是媽媽要我辭掉的。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
ahicanaca! sa'timen tya kawaw kako.,沒辦法!我也覺得那份工作辭掉很可惜。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"talabo enenga, canan ko kanen iso?","請坐,想吃點什麼嗎?",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
kokay! izao ko nipatobahan a aam?,謝謝!請問有地瓜稀飯嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"izao to, o canan ko sapasikan iso?","有的,你要加點些什麼配菜嗎?",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"kawpil, atimsi, tiekok, lomingay, ato basis.",我要地瓜葉、龍葵、雞蛋、長連豆及豬肉。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
maydih kiso to ahciday a boting?,你需要鹹魚嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"kaito, taneng toway.","不需要,這些夠了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
maydih to nananomen?,需要飲料嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
coedetay a ocya ato sayda.,冰茶及汽水。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
zahkez sa ko baloco' tinapikanan iso.,你們餐廳的空間好舒服。,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
hang! a mahiza sa kasilawadan tayni hanto i!,"是喔,謝謝你!有空就常來這邊用餐吧!",Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
hicaan iso tayni? pakazizeng kiso?,你怎麼來的?是開車來的嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
