tay,english,source,kindOf,dialect,row_type,split
hiya' ga qomisowan na kanayril mo.,She is my sister.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
ima' ko olaqi' ka haca?,Who is that kid?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
hiya' ga sowayi' na mamaliko mo.,He is my younger brother.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
nanowan ko patowawon ni yaya' so'?,What does your mother do?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
hiya' ga hitay.,She is a soldier.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
nanowan ko patowawon ni yaba' so'?,What does your father do?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
hiya' ga papsibaq.,He is a teacher.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
hiya' ga sowayi' na mamaliko so' qo?,Is he your younger brother?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"iqaat, hiya' ga rawin ni sowayi' na mamaliko mo.","No, he is my younger brother's friend.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
hiya' ga qomisowan na kanayril so' qo?,Is she your elder sister?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"iqaat, hiya' ga sowayi' na kanayril mo.","No, she is my younger sister.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
papiya' kahabaag ko qotox naha' co imo?,How many people in their family?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
imagal kahabaag ko qotox naha' co imo.,There are five people in their family.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
papiya' ko olaqi' imo mamo?,How many children in your family?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
sapaat kahabaag ko olaqi' niyam.,There are four children in our family.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
papiya' ko sowayi' na mamaliko ro sowayi' na kanayril so'?,How many younger siblings do you have?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"okas sowayi' na mamaliko mo, togal ko sowayi' na kanayril mo.","I don't have any younger brothers, but I have three younger sisters.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
papiya' ko yolah ro iyah so'?,How many older siblings do you have?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
okas a yolah ro iyah mo.,I don't have any older siblings.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
papiya' ko matasasowayi' na mamaliko ro kanaril so'?,How many siblings do you have?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
okas a matasasowayi' na mamaliko ro kanayril mo.,I don't have any siblings.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
matasasowayi' cimo qo?,Are you brothers?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"owal, hiya' ga yolah mo.","Yes, he is my brother.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
Itaal cimo qo?,Are you 'Tayal?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"owal, Itaal cami.","Yes, we are 'Tayal.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
hiya' ga Itaal owi qo?,Is she 'Tayal too?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
"owal ga, hiya' ga Itaal owi.","Yes, she is 'Tayal too.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
homicowa' ko kaal sawni'?,How's the weather today?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"gihaaq tikay ko kaal, kapayox manobowag co qosiya' ka makilox.","It's a bit cold, so you need to drink more warm water.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
"makilox tikay ko kaal, kapayox manobowag co qosiya'.","It's a bit hot, so you need to drink more water.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
homicowa' ko kaal i lata'?,How's the weather outside?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"rahwal a wagi', laxi ko omongi' maras co tataomok.",The sun is bright and remember to wear sunscreen.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"payox hamhom, okas wagi' i kaal.",There are a lot of clouds but no sun in the sky.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
paphicowa' ko kaal i casan?,How is the weather tomorrow?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"pakaokas wagi' i casan, payox hamhom, rahowal bayho.",It will be cloudy and windy but not sunny tomorrow.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
homicowa' ko kaal coko riax ka yani?,How was the weather that day?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"gihaaq tikay kaal coko riax ka hani, pasiyato' co siyato' ka kehma i maosa' lata'.",It was a bit cold and you needed to wear a jacket when you went outside.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
paphicowa' ko kaal i riax hahangiqan?,How's the weather on the weekend?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
pakbalayq ko kaal i riax hahangiqan.,It will be sunny on the weekend.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
paqowalax i riax ka yani qo?,Will it be rainy that day?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"pakbalayq ko kaal cko riax ka yani, iqaat paqowalax.",It will have no rain and be sunny that day.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
paqowalax a kaal cko riax ka yani qo?,Will it be rainy that day?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"owal, paqowalax coko riax ka yani.","Yes, it will be rainy that day.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
qomowalax kahani qo?,Is it raining now?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"masowat la, pakahto a wagi' la.",The rain stops and the sun comes out.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"qomowalax la, ini' kowing aras co hawsowa.",It is raining and I don't have an umbrella with me.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
qomowalax i lata' qo?,Is it raining outside?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
"ini' qowalax kahani, paqowalax i minaneq qaliyan, aras co hawsowa i patgi lata'.","It is not raining now, but it will be rainy in the afternoon, so you need to bring an umbrella when you go out.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
pakgihaaq i qamisan pilag a kaal qo?,Will it be very cold in winter next year?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"owal, paktala'to' i kaal pilag, kapayox masiyato'.","Yes, it will be very cold in winter next year, so you need to put on extra layers.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
pakakilox i gabagan kaal kahani qo?,Will it be very hot in summer this year?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"owal, pakakilox cobalay i gabagan, kapayox manobowag co qosiya'.","Yes, it will be very hot and you need to drink more water.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
balayq so' ko gabagan ka tikay qo?,Do you like spring?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
"balayq mo cobalay i gabagan ka tikay, halhol a kaal.",I like spring because the weather is warm.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
balayq so' ko qamisan ka tikay qo?,Do you like autumn?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"aqeh mo ko qamisan ka tikay, poyox a mamati' ka bayho.",I don't like autumn because there are lots of typhoons in autumn.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
omongi' kowing maras co rowas la.,I forgot to bring the textbook.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
magalgay kowing mitaal ki iso'.,I will share it with you.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
omongi' kowing maras co papawng co pinatas la.,I forgot to bring the eraser.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
kabaxanay mo iso'.,I can lend you.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
omongi' so' maras co papatas la qo?,Do you forget to bring your pen?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
"owal, kabaxay mo ko papatas so' qo?","Yes, can you lend me a pen?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
nanowan ko naniqon so' i komoriax?,What would you like for lunch?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
paqaneq kowing co miyenpaw.,I want some bread.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
nanowan ko naniqon so' i komogabiyan?,What would you like for dinner?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
paqaneq kowing co mami'.,I want some rice.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
nanowan ko niqon so' co komonama'?,What did you have for breakfast?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
minaneq kowing co bato'.,I ate an egg.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
nanowan ko niqon so' co komoriax?,What did you have for lunch?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
minaneq kowing co hyi' na waylong.,I ate the chicken.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
halay ta' i komcacri' co mari'.,Let's play soccer.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
"osaosa' iso' han, osalay mi so' komiyom i kisa'.",You go first and I will catch up later.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
halay ta' i lomangoy.,Let's go swimming.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
owal! magalgay ta' i mosa'.,Sure! Let's go there together.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
halay ta' i magonawo' co mari'.,Let's play ball.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"laxi, halay ta' i homakot co rowas han.","No, we have to carry books first.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
qominowax so' co gi'nox la qo?,Did you brush your teeth?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"iqaat na', kiya kowing qomowax co salaman.",Not yet. I am doing the dishes.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
qominowax so' co ngaqowaq la qo?,Did you rinse out your mouth?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
qominowax kowing co ngaqowaq la.,"Yes, I rinsed out my mouth.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
qominowax so' co salaman la qo?,Did you wash the dishes?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
naqaron mo qomowax ko salaman la.,I already washed the dishes.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
micowa' so' ka ini' payma' co qaba'?,Why didn't you wash your hands?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
mimaay kowing kisa'.,I will wash my hands later.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
nanowan ko waw so' sawni'?,What were you doing just now?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
minosa' kowing komiyom i papsibaq.,I went to meet the teacher.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
nanowan ko pakawaw so' i malax matas?,What are you going to do after school?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
papasaohi kowing i imo.,I will go home directly.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
nanowan ko pakawaw niya' i malax matas?,What is she doing after school?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
maosa' hiya' i yogi'.,She is going to go dancing.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"Ali', kiya so' i imowag qo?","Ali', are you home?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
"kiya, nabowibowi patgi imo.","Yes, come on in.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"Ali', kiya so' i imowag qo?","Ali, are you home?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"okas imo i Ali', Iwal kowing, kiya a waw qo? mowah i Ali' ga panqaqoanay mo.",Ali' is not at home. I am Iwal. What can I do for you? I will let him know when he comes back.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
ima' cimo?,Who are you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
"aki', Amoy ro Ali' cami, gawahani cami co balihon.","Grandma, we are Amuy and Ali', please open the door for us.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
ima'?,Who is it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"Boya' kowing, mowah kowing komiyom i Yopas.","I am Buya', I am here for Yupas.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"aki', mowah kowing mitaal iso' la.","Grandma, I am here to see you.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"ingaso so' cobalay ini' owah la, longolongon mi so' cobalay.",You haven't been here for a long time. I missed you so much.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"Ali', mowah kowing komiyom iso' magonawo' la.","Ali, I am here to play with you.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
"nabowibowi patgi imowag, ingaso mi so' nagaon la.",Come on in! I have been waiting for you for a long time.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"pinomowa' mo ko bonga' kahani, qaneq co mama'!",This is the sweet potato I grow. Try it!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
lalbing cobalay ko bonga' kahani.,The sweet potato is so sweet.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"ibowi! pinomowa' mo ko oqooqo' kahani, qaneq co mama'.",Come here! These are the fruits I grow. You should try it.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
lalbing cobalay ko oqooqo' kahani.,The fruit tastes sweet.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
"tahonak! pinomowa' mo ko qatiyay kahani, qaneq co mama'.",Take a seat! You should try some organic corn that I grow.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
waw! lalbing cobalay ko qatiyay kahani.,Wow! The corn tastes so sweet.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
paqaneq so' co iyok qo?,Do you want some oranges?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
"aqeh kowing maneq co iyok, maniqay kowing co pingkwo'.",I can't eat oranges. I will have some apples instead.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
