tsu,chinese,source,kindOf,dialect,row_type,split
tec'o ang'osʉ maskʉ oemo.,15分鐘會到學校。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te maineno na hia nona'o no kaothie hoci ohne thaicio?,搭高鐵要多久時間會到臺中?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tec'o cono masconi tac'o sʉc'ʉhʉ ne thaicio.,一個小時會到臺中。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
tee noana'o hoci 'onten no koyai ho ohne 'olai?,開車去烏來要很久嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tee asono masconi.,大約要一個小時。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te ang'osʉ mposko.,要20分鐘。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
leako meelʉ yonto to zitensa?,你會騎腳踏車嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
lea'o meelʉ smopayo to zitensa.,我會騎腳踏車。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
pano 'ootoovai so?,你有摩托車嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mo coni 'o 'ootoovai'o.,我有一台摩托車。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ok'a cis'a 'ootoovai'o.,我沒有摩托車。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
te'o peela toocosi na soo?,我可以訪問你嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"naho, te'o na'no kaebʉ.","可以,我很願意。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'ate, o'amos'a man'i na os'o co'cohivi.","不要,我所知道的不多。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teko meemelʉ ho atavei no cohzona? teko tiova honci'o osa ho aiti na soo?,你下午有空嗎?我想去拜訪你可以嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"naho, ta'o yonta emoo ho totea na soo.","好,我會在家等你。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tako meemelʉ ho hocma? nte'o mici toococosʉ soo no h'oehanva ta coo a'toana.,你明天有空嗎?我想請問你關於鄒族的傳說故事。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ta'o ohne foengo ho hocma, o'a ta'os'a yonta emoo.","明天我要去山上,不在家喔。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'o totalʉi ho leako na'no bocbochio tola hia h'ocoecona ta coo ne noan'o, mi'o mici toococosʉ soo.","我聽說您對鄒族的傳統習俗非常了解,想要請教您一下。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'a mos'a man'i na os'o co'cohivi, at'inghi ta'o pnanfi ho eʉsvʉsvʉta.","我所了解的不多,但是我會盡量回答。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"te'o toocosʉn'a, te'o peela ho'ongki? tenala ko'ko peela ʉmnʉ ci tpotposi.",請問我可以錄影嗎?這樣以後比較容易記錄。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"naho, tee eno kozo.","好的,沒問題。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
miko co topzoha ta tonsoha maitan'e?,請問您今年幾歲了?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ma mi'oco tomsiyoha oveo.,我已經98歲了。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ci mikon'a na'no mifoinana.,您看起來真年輕。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ma o'a, ma mi'oco mameoi.",沒有啦!我已經老了。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
mikos'a i'mi neno?,請問您來自哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mi'o i'mi ne pngoo.,我來自來吉。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
zoo maezo coo a'toana na vcongʉso?,請問您的太太也是鄒族嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'asa'a, 'a sbokono.","不,她是布農族人。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo pio ci h'oe'ea na lako peelʉi?,您會說哪些語言?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
la'o meelʉ boa coo ho boa sbokono.,我會說鄒語和布農語。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"na'no kaebʉ ho os'o toococosi soo maitan'e, tekon'a eʉsvʉta, nala peesi hola e'ohʉ ea foo zoo?","今天很高興能訪問您,請您談一下,有關狩獵的禁忌好嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ateno mo'o la na'nosino ohne foengo ho ea foo ne mo'on'a foinana.,好的。我年輕的時候很常上山打獵。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'aveoveoyʉ, a'ʉmtʉ na'no ʉmnʉ 'e iko pa'cohivneni maitan'e.","謝謝,您今天所教導的真是太棒了。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"i'e os'o eʉsvʉsvʉta maitan'e mo a'ʉmto emzo, ohela h'oehanva to niala acngicngihi maameoi.","我所説的都是千真萬確的,祖先所流傳的講述。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tec'o ec'ʉhʉ tan'e na'no 'aveoveoyʉ ta iko eʉsvʉsvʉta.,今天的訪談就到這邊。非常謝謝您的分享。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
opena tatola i'vaho yopeahngʉyʉ.,"沒問題,我們再聊。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"te'o co mongoi, tata'za honcila i'vaho tmalʉ no man'i ci ehohanvaso.","我要離開了,期待下次聽到你更多的故事。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo, nahoeno aopopoha'o.",好喔!請慢走。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"'ayeoveoneni, coma na teko phini?","歡迎,你要買什麼?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o mhia coni ci soetohva.,我要買一個杯子。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
te'o mhia conci ceopngo.,我要買一頂帽子。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"te'o mhia soetohva, pano imo phieni?","我要買杯子,你們有賣嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"panto, tee pio na teko phini?","有,你要買幾個?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
pano imo phieni ci fi'i?,你們有賣檳榔嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ok'as'a, o'a lamzas'a mhino no fi'i.","沒有,我們沒有賣檳榔。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
te'o mhia fʉesʉ.,我要買米。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o mhia f'oe.,我要買地瓜。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
isico psʉipʉngneni 'o f'oe.,地瓜都賣完了。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o mhia yosno pania ci hʉsʉ.,我要買兩瓶油。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
micoc'o conci pania.,只剩一瓶。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
phianeni fcoyo na a'o.,去幫我買蛋。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o poa yoso no kinkina.,我要買兩斤。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o mhia yosno peongo ci nengi.,我要買兩把蔥。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"micoc'o tono peongo, naho acoha yaa.","這裡剩三把,都給你啦!",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi sopzoi 'emo cono cfoa ci fʉesʉ?,這包米多少錢?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo sose'eicha 'emo cono cfoa.,一包200元。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo acʉhʉ somposko ocni, tec'o poa somposko.","總共21元,算20元就好。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'a a'e mo msiyoho oemo tan'e.,這裡95元。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"te'o ake'in'a msovaho, poa sose'conza.","我再買一點,湊100元。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo acoho sose'einva masko.,全部510元。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
te peela poac'o sose'einva?,算我500元好嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo ango pepe eni, tee peela ake'a poa cʉecʉ?","這個太貴了,可以算便宜一點嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"o'a tes'a, 'a mico na'no coecʉ na eni.","不行,這個已經很便宜了。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o phini 'emo cono cfoa ci kamcia.,我要買這包餅乾。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo somtoeha, pano tekon'a 'ocea yaa ci macocoma?","這餅乾30元,還需要別的東西嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o meelʉ yoevaho no peisoso?,我可以跟你借錢嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tenokozo te pio na teko 'ocea yoevaha?,可以啊!你需要多少錢?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mi'o ta'payo'ʉ maafo to peiso, te'o meelʉ yoevaho soo?","我忘記帶錢了,我可以跟你借錢嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mi'o maezo o'te mahafo no peiso!,我也沒帶錢耶!,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mi'o ta'payo'ʉ mahno peiso, te'o meelʉ yoevaho soo?","我忘記帶錢了,我可以跟你借錢嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'ate'o,'amco osko yooveia 'o oso aoeva yoevaha ci peiso.","不要,上次借的錢你都還沒還我。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o peela yoevaha si yʉsʉso?,我可以借你的衣服嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"naho, iachia yaa.","好,你自己拿。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o peela yoevaha si tposʉso?,我可以借你的書嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
o'oco yoevahneni to yangoi.,我借給yangui了。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"tekon'a yoevahahneni a'o si zitensaso, zoo?","請借給我你的腳踏車,好嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"naho, at'inghi tako yooveineni ho hocma.","好,但是明天要還給我。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"co mʉchʉ, mi'o o'te mahafo no oyofnga, poan'a yoevaho ta oyofngaso zoo?","下雨了,我沒有帶傘,借我傘好嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"moc'o coni 'e oyofnga'o, teto ipoepohʉ oefʉngʉ.","我只有一把傘,我們一起撐吧!",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"eni 'o o'o yoevaha soo ci tposʉ, co yooveineni soo.","這是你上次借我的書,還給你。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tako eʉsvʉta a'o na iko 'ocea aiti ci tposʉ.,你還想看什麼書都可以跟我說。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'opena, takola yoovei hociko cola yaa peiso.","沒關係,你有錢的時候再說。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
tako yoovei ho homna 'o osola yoevaha ci peiso?,你什麼時候要還我錢?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ta'o yooveineni soo ho hocma.,我明天還你。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tako yoovei ho homna 'o osola yoevaha ci tposʉ?,你什麼時候要還我書?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
'a o'oco eno yooveineni soo ne hocma?,我昨天不是已經還你了嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
osi yoevahneni soo to yavai 'e 'oyomzana tmopsʉ eni?,這支筆是yavai借你的嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"zoo, o'o yoevaha ta maitan'e.","對,我今天跟他借的。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
oso yoevaha to pasoya 'e 'oyomzana tmopsʉ eni?,這支筆是你跟pasuya借的嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'as'a, 'a osi phini to ino.","不是,這是媽媽買的。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"mico ok'ana sio, ohto paicʉ ho ake'i yoevaho.","沒有鹽了,去跟Paicʉ借點鹽。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo, te'o ohne'e ho yoevaho.","好,我去借。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
osa 'o yangoi ho poa yooveineni 'o osi yoevaha ci peiso.,去叫yangui還我錢。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo pio na osi yoevaha soo ci peiso?,她欠你多少錢呢?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
teko ohneno?,你要去哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o ohne chachae ho emʉm'ʉ to chae.,我要去菜園裡種菜。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
coma si iko hioa?,你在做什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo na'no kokozo, mi'on'a tmovci, ta'o aopha'o cohmo to chomo.","草太多了,我在砍草,等一下要澆水。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teko'na yaa 'o poyave no kosʉ ho to'o ho faeni a'o zoo?,幫我把鐮刀和鋤頭拿來好嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
iko sia neno?,你放在哪裡呢?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
sia to chipi to kosʉ no ef'ongʉ.,放在犁耙旁邊。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
oso co ef'onga?,你翻過土了嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'on'a mihna ef'onga, aomane tac'o yapi.","我剛翻過土,等等要播種。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tec'o toc'ʉha 'o oso emo'a ci chae?,你種的菜可以收成了嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'a tec'o toc'ʉha 'e kiaveco tan'e, o'a moco te toc'ʉha ta tahza ta'e.","這裡的高麗菜可以收成了,那裡的昭和草就還不能收成。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'oaa! ci na'no man'i 'e osko pa'ea ci f'oe.,哇!你挖了這麼多的地瓜。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
to'osni a'o ho sia to ketbʉ.,幫我放穀倉好嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
coma si imo hioa?,你們在做什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mimza mosi ta yongo ho ea yoskʉ.,我們在放漁網抓魚。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mio man'i na yoskʉ tan'e?,這裡的魚多嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mico man'i 'o yoskʉ to yongo.,魚簍裡已經抓了很多魚。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
leako boacoma ho tʉtpʉtʉ no yoskʉ?,你平常怎麼抓魚?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
leako meelʉ titho to yanosoyo ho ea foo?,你會用弓箭打獵嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"la'o no'nosino titho to smohfihci ho tʉtpʉtʉ to yoansoo, aasvʉtʉ titho to foyo ho poa'av'o.","我通常都是用陷阱抓獵物,偶爾也會拿槍帶狗狩獵。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'a hoyo no fozo eni.,這是山豬所走的路。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mainci osko cohivi?,你怎麼知道呢?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'a capho no fozo eni, ko'ko eno zoo ceonʉ no fozo eni.","這是山豬的腳印,所以這是山豬所走的路。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"aopcieva osa ho aiti 'o smohfihci, mais'a pano mico momzo ci yoansoo.","快去看我們的陷阱,好像抓到獵物了。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mainci iko cohivi?,你怎麼知道呢?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"mais'a isi elʉi ta av'o, teto aopcieva fihi ho aiti.",狗好像聞到味道了。我們快跟過去。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
zoo macocoma no coma si iko teoteai?,你正在製作的是什麼東西?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'a cʉfʉ no fato, te titha tocʉfʉ to bohci.","這是石壓式陷阱,用來抓老鼠的。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
zoo coma ta iko sia ta'e ci ma'maica?,你放在那裡的是什麼東西?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'a h'oepona no boofeo'isi, lamza titha tʉtpʉtʉ to ta'cʉ.","那是套腳式繩索陷阱,我們用它來抓山羌。",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'a zoo eno, teto hafa maine'e ho aangangaeza to yoo.",是啊!我們帶回部落好好分享吧!,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
maitan'e te'o pa'cohivi moo ho boa coo na pat'aosna no mayoyoansoo.,今天我要教大家動物的鄒語怎麼說。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
maitan'e te'o pa'cohivi moo ho boa coo na pat'aosna no ma'e'evi ho heʉm'ʉ.,今天我要教大家植物的鄒語怎麼說。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
maitan'e te'o pa'cohivi moo ho boa coo na pat'aosna no mav'ov'o ci mabeobeahci,今天我要教大家水果的鄒語怎麼說。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'ote oengʉtʉ.,不要睡覺。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'ote ptaʉngʉ.,不要講話。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
'ote bonʉ.,不要吃東西。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
toyafa 'o tposʉ soo.,拿出你的課本。,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
