dru,english,source,kindOf,dialect,row_type,split
"'iidhedhemelrao 'i valriyoli, 'amalraine nao pavilri omiyalrao valriyonai.",Because I miss my hometown and I also want to give back to the tribe.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"olriho'o mo'o dhohepe, aangai ta pato'oto'imiya'e?","You're very skilled at weaving, who taught you?",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
omoli 'avai ta pato'oto'iyae. omoli 'avai olriho'onga ta iki nai valriyo dhohepe.,"It was my grandmother, she is the most skilled weaver in our tribe.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
kani noa 'ipato'oto'o iiya'o dhohepe?,How did you develop an interest in learning weaving?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"Ta dhahepe 'a bongkanai, nao pacongolo omiyalrao bongka.","Weaving is a part of our culture, and I want to ensure its continuity.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
'ina kavavaae 'akosaaene ka mataadhi'i 'ongolo.,This millet wine is delicious.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
aangali ta tovaa!,I made it myself!,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
"'inikoolra'o, makapilimao lo tovaamao?",You're really talented. Does it take a long time to make?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"makapilikai, makapitoloni menanae molekate. ocolokonamao pi'amadhalae dha'akecae vcenge, mani dhalrese poa pa'ivo alrehenge vongo ciciyo, lamani poamao pa'ano palongo.","No, it only takes about a week. After steaming the sticky rice and white rice, we mix it with yeast powder, and then it can be stored in a jar.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
omikikai langalangai'o?,What do you sell?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"'ina omiki tavangolo la kahidhange, lredhekeli pooler 'ina!","I have chili and pigeon pea, both grown by myself!",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
ta kadho'a longaimao mapini paiso?,How much for both?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
poelrelre 'a madho'a idhai la kamalrimale.,250 dollars in total.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"madhalamelrao 'ina kipingi, mapini paiso?",I like this piece of clothing. How much is it?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
'ina 'a malrima idhai paiso.,It's 500 dollars.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"tohamoho makocingai, aikai niidholro po'alrolrodho?",It's too expensive. Can't you lower the price a bit?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"dholrokai, lo po'alrolrodhoni amo ka 'ipaisokali.","No, if I lower it further, I'll lose money.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
La pii'ana! nao alra matahea taecelrange kipingi.,"Alright then, I'll take a black piece of clothing.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
amo alralrao 'ina 'aalodho la 'ina palongo.,I want this knife and this pot.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"poelrelre 'a madho'a kodholo paiso, aangaali ta 'inipapi'a, amo to'ahakimo'o mo'adhaili.","It's a total of 2000 dollars. I handmade these, and they are guaranteed to last a long time.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"noa pato'o ivokoli ladha kaava'i longai, aika'o kamo dhoolro tomelre'e?",I'll introduce my friend to buy. Can you give a further discount?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
la pii'ana! nao po'alrolrodhimiya'e toeaea kodholo la kaeneme idhai.,"All right! It's cheap for you, 1600yuan.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
imiya oma cengele! olangalangai kipingi la tolropongo.,Come and take a look! We sell clothes and hats.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
nao 'itovolrimiya'e kipingi mapini paiso?,How much for the clothes?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"kipingi ta kaeaea matolro idhai la kamalrimale paiso, ta katolro kipingi maeaea kodholo paiso.","One piece of clothing is 350 dollars, three pieces for 1000 dollars.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"amo patahealrao longai, vo'alriyae ta kavaoa'e.","I'll just buy one piece, please give me a new one.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"aika'o polringaao, nao langai omiyalrao valitoho va'oho la potavangolae alopae.","Hello, I would like to buy sticky rice and meat with chili peppers.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
"poelrengine longai va'oho, omikina ahingihingaye ping, amo langaika'o?","The rice is sold out. I have tana pancakes, would you like to buy them?",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"kanikoaadha! vo'alriyae pakaea vocongo, lo vilrilaenga lamo kavaa'ingalrao longai va'oho.","Alright, please give me one. I'll come back next time to buy rice.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
"ya'e, nao pasopalriya'e potavisie, 'ina 'a mamalrimale paiso.","Okay, I'll pack it in a bag for you. That'll be 50 dollars.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
mwadringadringai nomi makanaelre. ai 'atwanawnga ta.,Hello everyone. Here we go.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
sinsi mwadringadringai so?,Hello.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
twakainena.,Please sit down.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mwadringadringai nomi makanaelre. kai vaiyana ai 'athingale ko nomiya kai akanea ikakwata mawriva ka sin Taromaka.,"Hello everyone. Today, I am going to teach you how to say the Tarumake language for food.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
wathingale so takawriva ki sinsi?,Do you understand what the teacher says?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
"sinsi, nako wathingale. kalalekete so angi'elra mawriva?",I don't understand. Can you repeat it again?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"nako kiyalalra, kalalekete so 'akwadrawana?","I can't hear you, can you speak louder?",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
la ccela kikai! ta angi'elana wasi'i.,"Look here, please! Repeat after me.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
mathariri kai ta wasi'i nomi.,It's very well read.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
angi'elana wasi'i si akwadradrawa.,Read it again. Please speak louder.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
'icelreba. kai mawrivariva.,Please be quiet. Don't talk.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
malra otalivaivay na 'acase na hoongo,Please take out your textbook.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
eene. nasinsi.,"Yes, sir.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
malra otalivaivay ina 'inpici so.,Please take out your pen.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
"sinsi, marimora ko iloko sa 'inpici.",I forgot to bring my pen.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
malra 'otalivaivay ina samosakisakidra.,Please take out the eraser.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"sinsi, marimora ko iloko samosakisakidra.",I forgot to bring my eraser.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kisalrowa ki tabere so kwadra yakai ki thili so.,Please borrow erasers from your classmates.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"'akisawlrowaili idra samosakisakidra, eene?",Can I borrow your eraser?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
maka 'atakesinga ta.,Class is over.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"akela ta kikai, kai kicakwane ta mwanga ta macecelenga lo kelanga ki takicakowakowane ta","Class dismissed, see you next week.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
aneane so?,Who are you?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"lalake ki 'Alem,siya Solaging zako.","I am the son of Solaging, and my name is 'Aleme.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
"kiya bolro wako ki Tinebenga, siya 'Otonga. kai nagane li","I am a student in Tinebenga, my name is 'Okoringa.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
siya nea ko nagane so?,What's your name?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
siya Te'a kai nagane li.,My name is De'a.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
siya nea nagane ki tama so?,What's your father's name?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ko nagane ki tama li siya 'Alem.,My father's name is Hesai.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
anea kwani?,Who is he?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
kwani ka 'Odrane.,He's Tanebake.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
"kwani ka taka li ka sawalay, siya 'Odrane.","He is my brother, his name is Tanebake.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
siya nea ko nagane ini?,What's his name?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
siya Kako nagane ini.,His name is Kako.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
siya Kako kai nagane ini?,Is his name Kako?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"eene, siya Kako kai nagane ini.","Yes, his name is Kako.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
ko nagane ini siya 'Otonga?,Was his name 'Otonga?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"ini, ko naganeini siya Kako.","No, his name is Libalibi.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
anea kwani?,Who is that guy?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kwani ka agi ki tinali siya Sele'e.,She's Sele'e. she's my aunt.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"kwani ka alili, siya Molisi nagane ini.",She is my friend and her name is Molisi.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
'iyanga kai cayli so?,How old are you?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tara mangealenga kai caylili.,I am 10 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
'iyanga kai cayli ini?,How old is he?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
mangeale si drosa kai cayli ini.,He is 12 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
'iyanga kai cayli ki tama so kaiyasa?,How old is your father?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
malimalrenga cayli ki tama li kaiyasa.,My father is 50 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ta'iya nomi ka lamatakataka?,How many brothers and sisters do you have?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"yakai ka tadrosa ka takali ka ababay, tangea ka agili ka sawalay.",I have two brothers and sisters and one younger brother and sister.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
yakai ka taka so ka sawalay?,Do you have a brother?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kadrowa ka takali ka sawalay.,I don't have a brother.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ta'iya nomi ka cekecekele?,How many people are in your family?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ta so'ate nai ka cekecekele.,There are four of us in our family.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
yakai so ino twakesi?,Where did you study?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
yakai yako Balrangaw twakesi.,I studied in Taitung.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
kwani ka tamali ka agi ki tamali.,He is my uncle.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ko tama so ka taka ki tina so manema kai lravai ini?,What does your uncle do for a living?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kensase.,He's a cop.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
kwani ka takali ka ababay.,She's my sister.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
yakai ka lravai ki taka so ka ababay?,Does your sister have a job?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
watwatomatoma ikai ki biyoyng.,She works in a hospital.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
kwani tadrosa ka lamatakataka?,Are they brothers and sisters?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"ini, lamatalragi.","No, they are friends.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
kacalrisiya neso?,Are you Aboriginal?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
"eene, soTaromaka ko ka Ngodra Drekai.","Yes, I am an Taromaka.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ko sakacekele so miya ka kacalrisiya?,Is your spouse Aboriginal?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"eene, swa Talalribeka.","Yes, but she is a Puyuma.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
mabelreng ko tamo so?,Is your father very tall?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"eene, mabelreng nai makanaelre ka wacekecekele.","Yes, we are all very tall.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
takesikesinga ko agi so ka ababay?,Does your sister go to school?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
"eene, takesikesinga.","Yes, she went to school.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
wathingale soTaromaka ko agi so?,Do your siblings speak the language?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"eene, wathingale soTaromaka.","Yes, they speak the ethnic language.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ta tolo kai lamatakataka neli.,I have three brothers and sisters.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ma'aelre so ki tama so si tina so ikaikai?,Do you live with your parents?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"eene, ma'aelrea ko ki tamali si tinali ikaikai.","Yes, I live with my mom and dad.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
waki'aelre so ki tomo so si kaingo so?,Do you live with your grandparents?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"ini, kadrwa ko ki'aelre ki kolini.","No, I didn't live with them.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
anea ka ki'aelrelre so ikaikai?,Who do you live with?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
"ma'aelrelrea ko ki tamali, tinali si takali ka sawalay.","I live with my father, mother and brother.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
twalai so ino kela?,Where are you from?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
twalai zako Taromak kela.,I'm from Taitung.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
yakaino kai daane nomi?,Where is your home?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
