tao,chinese,source,kindOf,dialect,row_type,split
"no mian so miliktaw do ili da kadoan a ili am, toda angey pehesa o paloloen da apzapzatan.","如果鄰近的人經過他們的村子,他們就會搶奪其攜物品。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka pakapia mamaring so kanen no asa ka vaey. no tomoratod rana o anak am zakan sira a saingan so ikadoa no ngaran da. mehakey am zakan no mazaponey,"當嬰孩能坐穩了,就要為他們舉行傳統配戴頸鍊儀式,然後再為他們取第二個傳統名字。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"so kateymakdeng no ngaranan o anak a ipanlanlag, ipanci no kamanrarakeh o nisaboy so toktok am milag a tao.","為孩子舉行各項儀式時都要獻上祝福,因此,傳統命名文化儀式非常重要。耆老稱受過傳統灌頂命名儀式的族人,是蒙福的人。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"teyraheten no tao o kapangavey so iciatatao aka no kapanakow so beken a apzazaptan no kataotao, ta misinaoli do kataotao no jia anak.","禁忌謾罵他人或是偷竊行為,因為報應會在自己或子女身上。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o avavey da do tao Jikavatoan am mangey jira asa ka ili rana, ipisa do kasarow a to ji acimoy a mikaranom, maep am mapoas o tokong do teyngato no ili da","有一天,天空一直下著豪雨,到了晚上部落後方的山崩塌,沒有多久將整個部落掩埋了",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ji nimiaaey am zongboyan na sira tapinoan no tana do tokon. tana to sia lololos a mapasiasi am abo o marilow nira, do kaoyaoyan da nira tao Jikavatoan a mapakamotdeh so iciatatao da.","無論他們怎樣呼救求情,也沒有人同情他們,只因所有人都對Ikavatoan的自私自利、輕視他人的作為深感痛恨。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ikongo do sia ji asanib rana maganam o meakey do ili, ori da na tomanarai no gako so tao a mangey mangananao so kanakan do pivatvatkan","由於男性的精神舞及勇士舞很少公開表演,因此,學校就邀請老師到學校教學生",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
iamoom da so pia ganam no meakey do pongso ya.,"希望這兩支屬於達悟男性的舞蹈,能傳承流傳下去。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no pamaringan o vayo a vahay aka no nivatekan a tatala am, amlivon o mivazay a tao, mangey mapatoyon so zipos aka no kagagan do peykaililian.","達悟族族人在房屋或雕刻的新船落成時,都會環島邀請各部落的親戚和朋友。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no niakat da o kataotao am, isarey jira a miaoanood so isnesnek so mamaring so kanen a tao","如果自己被邀請會感到很光榮,而當面即興創詩歌表達感謝之意。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o ipamariparing so kakanan do asa ka awan am, pitanatana a vean no tao, teymakdeng ori a pivazain da no meakey do vaey.","每一年的農曆八月是達悟族的製陶月份,是每個家戶男子重要的工作之一。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"nokakoa pa am mamimin o kakanan a niparing no meakey, no toda aspi o vanga a panonotongan so kanen am","過去族人生活在使用陶器的時期,如果陶鍋破了是很麻煩的事",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o raraan da angayan da do takey am, pikatovangen o kawalan a pioziten do pangononang da raraan.",喪家的左鄰右舍會拿長竹竿放在相鄰處以示隔離。,Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ji to pizavozavoza o pangonongan ta mangavey o keylian a tao.,"即便離開墓地也不能隨意走街坊巷道,以免挨罵。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"no mian so alikey rana a mapanpan am, paringen da taotao aka no kois a kagling aka no avavang, ivazay so kanakan a pialalamen.",回來後去陶土雜質、敲打搓揉才捏成所需的各樣生活陶製器皿。,Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
teymakdeng o minikanikat ya ipianoanod do vayo a vahay aka no tatala.,"賓主對坐前院草坪上,然後正式舉行儀式中最重要的歌會。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"no ngaranan o anak do madagdag am, miniangana o meakey a mangey do kasngenan a niakawan manavo so atbed a ioli do vaey.","為孩子舉行傳統命名當天清晨,先生要著族服去近處的芋田舀泉水帶回家。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,test
no zomcin o zezak am sapopoen no mavakes o anak a somazap so dadan no araw.,"日出時,妻子抱嬰孩朝日昇之處,然後夫妻以手指沾所舀的泉水",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
akoan so sang ta o akey aka no akes am macingaran do kabnekan a apo a mablis so ngaran.,"同樣地,升格為祖父母的人,族名也會跟著長孫變更為某人之祖父。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"o tao rana do pongso am, toda tazangpos no katazak a tao a nisaboy da so toktok no niapoan a ngaranan.","蘭嶼的達悟族人,全都在出生後接受父母灌頂命名的傳統儀式。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
o iyangey no tao am pacikangaranan no niapoan o kabnekan a anak. so ikablis no ngaran a si aman koa no jia si inan koa.,"達悟族採親從子名制,父母的名字隨著長子女的名字,因而變更為某人之父或是某人之母。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no teyka ipanlanlag a ngaranan o anak am, miapid so yala ka pipazazoy no meakey a miroa mangey do takey","夫妻用佳言美語祝福孩子,命名儀式結束後,先生揹著竹籃手持禮刀去田裡",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
no maciey am malovot o mavakes a mianoanood a maganam no adan a ganam a mivalacingi ka no kawalan ka no maliodod.,"有月光時,婦女會相聚唱歌跳舞娛樂,跳著傳統的頭髮舞、竹竿舞、圓圈舞等等舞碼。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no mamaring so kanen a kapaganam da am, mamimin sira miayob so cininon a mivazongot kapivavagot da teymazwey a citaen.","在特別的傳統節慶中,婦女會穿傳統服、頭戴禮帽手持禮杖跳舞,場景非常優美而漂亮。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
o mavakes am zakan no olo a ka tahed jia no nipoas a parparngen.,"配戴給男嬰的頸鍊是藍色琉璃珠,給女嬰戴瑪瑙珠頸鍊,再以苧麻絲捻成的線,繫在女嬰的腰上。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"itoro do karyos a tangdan, ka pangap so viniey a tangdan no anak.","還要宰殺牲禮,慶祝嬰孩誕生,使一家人沉浸在歡樂中。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"kasbil no vean o ji da yaknengi a abo so marow a maep, so ka teymazikna no meakey a tomangahahap.","推著船用照明燈吸引飛魚入網,這樣的日子連續有半個月之久,漁夫吃不飽睡不足",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"teyapia o ipanngangaran no tao a iweywawalam, ta ipakatenegn jia no tawagan o ngaran da do panganganigan so tao.","傳統命名的文化習俗非常好,容易使人知道如何稱呼某人的稱謂而不失禮。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
kehakay kong!,同學好!,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ka nimapo do ajin siciaraw ya?,你今天從哪裡來?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,test
kamo papira do vahay nio?,你們家有多少人?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
tao ka?,你是達悟族嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka mateneng do ciriciring ta tao?,你會說族語嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,test
ka amian do ajin siciatoai ya?,你現在在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya apira o kakteh mo?,你有幾個兄弟姊妹?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,test
sino o ngaran mo?,你叫甚麼名字?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
do ajin na yanan no vahay nio?,你們家在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ka makarang?,你很高嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
do ajin na yanan no gako mo?,你的學校在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya apira o kagagan mo?,你有幾個朋友?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
kamo mateneng do ciriciring ta tao?,你們會說族語嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka mangay do ajin sitoai na?,你等一下要去哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya apira o tizibi do vahay nio?,你們家有幾台電視?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka mangday so araraw a manita so tizibi?,你天天看電視嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mo ikakza a citaen o tizibi?,你喜歡看電視嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tao si ama mo?,你爸爸是達悟族嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya mateneng si ama mo do ciriciring ta tao?,你爸爸很會說族語嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
sia pa mivatvatek o kakteh mo?,你的兄弟姊妹也是學生嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
kamo mamimin a makza no kapianoanood?,你們都喜歡唱歌嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya amian do ajin si ina mo siciatoai ya?,你媽媽現在在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya makarang?,她很高嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
kavakes kong!,同學好!,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ya apira o anak da?,他們有幾個孩子?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka masanib a tomazogaw ni akay mo a ka ni akes mo?,你常去探望祖父祖母嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,test
ya mateneng si akay mo a ka ni akes mo do ciriciring ta tao?,你的祖父祖母很會說族語嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mo ikakza o kagagan mo?,你喜歡你的朋友嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mo ikakza misega?,你喜歡畫畫嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mehakay o ito.,他是男孩。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mavakes o ito.,她是女孩。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
sinsi o ito.,他是老師。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
sinsi o ito.,她是老師。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya pa mivatvatek o ito.,他是學生。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ya pa mivatvatek.,她是學生。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
koysang o ito.,他是醫生。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
beken; ta,不是[名詞否定]; 不是[否定整句命題],Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
oyod; teywara,真的;非常,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
malovot; takamo,全部; 大家,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko mivilang so vakong.,我正在讀書。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko mipipis.,我正在洗衣服。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko miramon.,我正在洗臉。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
da itazogaw o akes da no kanakan a mehakay.,那些男孩子正在拜訪祖母。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
sia manita so tizibi o kanakan a mehakay.,那些男孩子正在看電視。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
sia mivilang so vakong o kanakan a mehakay.,那些男孩子正在讀書。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka mianoanood?,你正在唱歌嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,test
ka miramon?,你正在洗臉嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka misega?,你正在畫圖嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
namen koman.,我們正在吃。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,test
namen mianoanood.,我們正在唱歌。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
namen mialilima.,我們正在玩耍。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya misega o kanakan a mehakay ito.,那個男孩子正在畫圖。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya maganam o kanakan a mehakay ito.,那個男孩子正在跳舞。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya mianoanood o kanakan a mehakay ito.,那個男孩子正在唱歌。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mi ko nan,再見,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mitotoaw; makowbot,出現;出來,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
apia a citaen,"好看, 很美; 漂亮",Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
apia a tao,英俊,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko mateneng a mipipis.,我會洗衣服。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko mateneng a miramon.,我會洗臉。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
da ikakza a citaen o tizibi no kanakan a mavakes.,那些女孩子喜歡看電視。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,test
da ikakza a itazogaw o akay da no kanakan a mavakes.,那些女孩子喜歡拜訪祖父。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka mateneng a misega?,你會畫圖嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ka mateneng a mianoanood?,你會唱歌嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka mateneng a miramon?,你會洗臉嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
da ikakza o da kapianoanood no kakanakan ito.,那些孩子喜歡唱歌。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
da ikakza o da kapialilima no kakanakan ito.,那些孩子喜歡玩耍。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
da ikakey a kanen no kakanakan ito.,那些孩子喜歡吃。,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,sentence,train
