ssf,chinese,source,kindOf,dialect,row_type,split
"iho ya shmaqish sa holos pialhias sa apoy, amaqa anto amalhirik sa rima.","你如果要縫補衣服就把火點亮一點,這樣才不會刺到手。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
a inai yako matash pialhias iho sa apoy.,"我要在這裡寫字,你把火弄亮一點。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ina mingkmir afo, noma sa afo a itmaz pianan thitho pinoqayzo'an a maqmin.","媽媽捏飯團,飯團裡面她放了醃漬的梅子。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
piaqbit sa lhkatisi Shtafari a azazak itosi mangkathi.,住在Shtafari的小孩另外合為一群在那邊。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"mara'inra'in a fato piaqbit inay, madadazomdom a fato piaqbit isoi.","大一點的石頭在這裡堆成一堆,小一點的石頭在那邊另為一堆。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
haya wa rithkoy piaqbit isoi mangkathi.,這些橘子堆成一堆放在那邊。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
piaqbit hoya wa aniamin poil.,把那些東西分開保存。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"piatnaq mathoaw matata, oqay dara wa matata.","很熱的要限制,只要溫的。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"pidadaok ya maniza, amaqa ashakton dai pambahabaha ya shorozin sa rosaw.","釣魚時不要晃動,這樣魚拉扯就可以看到浮標在動。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"haya wa azazak mathoaw maqarimozmoz, paroi ata to pidarahi!","這個小孩很狡怪,狠打不輕饒。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
thitho a ama ya kmaytono sa azazak anto pidarah.,他的爸爸若打小孩都打得很厲害。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
hoyni a kawash ya itia sa fari anto pidara.,今年的颱風都很厲害。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shiraos ya makonanai mathoaw mara'in sa fari, anto pidara ya minfari.","颱風來時,風很大,刮起來很厲害。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thihto mathoaw paro itan, ata to pidaza hi ita mani!","他把我們打得這麼厲害,我們也不要輕易放過他!",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thihto mathoaw paro itan, ata ita mani to pidaza hi!","他把我們打得這麼厲害,我們也不要輕易放過他!",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
anto a pidaza!,"非比尋常,很不簡單。現在不那麼簡單了。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
haya wa kmalawa taon mathoaw pan marotaw anto a pidaza.,"這棟正在蓋的房屋也許很高,將不是簡單的。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
anto a pidaza thoini thitho ya pangqa'on.,他現在若要請客將很不簡單。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
thitho thoini ya pangqa'on anto a pidaza.,他現在若要請客將很不簡單。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
piklhias sa apoy!,把燈點亮!,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pikpik ya kminan a komahin.,癩蛤蟆若吃了會中毒。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pikpit oho!,你捏著!,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ata to pilalahaii sa koskos.,腳不要張開。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"binanao'az ya milhongqo sa pangka, ata sa koskos to pilalahaii.",女人坐椅子時不要把腳張開。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pilhkith oho pitpit! qaiza aposha oho.,"你捏緊一點,不要放。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
pilhkith oho pikpit naak a rima! qaiza aposha oho.,"你捏緊我的手,不要放。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"a pilhkithik pitpit miho a rima, ata iho to shkash.","我會緊捏著你的手,你不要怕。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
anto pilhkithin thitho naak a rima pitpit nomawan yako montoaoq.,"他沒有捏緊我的手,所以我倒下去了。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thathoini mathoaw mara'in a pilhnath, mashtay az'az shongkash.","剛才打了很大的迅雷,大家都吃了一驚。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"saqazi sa pilhnath mathoaw iqoalh, anto miaramaz.","下午的迅雷很近,不妥當。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
saqazi mathoaw iqoalh sa pilhnath.,下午的迅雷很近。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"pishqati yako sa sazom, apilo yako sa azazak a boot.",我燒開水要給孩子洗澡。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"habar a kawi arararan Litpoon to kahiwan, pimbakian thaythoy.",山黃麻的木材以前常被日本人作成木屐。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
miazai inai mapozipozi a proq ya pimbarokon mathoaw maqitan.,像這裡白色的土若果被拿來做碗非常合適。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ya oka sa shaza wa kawi mara sa nathoq a kawi pimbatakan.,如果沒有杉木就用江某樹的木柴做背架。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"pimbloth oho sa kaboa wa tiniktik, apakaan sa fafoy ya moblothiza.","把剁過的蕃薯藤煮爛,如果已經爛了要餵豬吃。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
ina pimbolbol apingqilhaan.,媽媽做酒麴要釀酒。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
alos'aniza mashtay pimbolbol.,"快要過年了,大家在做酒麴。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ata to pimphoi sa sazom.,不要把水弄濁。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ata sa sazom to pimphoi.,水不要弄濁。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ata sa akanin a sazom to pimphoi.,要喝的水不要把它弄濁。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pimplho sa sazom ya pishqati amaqa amaqitan ya iqilhan.,"煮水要煮開,這樣才好喝。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
iho ya pishqati sa sazom pimplho.,你若煮水要使水沸騰起來。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"azazak miarain thmanit, pin'ananak!","孩子一直在哭,任他去!",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thitho mathoawiza ishqala, pin'ananak!","他非常醉了,由他去,不要理他。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pin'ananak! anto tonmaza thitho naak a lalawa!,任他去!他不聽我的話!,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"haya wa palhkakrikriw paqaniza thaythoy, pin'ananakiniza thaythoy.","這工作被他們放棄不做了,被他們任由它去了。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
hoya wa thao parhawaywan pin'apoiza.,那個人還年輕就當祖父了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mahomhomiza sa qali, pin'apoy iho!","天已經暗了,你把燈點亮。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"pina'a'oish yako naak a rima, mathoaw makazaka.","我已經搖過手,很舒服。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"pina'a'oish yako naak a rima, niza to mingkashlay.","我已經搖過手,不會痠了。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
afo pinahiboran sa linishlish a bona mathoaw maqitan kanin.,飯被加入剉削成籤的甘薯很好吃。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
minontnash a aniamin pinaik oan.,剩下的東西被我放在這裡。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
tininashan thaythoy kmaan a pania'an pinaik.,他們吃剩的菜被我放在這裡。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinakanakiza ranaw. ingqawan iho to pakaan!,"豬我已經餵過了,你還不用餵!",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinakananiza thitho fafoy.,豬已經被他餵好了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
fafoy pinakanin thitho.,豬已被他餵過。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinakatho yako thitho naak a aniamin inlhai ihon?,"我有委託他帶東西,拿給你了嗎?",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinakatho yako s aniamin inlhai ihon?,"我有託寄東西,拿給你了嗎?",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shashano yako pinakatho aniamin a lhai ihon, itia shaonatazaihon?","早上我有託帶東西要給你,有到你那裡嗎?",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"pinakatho yako s aniamin a lhai ihon, itia shaonatazaihon?","我有託奇東西要給你,有到你那裡嗎?",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinakatho yako thitho sa aniamin inlhai ihon?,"我有託他帶東西,給你了嗎?",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
itia shaonanai!,有到這裡!,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
itia inara yako.,我已拿了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa! itia shaonanai, itia inara yako.","是的!有到這裡,我已拿取了。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"naak a koskos a zoka pinaknazaqizamaqitaniza, niza to ftofto.","我腳上的癰腫已經生過膿,已經好了,不會抽痛。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinalalawa yako thitho okawan to monai.,"我已叫過他,他還沒有來。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"pinalalawa yako, niwan to shaonanai.","我已叫過他,他還沒到達這裡。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
naak a tamaqoan manasha sa pinalhalhoyza wa shanglaw.,我的菜園裡種的菜很多。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thitho naak a ananak pinalhi'azazak a azazak, anto pinotaon a azazak.","他是我自己生下的孩子,不是收養的孩子。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
thoini naak a pinalhi'azazakin a qali.,今天是我的生日。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ya malhinona pobalabalay sa pinalhinona.,說話時所說的話要合情合理。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"pinalhinonaiza iho, ata to toqolqol.","你已經講過了,不要再講。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
yamin tanatoqash miaqay makshnaw to azazak a palhkakrikriw ya maqitan pinalhkakrikriwan.,我們老人家常常煩惱孩子們的工作是否好的工作。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinalhoyzaniza baylo.,豆子已經被種過了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
yako pinamponoqiza naak a binanao'az bokay.,我已為我的太太插過花。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pizaiza wa qali pinangqan thitho oka to monai lhmopish patashan.,他已經休息很多天沒來讀書了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinaniza yako sa rosaw.,我已經釣過魚。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ata to ara ya lhai ihon pinansha.,"如果給你禮物,不要拿。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shizoqi miho a ina pinansha wa lina.,掛上你媽媽送的珠鍊。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
yako malalia taobokbok pantaltal naak a paqi mathoaw makashpar.,"我跑步跌倒,屁股頓著很痛。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
yako maqa pinantaltal myaqawan paqi makashpar.,"我因為頓著過,屁股還在痛。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
yako maqa tinawbokbok pinantaltal sa paqi.,"我因為曾經跌倒,頓著過屁股。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"yako tinawbokbok pantaltal sa paqi, myaqawan makashpar.","我曾跌倒頓著屁股,還在痛。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
nak ina mangqto sa naak a ama maqa okaiza miaqay ya tanlhoaniza riqazaq pinaqroshaq.,"我的媽媽因為想念我去世的爸爸,晚上時我看她都流過眼淚。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinaqroshaq pan thitho noma sa matha maqolhaqolha.,"他也許流過激了,所以眼睛紅紅。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinaranoak lhai thitho.,我已經先拿給他了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
pinaranok tilha lhai thitho.,昨天我已經先拿給他了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinaroakiza azazak a nipin.,孩子的牙齒已經被我打過了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
haya wa fonosh pinasa balis kmalawa.,這把刀是用鐵做的。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinashbalisakiza sa pashbalibalis.,鐵釘已經被我釘好了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"thitho a shaqish lhomfawa, amaqa pinashbalisan sa folhia.","他的臉腫,因為被蜂叮螫了。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinashfara yako sa azazak palhkakrikriw.,我已為孩子安排好工作我已為孩子安排好工作。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ina pinashikaritkit sa fokish, mathoaw maqitan riqazan.","媽媽燙過頭髮,很好看。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pazay pinashopoilakiza maponish iza.,"穀子我已經抔過,已經滿了。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinashopoilakiza maponishiza sa pazay.,"穀子我已經抔過,已經滿了。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinashopoilakiza sa pazay posai miloa.,稻穀已經被我抔在米籮裡了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
mano a pinatash isa pinazim? matamamoqmoq matash.,誰在牆上寫字?(pinazim manu a pinatash?),Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
pinazim mano a pinatash?,牆上是誰畫的?,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
mano a pinatash isa pinazim? momoqmoq matash.,牆上的畫是誰畫的?亂畫一通。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
naoriza thitho pinatashananiza shaqish.,他原本就已經紋過面了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
thitho a shaqish pinatashanan.,他的臉有紋面。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"holos ingqawan to ifazii, pinatbolbolan.","衣服慢一點穿,它已經沾到灰塵。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"haya wa holos pinatbolbolan, ingqawan to ifazii.","這件衣服蒙過灰塵,慢一點穿。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"haya wa bonlhaz pinatbolbolan, ata to kanii.","這肉已經沾到灰塵,不要吃。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ya itia sa lhkaribosh pinatiqto mashtay konsoon kmaan.,"若有捉到山禽,大家都一塊吃。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinatqalakiza haya wa roza.,這艘船已經被我標記過了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
haya pinatqalan a ribosh a itia thitho ya simaq monai lhmilhiq.,"這棵已被做記號的樹,明天他會來拔掉。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
naak a taon pasain qaolh pinaziman.,我的家用竹子做牆壁。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"naak a tiaz minamakashpar maqa pinaziwatan, thoini maqitan iza.","我的肚子曾經又脹又痛,現在已經好了。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
naak rima pinazozoyan shongfawaiza makashpar.,"我的手被曾被扎過,所以已經腫起來了,很痛。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
naak a rima pinazozoyan kororo oan oho sa qathna.,"我的手被扎到了,請你把刺取出來。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"haya wa hodon az'az matdik, anto shdoo pinbohatin.","這山都很陡峭,無法開林耕作。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"kahiwan thao ya mahnar sa qali, mashtay sa thao pindahon.",從前邵族人在夏天時釀甜酒。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"ato mathoaw mahaha, ata to inaotoii! pindondonoan.","狗很兇,不要待在那裡,要讓牠乖一點。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
itia sa pinfari sa fokish? apinfari yako sa naak a fokish.,有吹風機嗎?我要吹頭髮。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinfazaqik thitho tonoon sa qafay.,我教他編結籃子。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
haya wa taon pingkakayo.,這棟房子是燒製陶鍋的地方。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shakish a kawi ya pingkawi mathoaw makondor noma makanshoz.,樟木如果做成木板很堅固又很香。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
yako miarain lhmofo sa azazak pinlhaqraw yakin.,"我一直抱著小孩,使我覺得很痠。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
haya wa shpoot pisoi miho a taon pingqaray milhongqo.,"這個人在你家,你讓他坐久一點。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ya potanalhiwan sa folhzash a afo pingqaray oan popaor, amaqa amadomoth.","蒸糯飯時冒氣要久一點,這樣才會鬆軟。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ata to karkarí sa shawiki, pingqarman sa nipin.","不要嚼檳榔,對牙齒不好。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
mathoaw makondor sa shakish ya pingqawnon.,樟木如果被用來製作木桶很堅固。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shakish noma shaza wa kawi pingqawnon sa thao.,樟木和杉木被人們做成木桶。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
