xnb,chinese,source,kindOf,dialect,row_type,split
tia arivora'ʉn tacao Pani.,狗要打Pani。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
tia komakʉʉn Pani vakatʉ.,Pani要吃西瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia komakʉʉn vakatʉ Pani.,Pani要吃西瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia kʉʉnʉn vakatʉ soa Pani.,西瓜要吃Pani。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia kʉʉnʉn Pani soa vakatʉ.,那西瓜Pani要吃掉。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
iikaso ia vʉʉn mako sinatʉ.,你呢我要給 書,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
sinatʉ ia vʉʉn mako kasoa.,書呢我要給你。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kamanʉʉngʉn kee soa ringee.,他 做那個套。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kamanʉʉngʉn ngoain soa ringee.,他 做那個套。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kamanʉnge en soa ringee.,他做的事就是做套。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kamanʉʉng in soa ringee.,他的工作是做陷阱。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
ʉsʉ'ʉʉn kee paici na takoacapa.,酒他放在桌上。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ʉsʉ'ʉʉn ngoani paici na takoacapa.,他們放酒在桌上。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
ʉsʉ'ʉʉn ni paici na takoacapa.,他們要把酒放在桌上。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
kʉʉnʉn ngoain tammi.,他在吃地瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kʉʉnan ni tammi.,他們吃地瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
kʉʉna ngoani tammi.,他們要吃的地瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kʉʉnee mako tammi.,我吃了那個地瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
kʉʉnee kee tammi.,他吃了那個地瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kʉʉnee soa Pani tammi.,那個Pani吃了地瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
kʉʉnee Pani soa tammi.,Pani吃了那個地瓜。 (註: 不能兩個sua同時出現),Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kʉʉno soa tammi.,快點吃地瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
siakʉʉn kee oro arating.,他筷子用來吃飯。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
siakʉʉn in oro 'arating.,筷子他用來吃飯。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
te ko moov a 'inia sinatʉ.,我要給他書本。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
te ko mvora'ʉ 'inia.,我要打他。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
manmaan ko 'inia.,我喜歡他。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
manmaan 'inia Pani.,Pani喜歡他。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nikʉnʉʉn ko 'inia.,我吃過了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
niomaropaca ko 'inia.,我用過了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te ko omaropaca.,我要用。 (註: 等於te=ku urupaca),Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nikʉnʉʉn ko 'inia.,我在那個地方吃過了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nikʉnʉʉn co ko neesoa.,我在那邊吃過了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kamanʉʉng iisa ringee.,他做套 (註: 可能說話者不知道他名字)。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia iisa komakʉʉn tammi.,他要吃地瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia iisoa komakʉʉn tammi.,他要吃地瓜!,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
savai Pani.,Pani贏了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
te ko savai.,我要贏。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te kaso savain mako.,我要贏你。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
sinavai ko kasoa.,我贏過你。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
'esi mosovʉrʉsai mano iisa.,那個小孩正在跳。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi co kaisisi masiin.,祭典已正在進行中。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
matarava kaisisi masini.,現在正在祭祀。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi pa kaisisi masiin.,祭典還在進行中。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia ko marivivini kasoa.,我要跟隨著你。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
niparivivini ko Pani na kasoa.,我曾經叫Pani跟隨你。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
paariko ko kasoa.,我追你。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
moranʉ cina maraa tikoro.,幫媽媽拿衣服。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
vanara ko 'ona vakʉrʉ sii niarito'oso vavoro.,我有傷口是因為被山豬撞到。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
vanai kita miapacai tarokoka sii tia poe'i Pani.,我們給Pani殺了一隻雞。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
oraanʉn mako Pani potokikiomarisinatʉ.,我幫忙Pani工作。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
mʉʉrʉpʉ kangvang ʉnʉ'ʉnai.,地上都濕了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
vimoon nano Mo'o miapacai vavoro?.,Mu'u在哪裡殺的山豬?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
vimoon Mo'o na ngaca'ʉ karo miapacai.,他在樹底下殺的山豬。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa cakʉrʉ ia Kanakanavo tamna to'onaa kaisisi 'inmaamia sasaronai mopara cakʉrʉ.,"Cakʉrʉ 是卡族人專門祭祀的地方, 只有男性才能進去。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tanasa ia taʉvʉnga mako vaantoko.,家裡是我藏錢的地方,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa 'ʉʉna iisi ia 'ona vanai mataana Pani.,這個故事跟Pani有關係 (註: 改為vanaraku意即'和我有關'),Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
'esi na karo ngoain tamna tapinange.,他的鳥在樹上。 (註: 或可改為tapinangeen '他的鳥'),Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi cakʉran soa votokoro iisa.,那隻魚在河裡。 (註: iisia '那些'),Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
pinaropoon kee soa cakʉran.,他在河裡釣魚。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
koo pa kovangvangʉʉn Pani oro.,Pani還沒吃完飯。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
koo pa kʉmʉʉn Pani oro.,Pani還沒吃飯。 (註: 是在對別人說明事件),Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nikovangvang co mako oro.,我飯吃完了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
nikʉmʉʉn co ko oro.,我吃了飯。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
mavʉcʉrʉkʉ ko.,我飽了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Pani ia paira mima paici.,Pani常/一直喝酒。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Pani ia mima paira paici.,Pani常/一直喝酒。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Pani ia mima paici paira.,Pani常/一直喝酒。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nikʉʉn co mako tammi.,我吃了地瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa tammi ia nikʉʉn co mako.,地瓜我吃了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nikʉʉn co mako soa tammi.,我吃了地瓜 (註: 在和別人說明事件)。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nikʉʉn co kara moso tammi?.,你吃掉了沒有?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
koo pa mako kʉʉnʉn.,我還沒吃。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nikʉmʉʉn kara co kaso tammi?.,你吃過地瓜嗎?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
nikʉmʉʉn co ko tammi.,我吃過地瓜/我吃了地瓜了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
na tia mako kʉʉnʉn soa tammi nakai niarisoacʉ tacao.,"地瓜我本來要吃, 但是被狗吃掉",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
tia marisoacʉ 'ikoa tacao tammi.,狗要搶走我的地瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kamʉcʉ ko komakʉʉn tammi noora.,我盼望明天吃地瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
koo pa mako kʉʉnee tammi.,我地瓜還沒吃。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
koo pa mako voraee mano mako.,我還沒打過我的孩子。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
niarivora'ʉ mano mako sii ka'anʉ tomatimana coma.,我打了我小孩因為他不聽Cuma的話。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nivora'ʉ ko manomako mamisa.,上一次我打了我的小孩。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cina ia 'esi vora'ʉn kee mano in.,媽媽在打小孩。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
Pani masini ia 'esi marivora'ʉ 'ikoa.,Pani現在正在打我。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Pani masini ia 'esi mako vora'ʉn.,現在我在打Pani。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
te mako vora'ʉn tacao iisi.,我要打這隻狗。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te ko marivora'ʉ tacao iisi.,我要打這個狗。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
vora'ʉn co mako tacao iisi.,我要打這個狗了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
noo vora'ʉn mako tacao ia omori'i.,"如果我打狗的話, 狗會叫。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
pacʉpʉcʉpʉʉng ko ia tia vora'ʉn tacao iisi.,我想這個狗一定要打!,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
pacʉpʉcʉpʉʉng ko noora mamanʉng taniara.,我猜明天會是好天氣。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
soa pacʉpʉngʉa mako ia macangcangarʉ kaso.,"我判斷你是高興的。 (Lit.以我所想的,你很高興。)",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
pacʉpʉcʉpʉʉng ko ia vora'ʉn moso mano moso.,"我在想,你打了你的小孩。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tantaniarʉ ia siakʉʉn mako 'arating oro.,這個筷子我每天用來吃飯。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
siakʉʉn mako 'arating oro.,我用筷子吃飯。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
masiin ia siakʉʉn mako 'arating oro.,現在我用筷子吃飯。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
seevoa mako vantoko iisi na Pani.,這些錢我要給Pani。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te mako siakʉʉn 'arating oro.,我要用筷子吃飯。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
noora ia siakʉʉn 'arating oro.,明天我用筷子吃飯。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
siakʉʉn mako 'arating oro miana.,我以前用筷子吃飯。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kʉʉnee mako tammi.,地瓜我吃了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
koo pa mako kʉʉnee tammi.,我還沒吃地瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
arivoree mako Pani sii ka'aan tomatimana.,我打Pani因為 不聽話。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ʉsʉ'ee mako vantoko na tanasa.,我就把錢放在家裡。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
okosʉʉn mako marivora'i kavangvang mamano.,由我要去打全部的小孩。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
tia ko mokosa 'inia marivora'ʉ kavangvang mamano.,我要去打所有的小孩。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
okosʉʉn mako kavangvang mamano mavora'ʉ.,我去打所有的小孩。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
okosʉʉn mako si'icʉpʉ tatarʉ.,床由我來睡。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
takʉʉna mako tammi takʉʉna iisi.,這個桌子是我吃地瓜的地方。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
miana takʉʉna mako tammi takʉʉna iisi.,這桌子是我以前吃地瓜的地方。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
miana ia takʉnʉa mako tammi soa tanasa mako masini ia takʉʉna mako tammi soa to'onaa iisi.,"以前家裡是我吃地瓜的地方,現在這個地方是我吃地瓜的地方。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
miana takʉnʉa mako tammi tanasa mako masini ia takʉnʉa mako tammi soa to'oaa isi.,"以前我吃地瓜的地方是在家裡,現在這個地方是我吃地瓜的地方。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa tanasa mako ia to'onaa kamanʉngʉ karara.,我家是專門做籃子的地方。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
aramʉ iisi ia nivoa mamano na tacao.,這塊肉小孩給狗。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
tia vʉʉn mamano aramo na tacao.,小孩子給狗肉。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia vʉʉn mamano soa aramo na tacao.,小孩子給狗肉。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia vʉʉn na mamano aramo apakʉʉn tacao.,這塊肉要給小孩去餵狗。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
tia vʉʉn na mamano soa aramo apakʉʉn soana tacao.,這塊肉小孩要拿去餵狗。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia movoa coma mako aramo seevoa mako tacao.,我爸爸會給我肉餵狗,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
somasʉrʉve coma vantoko na mamano.,爸爸向小孩借錢。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
apasʉrʉve soa coma vantoko na mamano.,爸爸把錢借給了小孩。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
sʉrʉveen soa coma vantoko na mamano.,爸爸向小孩借了錢。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
neen nivoa moso sinatʉ?.,你要給誰這本書?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nora ia te so moran nomani.,明天你要幫忙誰?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
neen tamna nonoman iisana?.,誰的東西在那裏?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Cina opeen cinana moso?.,"媽媽,你幾歲?",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
papeen cao masin isian?.,現在有多少人在那裏?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te kaso moon nano somasimaʉ soni?.,你今天要在哪裡玩?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Nokanmana kaso marisinatʉ?.,你什麼時候要去讀書?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te kaso nokanmana marisinatʉ?.,你什麼時候要去讀書?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te kaso marisinatʉ nokanmana?.,你什麼時候要去讀書?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
'oronomani kamo pai'ici.,你用什麼酒?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Neen 'esi kamanʉnga moso masiin.,你現在正在做的是什麼?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Neen nivoa moso sinatʉ.,你要把書給誰?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Tia moran nomani Paicʉ?.,Paicʉ要幫誰?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia vʉʉn nomani sinatʉ iisi?.,要把書給誰?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te kaso arakokʉn nomani mokosa.,什麼東西要和你一起走?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Niropaca nomani kamanʉʉng pepe isi?.,你用什麼做年糕?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
