ami,english,source,kindOf,dialect,row_type,split
Kahekolong ato i teparay a mimelaw to codad.,Share the book with your classmate next to you.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Mapitek ko sapisorit no miko.,My pencil is broken.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Picaliwi to no kapot.,Borrow it from your classmate.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Ka o yencepi ko sapisorit.,Write with a ball pen.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Masiday ko savoric no mako.,My eraser is missing.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Pacaliway no mako kiso to savoric no mako.,I will lend you my eraser.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"A pahanhan to kita namicodad, piarawi to rakat a taloma'!","It is the end of the class, be careful on your way home.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hay, aray pasevana'ay.","Got it, thank you teacher.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"A pahanhan to kita namicodad, olihaw kamo!","The class is over, goodbye everyone.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Ulihaw pasevana'ay.,Goodbye teacher.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
"Inito haw kita, ci Using ko ngagan no mako.","Hello everyone, my name is Using.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Inito haw kita, ci Komod ko ngangan no mako.","Hello everyone, my name is Kumud.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
Kapah haw kiso Komod.,"Hello, Kumud.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Kapah haw kiso, ci Potal kako.","Hello, I am Putal.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Kapah haw kiso Potal, ci Voting kako.","Hello, Putal, I am Vuting.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Kapah haw kiso, ci Adop kako.","Hello, I am Adup.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
"Kapah haw kiso, ci Lais kako.","Hello, Adup, I am Lais.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Ci ina ni Valah kako, ci Lisin kako.","I am Valah mom, Lisin.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"U sava ni Valah kako, ci Vahi ko ngangan no mako.",I am Balah's sister. My name is Vahi.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
"U pasevana'ay no mako cira, ci Valiyos ko ngangan nira.","He is my teacher, Valiyus.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Cima saw kira tamdaw?,Who is that person?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"U kaka no mako cira, ci Kilang ko ngangan nira.","He is my brother, Kilang.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Ci Lahok haw cira?,Is he Lahuk?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hay, ci Lahok cira.","Yes, he is Lahuk.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Ci Kilang haw kiso?,Are you Kilang?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Caay, ci Dihang kako.","No, I am Dihang.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Cima saw ci Komod?,Who is Kumud?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Ci Komod kako.,I am Kumud.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Cima saw ci Lais?,Who is Lais?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U cavay no mako ci Lais.,Lais is my friend.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Cima saw ko ngangan no kaka no miso?,What is your elder sister's name?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Ci Aniw ko ngangan ni kaka ako.,My elder sister's name is Aniw.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
Cima saw ko ngangan no sava no miso?,What is your younger sister's name?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Ci Tipos ko ngangan no sava ako.,My younger sister's name is Tipus.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Mavana' haw kiso to ngangan nira?,Do you know his name?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Ci Iyong ko ngangan nira.,He is called Iyung.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Pinaay to saw ko mihecaan no kaka no miso?,How old is your elder brother?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Savaw to lima ko mihecaan nira.,He is fifteen years old.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Pina to saw ko mihecaan no sava no miso?,How old is your younger brother?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Lima to ko mihecaan nira.,He is five years old.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Sicacodadan haw ko niyaro' namo?,Do you have schools in your community?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
I niyaro'ay haw a cacodadan a micodad kiso?,Do you study in your tribe's school?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hay, matiyato o laloma'an kami a micodad i cacodadan.","Yes, we are like family while we are studying at school.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Cima saw kira vavainay?,Who is that man?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Cima saw kira vavahian?,Who is that woman?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
U kaka to vavahian no mako cira.,She is my sister.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
Cima saw kira wawa?,Who is that kid?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
U sava to vavainayan no mako cira.,He is my younger brother.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U mamaanay saw a demak ko demaken ni ina iso?,What does your mother do?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U hitay cira.,She is a soldier.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U mimaanay saw ko demak ni ama no miso?,What does your father do?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U pasevana'ay cira.,He is a teacher.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U sava haw no miso cira?,Is he your younger brother?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Caay, o cavay no sava to vavainayan no mako.","No, he is my younger brother's friend.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
U kaka to vavahian haw no miso cira?,Is she your elder sister?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Caay, o sava to vavahian no mako cira.","No, she is my younger sister.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Papina saw ko tamdaw no loma' no heni?,How many people in their family?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Lalima ko tamdaw no loma' no heni.,There are five people in their family.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Papina saw ko wawa no loma' namo?,How many children in your family?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
Sasepat kami.,There are four children in our family.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Papina saw ko sava no miso?,How many younger siblings do you have?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Awaay ko sava no mako to vavainayan, tatolo ko sava to vavahian.","I don't have any younger brothers, but I have three younger sisters.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Papina saw ko kaka no miso?,How many older siblings do you have?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Awaay ko kaka ako.,I don't have any older siblings.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
Papina saw a malekaka kamo?,How many siblings do you have?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
Awaay ko malekakaay no mako.,I don't have any siblings.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
U malekakaay haw kamo?,Are you brothers?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hay, o kaka no mako cira.","Yes, he is my brother.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
U Yincomin haw kamo?,Are you aboriginals?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hay, o Yincomin kami.","Yes, we are aboriginals.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U Pangcah haw cira?,Is she Pangcah too?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
"Hay, o Pangcah cira.","Yes, she is Pangcah too.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Mamaan saw ko remiad anini?,How's the weather today?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
"Sienaw ko remiad, pinanomi to vaedetay a nanom.","It's a bit cold, so you need to drink more warm water.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Caledes ko remiad, adihayen ko nipinanom.","It's a bit hot, so you need to drink more water.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Mamaan saw ko remiad i hekal?,How's the weather outside?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
"Tataang ko cidal, kasitoperto.",The sun is bright and remember to wear sunscreen.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Sikotemto, awaay a mamelaw ko cidal.",There are a lot of clouds but no sun in the sky.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
A mamaan hakiya ko remiad anocila?,How is the weather tomorrow?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Awaay ko cidal, sikotem, tataang ko vali anocila.",It will be cloudy and windy but not sunny tomorrow.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Namamaan saw ko remiad itiya a remiadan?,How was the weather that day?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Sienaw itiya a remiad, kasiparakto to a tahekal.",It was a bit cold and you needed to wear a jacket when you went outside.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
A mamaan hakiya ko remiad itiya i pahanhanan?,How's the weather on the weekend?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Cahedalan ko remiad i pahanhanan.,It will be sunny on the weekend.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
A oradan hakiya itiya a remiadan?,Will it be rainy that day?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Cahedalan ko remiad itiya a remiad, caay kaoradan.",It will have no rain and be sunny that day.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hay, a maorad i tiya a remiad.","Yes, it will be rainy that day.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Maoraday hen haw anini?,Is it raining now?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Masaterepto ko orad, masadak to ko cidal.",The rain stops and the sun comes out.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Maorad hen haw anini?,Is it raining now?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Maoradayto, caay kasicacevaren kako.",It is raining and I don't have an umbrella with me.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Maorad haw i hekal?,Is it raining outside?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Caay to kaoradan anini, a maorad i herek no lahok, kasicacevaren to a tahekal.","It is not raining now, but it will be rainy in the afternoon, so you need to bring an umbrella when you go out.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
A sienaway hakiya ko kasienawan no anocila a mihcaan?,Will it be very cold in winter next year?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hay, a sienaaw i kasienawan no anocila a mihecaan, tongalento ko nikasivodoy.","Yes, it will be very cold in winter next year, so you need to put on extra layers.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
A caledes haw i kalalodan no anini a mihecaan?,Will it be very hot in summer this year?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hay, a caledes i kalalodan, adihayen ko nipinanom.","Yes, it will be very hot and you need to drink more water.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Maolah haw kiso to kacanglahan?,Do you like spring?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
"Hay, maolah kako to kacanglahan, dihekoway ko remiad.",I like spring because the weather is warm.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Maolah haw kiso to kasariwsiwan?,Do you like autumn?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Caay kaolah kako to kasariwsiwan, adihay ko valiyos i kasariwsiwan.",I don't like autumn because there are lots of typhoons in autumn.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
