xsy,chinese,source,kindOf,dialect,row_type,split
mita' ma' koSa: wa'ae' wa'ae' saboeh sinraehoe' 'oka' ila o:.,"我們沒有名稱,我們都叫做鹿。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,train
isaa 'aehae' may'isa:a rpa nakhini oSa'en.,那一隻經過那裡就加入那一群的。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,train
kama langoy ray ralom wa'ae' hinghae' ila ki yabaka'.,"那種鹿會游泳,像水牛一樣。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,validate
o: hiwa'en ka kaeh'oen.,如果鋸掉牠的角,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,test
so: senge:en noka pinobae:ah.,然後如果泡在酒裡,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,train
kayzaeh okik rikrika.,以免身體發燒。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,train
ah so: noka hiza ka kamanra:an mita' pakwa'isan ka basang mita'.,男性喝的藥可以使身體強壯。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,train
ay hayza' paskilkilo' ila hani.,"啊,有一隻生了。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,train
'aehae' ila kahiya'.,"一隻,昨天生的。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,train
e rpa' ila ka wa'is o:.,"是啊,會讓你更強壯。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,train
hini 'am koSa' mita'.,這是我們要講的。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,validate
a min'itol nak hini koSa'en ka ka kinashoeroe'an ka howaw.,像這樣參選就是要找公職。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,train
kayzaeh nakhini'an sipanabih taiwan.,在台灣講這個話題行嗎?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,validate
'oka' ka howaw.,沒什麼意思。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,train
na wa'is o: nakhini hini koSa'en ila min'itol ka ka patahoeki'in.,像這樣的人有能力登記參選民代。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,train
'a'aringan kakhayza'an mita' koSa'en noka tatini' tabin haysani.,我們老人家從以前到現在對選舉一直沒什麼問題。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,test
'ana min'itol hia' kita' makakreng no matawaw min'itol mita' ma' kaela'haengen.,"無論誰參選,只要認真做事,我們都會支持。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,train
'oka'ila o: haysani raamen ila nakhini koSa'en kil moto:.,現在我們都知道登記參選的人都要跟客家人競爭。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,standard,UNKNOWN,sentence,train
kita'en koSa'en ka manabih ka inoka a takem a.,我要說關於一隻青蛙的故事。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
kinbazaen hini 'aehae' koSa'en ka a korkoring 'aehoe' 'aehae'.,這個故事是關於一隻狗和一個小孩。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
a rakepen takem.,他們捉到一隻青蛙。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
lobih ray a taew'an.,並且帶牠回家。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
sepanen ray tabai.,將牠養在甕裡。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
koSa'en ka a takem raiw ila.,那青蛙逃跑了。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
korkoring haysia ma'rem ray a halapaw.,小孩還在床上睡覺。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
raiw ila ka a takem.,青蛙逃跑了。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
hini korkoring ki 'aehoe' ma a ki:im ila.,小孩和狗跑去找那隻青蛙。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
ki:im ilakano' 'inoka' ila ray atabai koSa'en sinpanan.,他們找原來在甕裡的青蛙。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
mwa:i' 'am ki:im.,那男孩來找那青蛙。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
e noka a korkoring panpanibih ila ray a kakrangi'an.,小孩在他的東西之間四處翻找。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,validate
koSa'en ka haehoeway sipan'oe'ong ma' a 'oka' i: kita'i.,"小孩把他的鞋倒過來,但是找不到青蛙。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
a noka ahoe' ray tabai ki:imin ma' 'oka'.,"狗找甕的裡面,青蛙不在那裡。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
moiti' ki:im ila hini.,狗讓自己進到甕裡面找青蛙。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
'aewpoe'oen ma 'ima koSa:.,他帶著狗並且說,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
a taila taki:im.,我們走去找青蛙。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
a takem 'am mwa:i' 'am mwa:i' taew'an langi' si'oe'oe.,孩子跑出去房子外面叫。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,validate
'aehoe' ma' hinghae'.,狗也一樣。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
si'oe'oe ma' 'oka' i: kita'i.,"他們叫啊叫,但是沒有看到青蛙出來。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
ra ka korkoring nakhara ila homses sowiti'.,小孩好像有點嚇到。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
isahiza ka boya' paksahae'en ray ra:i' ka'ina'an hayap.,那些掉在地上的蜂飛走了。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
hayza nak 'osa'an ka a roroo'.,有東西進去腐壞的樹洞。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
rima' payrarongaw ray a roroo'.,他去偷看那個洞裡面。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
hiza ray a roroo' 'izo' mina kano'.,洞裡面是什麼?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
ka kal'oe kal'oe kas'oehaz.,一隻貓頭鷹出來。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
ka hiza korkoring homses.,那小孩嚇了一跳。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
'aehoe' 'ima a raiw hino boya'.,蜂追著狗離開。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,test
sowawon ma isa may isason ray kaehoey pingi'.,他們跑著離開經過那棵樹。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
'am mwa:i' nak hini.,會像這樣。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
hiza ka kal'oe hayap.,那貓頭鷹飛走。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
nakhara iya kosa' kinoring ka a korkoring.,好像是牠在攻擊那個小孩。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,validate
sa mwa:i' rini ray a bato' babaw.,且來到石頭上面。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
'ima noka 'aehoe' a sia sowaw.,那隻狗可能在追鹿。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
isahiza wae'ae' 'ae'ae:aew ila ila hiza ray 'ima mwahil.,鹿朝著一個寬闊的地方跑去。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
ka 'aehoe' sahae' ila.,狗掉下來。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,validate
ka wae'ae' si'intani'.,鹿停下來。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
moehae'oe mwa:i' nakhara maybih ila koSa:.,"牠下來並且很後悔,並且說",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
wa a nak'ino'an ila.,我作了什麼?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
mwa:i' koSa'en ray hinolaong langi'.,他們來到蔭涼的這一邊。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
'izik tobong.,別叫。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
ta'itol lasia nakhini koSa'en ka 'ataba:i babaw.,他們上那木頭的頂端。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
rima' moehae'oe isaa ki:im ka a takem.,小孩往下看找青蛙。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
mwa:i' sa'oewaz kitaen ila ray 'ataba:i hikor ka takem roSa'.,他看到兩隻青蛙在那塊木頭後面。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
mwa:i' kabih naehaen langi.,他們先到這邊。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
'akoy 'atomalan ila kitaen ka a takem.,他們看到許多青蛙。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,validate
lasia isaa masa:eng ri'saon naehaen ray 'ataba:i babaw.,牠們坐在那塊木頭上面。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
hiza 'ima a langoy sowiti ray hinolaong.,因此會有一些青蛙在那蔭涼處游泳。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
hayza ka hima' wilah sowiti ka hima'.,他輕輕搖著他的手。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,standard,UNKNOWN,sentence,train
yao 'am manmanabih koSa'en ka kakhayza'an papnabih.,我要講一講一個從前流傳的故事。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,validate
SaiSiyat hayza' ila lasia So:.,有了賽夏人他們。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
ka koSa'en m a kakhayza'an nak'isaa kapnabih.,以前的故事是那個樣子講的。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
koSa'en molaw 'isaa hoepay 'atomalan o hoenaehnge: 'oyae.,"說到那個蛻皮,相當累人,也相當花時間。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
hiza tatini' ila molaw ka bangeS minayhael 'am 'am 'al'alak naehaen.,"這樣一代又一代,他們老了蛻皮又變年輕了。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
hoepay o: biSbiS 'atomalan hinghae' ki Sibai' hara haysani Sibai'.,"非常的累又非常的痛苦,就跟蛇一樣,像現在的蛇一樣。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
So: molaw kita'en ma' a Sa'So ila o:.,"如果蛻了一層皮,看起來就跟新的一樣。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
a sobae:oeh ila sowiti'.,長大了一點點。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
nak'isaa hayza' 'aehae' hahila 'inaray babih 'ima samiyan a kano' kita'.,"有一天,有一個不知道是神還是什麼的從別處來。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
si'olaw ka noka SaySiyat singozawen sa koSa'en So'o nakhiza molaw.,看到了正在蛻皮的他問賽夏人有關蛻皮的事。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
moyo nakhiza kin hoepay naw 'okik olaw masay So: masay ila ma' 'oka' ila i: bisbis 'oka' ila 'okik ra:am ka kin hoepay.,"如果他們不蛻皮,他們會死。如果死了,就不會知道痛,不知道累。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,validate
'isaa roSa' 'am hayno' kayzaeh.,"那兩個,哪一個好?",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
'isahiza mae'iyaeh 'am molaw sa mayaka:i: koSa: sa'oewaz.,"那一位要蛻皮的人說,這真的。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,test
nakhini mina hoepay 'atomalan.,"像這樣子的話,相當的累。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
hoepay 'atomal masay 'am kayzaeh.,"相當的累,死掉還比較好。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,test
lasia ma koSa: masay 'am kayzaeh ra:amen.,他們說死掉比較好。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
'oka' ila ka kinhoepay.,不會有痛苦。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
'isaa 'inay 'isaa koSa'en ka mae'iyaeh SaiSiyat tabin haysani oka' ila i: olaw.,"就從那個時候到現在,賽夏人就都沒有蛻皮了。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
'isaa So: tatini' ila ma' masay ila.,年紀大了就會死掉了。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,test
'isaa papay kapanpanabih koSa: koSa'en mae'iyaeh kakhayza'an naw ina narmeS kin biSbiS o: narmeS ka kinhoepay ina molaw tabin haysani 'am koza' kinhaebae:aen ila.,"從故事裡面說,這個以前的人只要能夠忍受痛苦,那麼到現在就有很多人了。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
'isaa koSa: 'isaa 'aehae' hahila koSa'en masay 'am kayzaeh isaa.,"那個故事說,人總是會有死的一天。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
mabasez ma tabin tatini' ma' masay ila a papay isaza ma'an ka pinanabih.,"人到了就死了,我說的故事到此為止。",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-Molaw.xml,standard,UNKNOWN,sentence,train
isahini' kaysa'an 'ita' koSa'en pasan kinolol a.,「今天咱們來聊聊掃墓節的事。」,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
nimon noka saywalo' nak'ino 'am 'am patabil ka kinolol.,「你們東河的人是怎樣祭祖掃墓呢。」,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
hiya' maybi:il atomal o: 'angangen nasia koSa'en 'ampowa' kin ma'ngel.,"「誰最晚到,就會被罵說:『為什麼會這麼晚到呢?』」",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
'aehae' sinraehoe' potngor ila saboeh isaa ma' sizaeh ila talboewahan kayzaeh ila.,"「一個姓的人全部到了,然後砍草的工作都做好了,全部的人就可以吃了。」",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
sizaeh ila isaa ma 'a'ayna:a' yami to:o' sinraehoe'.,"「祭拜完了,然後我們就等三個姓的人通通到齊。」",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
a isaa o: kaspinatabil hiza tekteken saboeh si'aelen ila risaza.,"「然後把祭品全部剁成一塊一塊,然後吃掉。」",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
'al'alak hara ra'oe o: wa'wa'isan saboeh.,「年輕人這樣喝酒好像都很行。」,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
oh isaa baiw ka isaa sipatabir? si'aelen saboeh.,"「然後就買那些東西來祭拜,之後就把那些吃光光。」",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,validate
i moyo 'aehae' sinraehoe' hiza ma ma ta sisasaboehen no isaa sisabaiw ka isaa ka patabir o:.,「你們那邊一個姓的人替其他人買祭品給大家。」,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,test
sia si'aelen saboeh.,他們把東西全部吃完。,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,validate
ohN hiya' malibih ma' isaa itayso'on.,"「如果有誰帶回家,也不會管。」",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
So: 'am malibih ka alibih o: isaa.,"「如果要帶回去家裡,也可以帶回家裡。」",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
ai eh noka 'inaz'azema komoSa: sia ila hiza marke.,「心裡就會想說:『他是個吝嗇鬼。』」,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
sememel ka rayhil 'oyae ba:iw.,"「我們朱家捐錢,也一起買東西。」",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
ai a So: baiwin ma' isaa baiwin mwa:i' arasen ila rini raremewan.,「買到了然後就帶到向天湖這裡。」,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,test
yami' hini ka kama talek ka 'aeyam ka tinawbon hara ka katawbonon.,「我們這裡負責煮豬肉和糯米糕。」,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
isaso: kaspatabir 'arasen ray taew'an rini si'aelen ray'isaso ray kakololan.,"「把祭拜過的東西帶到家裡吃,還是在墓園那裡吃?」",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
ray kinkinololan zi'saza ma sipaplangi anoka saboeh.,「大家把食物帶到舊墓那裡一起吃。」,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
aeyam hayza o: lampez tintin sam'iyaeh tintin hini'.,「如果買個十斤二十斤的豬肉。」,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
hini 'aehae' so: kik haebae:aen ka mae'iyaeh mwa:i' isaa pa'apolon hini 'am ino'an nanaw poa'aw 'am amet.,"「如果沒有太多人來,那如何吃完所有的東西呢?」",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
ay 'a'apolon naehaen so: mwa:i' inaray kinololan.,"「如果從墓地回來,還要再分 嗎?」",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-holiday_kalaeh a _oemaw.xml,standard,UNKNOWN,sentence,train
