ckv,chinese,source,kindOf,dialect,row_type,split
"poli pama qasop zao, sapeRet qanan.","這個大葉山欖的果實還很青,吃起來很澀。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
solos aka qaniyao salekiaw qasoppaR ti ko.,我只要模仿她們跳舞我就會學會。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
pangisaw ika pasinanam semodad qawman qasoppaR.,讓他常常練習寫一定會學會。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"solos aka qaniyao salekiaw, qasoppaR ti iko.","我只要模仿她們跳舞,我就會了。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
mai matteng timaikoan soppaRan ko to temanan ti ni?,"他沒有向我告別,我怎麼知道 回去了沒有?",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mai matteng timaiko, qasoppaRan ko temanan ti ni?","他沒有向我告別,我怎麼會知道 回去了沒有!",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
mowaza qat na qeloqong ko.,我的喉嚨很多痰。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
nitiRpesan na lazat 'nay qat zao.,這是那個人吐的痰。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qatiw pa iso pasani? B: qatiw pa iko sa bakong.,你要去哪裡? 我要去豐濱。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"naRin ti pazokat to sikawma, qataRRaw ti anem na.","不要講出來,免得他會心疼。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qatebbeq so sebeliwan 'nay ni?,那隻鯊魚你能刺的到嗎?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"naRin mezaqis to paRin, qatiboq ti iso.","你不要爬樹,你會掉下來。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"qatiboq pa ti sonis 'nay, tebes ika.","那個小孩快掉下來了,拉住他。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"daod iso timaikoan, qatingiw ko aiso ni?","你離我很遠,我會觸碰到你嗎?",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
qatoded nipaqiRi na qaniyao to papay.,他們蓋的工寮會漏水。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qatongawan tangi deddan Ribang zao.,這個東西今天一定要送。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"naRin patepiq ta kayalan, qatoRes ti.","不要打他的耳朵, 他會變聾。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qatottoan kelisiw zao meniz.,這個錢要全部捐出去。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
nibola so to kelisiw qatoRiyasan ko meRasa to qodos.,你給我的錢我直接拿去買衣服。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"meRiz nikowayan nomi, mai qatabi ko saqabian.","你們耕的田太寬廣了,我一天犁不完。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qatineng kelisiw na sonis zao ni?,這個孩子的錢會守得住嗎?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
naRin ti iso qaman to Raq qatmoRoy ti taRaw so.,你不要再喝酒你的病情會惡化。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"qatolo ti ita simtayta, Rayngo pama iko to nangan so.","我們見了三次面,我還不知道你叫什麼名字。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"qatolo iko qemRas timaisoan, mai iso semkil.","我叫你三次,你都不理會。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"naRin miRRi taian, qatoqiq ti so.","你不要站在那邊,你會被刺到。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"sikawma ika aizipna, qatoRoz ti pasaqay to qiton.","你跟他聊聊天,不然他開車會打瞌睡。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"naRin qeman to toRpos, qatowab ti iso moman.","妳不要吃冰 的,免得妳又再咳嗽了。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qatazay pa ti qaniyao kinnaosa.,他們倆個快相遇了。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
qatazay pa qaniyao ta kalingkoan.,他們要在花蓮見面。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
qatos ika teqteq zao.,把這個樁拔起來。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mawto iko pasano, qomni qatiwan ta sa zipon semaqsaqay?","我來想請問你,我們什麼時候去日本玩?",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
mezizi paRin zao qatolebon ni?,這個木頭濕的能點得著嗎?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
qatoqaz so toqazan zao ni?,這個樓梯你爬得上嗎?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"qatoRiyas imi temanan, mai imi hibang ta lazanan.","我們會直接回家,我們不會在路上休息。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"qatoRiyas ka manan, naRin temqez pasani.","你要直接回去,不要停下來去別的地方。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
nizi iko ta taqsian qatoRiyas iko temanan.,我從學校直接就回去了。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qatotoz so paRin zao ni?,這棵樹你能搖得動嗎?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qatotoz na sonis takan zao ni?,這張桌子小孩能搖得動嗎?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
Raya bali qatoqis so bali zao ni?,風大你能逆風而行嗎?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
niqanan ni tiana qatis 'may zao?,這是誰吃剩的飯?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qatosan na sonis niteqteq so to paRin.,你釘的木樁被小孩子拔起來了。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mabaliw ti leppaw zao, qatalin pa imi sa zoma ay damo.","這房子已經賣掉了,我們要遷移到別的地方。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"qatalin ka ta, sinap pama iko.","你們移開一下,我要掃地。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
qatalin pa imi saleppawan sa kalingko.,我們全家要搬遷到花蓮。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
naRin temabako! qatemaq ti sabaq.,不要抽菸! 免得燒了稻穀。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
tiatiana qatingaRan ta sinapawan?,我們結婚要邀請哪些人?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qatob so peRasko 'nay ni?,你能蓋住那個瓶子嗎?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"Rayngo iso to lazan, qatongaw so Ribang zao ni?","你不知道路,你能把東西送到嗎?",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qatoRangan to zanom salang zao ni?,這個湯要加水嗎?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"missi ti iko, mai ti qatosong kon ko.","我胖了,我的褲子穿不下了。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
lazan zao qatozos to leppaw so ni?,這條路會通到你家嗎?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"nengi niqaypanayan tangi tasaw, qataban pa ita Raqit meniz.","今年的稻米收成好,我們整個部落一起來慶豐收。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
malisimpo kebalan ta damoan na pateRongan qataban.,噶瑪蘭族人聚集在新社部落舉行豐年祭。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mai ti to sakedisan ta qatadan, qatiw ka sa tiyam meRasa to sakedisan.","廁所沒有衛生紙了,去店裡買衛生紙。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
tanian qatadan nomi?,妳們廁所在哪裡?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
qawRat pa iso ni? B: na'ay. Rayngo aiko mawRat.,"你要玩嗎? 不要,我不會玩。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qawRat pa ita to talombian.,我們來玩捉迷藏。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
konnan ta padasidas melanay qawkan poanmoto.,要先把泥土整平才可以鋪水泥。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
pamimasenan ko semoR kasa qawkan ko meRamaz.,我讓綠豆浸泡膨脹了才拿去煮。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qabaw ko mai pama bisoR yao pama qayRama.,我的牛還沒有吃飽牠還在吃草。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qayRozik pa iko to kelisiw na.,我要偷他的錢。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
nayao nisano na ni abas qaya.,Abas也是那樣說的。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
nazao nikasianeman ko qaya.,我也是這樣想的。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
qatiw pa imo seni? qatiw pa iko qaya.,妳們要去哪裡? 我也要去。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"qaymanong 'daq timaisoan, naRin pizian ta aneman.","別人講你壞話,不要放在心上。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
tiana qaymanong timaikoan?,誰在講我的壞話?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
naRin ti pamaymanan qaysa ti moman.,不要再逗弄他 又嘔氣了。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"naRin nizzan mineb dengat na qiton, qazepzep ti RasoR na.","車窗不要全部關上,裡面會悶熱。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qazqaz na lazing zao nizo boqan.,這個海的岸邊都是沙子。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qeRas ika sonis patanan qangid ta qan.,叫孩子回來準備吃飯了。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
maRabsi na biabas qeRot ika mala.,芭樂上有壞的地方啃掉。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"taRaw qeloqong ko, Rayngo melimez.","我的喉嚨痛,不能吞東西。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mai pama nengi qeloqong ko, Rayngo pama satezay.","我的喉嚨還沒好,還不能唱歌。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qaRat qeloqong ko qeman to sebata.,我吃芋頭喉嚨癢癢的。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"lonas ika to mammaq ay zanom, qapatay pa qeloqot 'nay.","用熱水去燙,那條蟲就會死。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"azo iso qeloqot, mai melikeneng.","你好像蟲,動個不停。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"yao pama iko qeman, palana iko ta.","我還在吃飯,再等我一下。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
nengi qenabinnos na sonis zao.,這個孩子生活過的很好。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
nengi qenabinnos na qaniyao saleppawan.,他們一家人生活過的很好。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
maRong qenabinnos na tangi ay lazat.,現在的人生命都很長。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qenikian sokaw ti qenabinnos na lazat zao.,這個人從小命運就很坎坷。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
zana sonis siyangato sokaw qenabinnos na lazat zao.,這個人從小命運就很坎坷。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
kemotkot tama ko to qenawang.,我爸爸在挖水溝。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qenabalang ko aizipna.,他是我的鄰居。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
sonis na qenabalang ko aizipna.,他是我鄰居的孩子。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"qenot pa ti aizipna, naRin ti moman sikawma.","他快生氣了,不要再講了。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"saRis qaRabi maynep, Rasa pa iko to qesi.","晚上睡覺有蚊子,我要買蚊帳。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mammaq, qesis ika siqaR pa sakinil.","很熱, 把棉被踢到旁邊。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
maqeni qiReb zao? bangto.,這個煙是從哪裡來?好臭。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
maqeni qiReb zao tita ika si?,你去看看這個煙從那兒來的?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"tazian ka madded, mai to qiReb tazian.","來這裡坐,這裡沒有煙。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qidis lazan zao satawaR ka semaqay.,這是斜坡道路走路時要小心。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mai mipil, qila ika nengi ti.","不聽話,罵 沒關係。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qila ika sonis 'nay mawRat to Ramaz.,罵一下那個玩火的小孩。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qila ika mai mipil ay sonis.,罵不聽話的小孩。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
masang ay leppaw opito qinRos na qawka makken.,傳統屋有七個橫樑才是對的。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qinpan na tama ko tina ko zao.,這是我爸爸媽媽的房間。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"ngid iko labin, yao qinpan nomi ni?","我想過夜,你們有房間嗎?",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qipit ika mala mepatay ay moton!,把死掉的老鼠夾走!,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"qipit ika nipawaRi so to qodos, mai pa temiboq.","你曬的衣服夾起來, 才不會掉下去。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qiqiR ika betto zao! azo yao soni na zanom.,把這個石頭搖一搖!好像有水的聲音。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"saqabian iko mozong to paRin, mekodat ti qiyaR ko.","我扛了一整天的木頭,肩膀都破皮了。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
taRaw pama qiyaR so ni?,你肩膀還會痛嗎?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qaozong na qiyaR so ni?,你的肩膀能扛的動嗎?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qoRas pa iko to soway ta bawbian.,我要除菜園的草。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qodiq ika soway 'nay qawka makala.,把草翻開才能找到。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
qodo pa iko to ozosa sonis.,我要養二個小孩。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qonep ika kemiala temiboq ay tenoqosan.,俯身撿起來掉下來的銅板。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qoqoq ika Raq so.,把你的酒乾了。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
qotaR pa ti lazat 'nay.,那個人要發飆了。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
saksak pa iso to paRin ni?,你要劈柴嗎?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"niqodoan ko sako zao, melizaq qeman to baot.","這是我養的貓, 很喜歡吃魚。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"Robatang sako zao, ala ka patanan qemodo.","這隻貓很漂亮,我要把它帶回去養。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
nengi kotkotan to melanay sakot zao.,這個十字鎬挖泥土很好用。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
aiko sakobong ay timaizipana.,是我騙他的。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
nipaloman na baqi ko salo zao.,這個南瓜是爺爺種的。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
poRamaz ka salob pa iko to tenayan.,你來生火我要把竹子弄直。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
mowaza sann tangi ta lazingan.,海邊現在有很多蠔。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
naRin mowazan qeman to sann.,牡蠣不要吃太多。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
sapsap ika to sinbon ta takanan zao.,鋪張報紙在桌子上。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
sapon ika nipawaRi ko to qodos.,把我曬的衣服收起來。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
mayseng ti qodos sapon ika ti!,衣服乾了把它收起來!,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"maRong ti sapoR zao, nengi ti patazoqan.","這個秧苗很長了,可以 插秧了。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
mai to sapoR naqoni aka patazoq?,沒有秧苗我怎麼插秧?,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
ta liyab na paRin mai Raisezang saRo.,在樹下不會曬太陽很涼快。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"ala ka to sabekisi zanom, sabanawan ko to zapan.","去拿一桶水,我要洗腳用的。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
sabolan ni angaw ti otayan baot zao.,這是Angaw要給Utay的魚。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"salaso ti pissa zao, naRin alan mawRat.","這隻槍有子彈,不要拿來玩。",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
sapasenawa ta zennan ko.,我田裡有稻草人。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
sapis ta siangRayan taytan ko.,我看見SiangRayan 有很多骨螺。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
Rasa pa iko to sapotti beRas.,我去買一袋白米。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mazemon imo, sapotti ma beRas qasemmin ni?","你們人數眾多,只有一袋米夠 嗎?",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
saqinRos leppaw qawka qeRezkez.,房子有橫樑才會很堅固。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"saRis ta tati, toqaz ka sa leppaw!","外面有很多蚊子,請到屋內來!",Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
saRosi mawto semano timaikoan.,他流著眼淚來告訴我。,Formosan-ILRDF_Dicts/Final_XML/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
