sxr,chinese,source,kindOf,dialect,row_type,split
ngasa ta'i'iara isa tarʉtarʉvʉnga o?,你的舅舅從事什麼工作?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kana'ana ia 'aomo.,他是警察。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngasa kana'ana?,那個人是誰?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
kana'ana ia ahlaloakoahlaina.,她是我的姊姊。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro i ta'iara ahlaloaoahlaina?,你的姊姊有工作嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moritotoroa i sasoa hlakana'ana?,他們兩個人是兄弟姐妹嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ko, tokotokoco a hlakana'ana.","不是,他們是朋友。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
cocomaco o i?,你是原住民嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, ihlako ia tahlana Hla'aloa.","是,我是拉阿魯哇族的。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
cocomaco i osomani o?,你的配偶是原住民嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"a'ʉ, ocaniika kana'ana ia tahlana Pinan.","是,但是她是卑南族的。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tam langica i ama o na?,你的爸爸很高嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, tam langica cocosalia hlamo.","對,我們全家都很高。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omiiapi co i hlimilavaioahlaina?,你的妹妹上學了嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, omiiapi co a kana'ana.","是,她上學了。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"a'ʉ, macahlia hlakana'ana masi kari cocomaco.","是,他們會說族語。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro papiaini a ahlahlaloa hlimihlimilavai o?,你有幾個兄弟姐妹?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro tatolo ahlahlaloa ko.,我有三個兄弟姐妹。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
miaʉlʉsi o i hlamama?,你和爸爸媽媽一起住嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, miaʉlʉsʉ ako hlamama.","是,我和爸爸媽媽一起住。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
miaʉlʉsi o i tamotamoa?,你和爺爺奶奶一起住嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ko, ko ako miaʉlʉsʉ hlakana'ana.","不,我沒和跟他們一起住。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngahlaisa hliaʉlʉsʉ a o?,你和誰一起住?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"miaʉlʉsʉ ako ama'a, ina'a, ahlaloahlahlosa.",我跟爸爸、媽媽、哥哥住在一起。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ini o hliangahli mʉcʉkʉhlʉ?,你從哪裡來?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ini paninao a salia o?,你們的家在哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
salia ko ia ma takao.,我們的家在高雄。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ini paninao a miararoma o?,你的故鄉在哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
miararoma ko ia ma takao.,我的故鄉在高雄。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ini paninao a miararoma mo?,你們的部落在哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
miararoma hlamo ia ma takao.,我們的部落在高雄。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
cohlaomangi o poaili miararoma?,你什麼時候會回去部落?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
taroamacici a poaili ako.,我暑假都會回去。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ihlako ia mamaini hla'aloa.,我是拉阿魯哇族小孩。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
aonini a langica na arinani?,今天天氣如何?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"moromitaco a tahliaria, tam macici a langica.","太陽出來了,天氣很熱。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tam masarʉmʉ i vahlita na?,外面會很冷嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tam masarʉmʉ, tomoa kia maritatʉpʉhlʉ.","很冷,要多穿衣服。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tam macici a vahlita na?,外面會很熱嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"ko, pariavarati co, tam matahlʉkʉtʉkʉ.","不會,起風了,很涼快。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
aonini a langica na arinani?,今天天氣怎麼樣?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"arinani ko asarʉmʉ ko acici, tam mavacangʉ.","今天不冷也不熱,很舒服。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
aonini a langicana corovana?,今天晚上天氣如何?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"oka'a lolonga langica na, kipohlo co a 'acangʉrahlʉ.","天空沒有雲,星星出來了。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
aonini a langica vahlita na?,外面天氣如何?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"hlamona mikacʉ, moromita co a tahliaria, moromita co a valahlʉvahlʉ.","雨剛剛停,出了太陽,彩虹出來了。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
aonini a langica o naana?,你那裡的天氣如何?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ihlahlamo naani pariataisa varatʉ na.,我們這裡颳大風。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mavacangʉ i langica o naana?,你那裡的天氣好嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tam mavacangʉ, tam macici a langica.","很好,出大太陽。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moasa ko ariatʉkʉrana.,我要去上學了。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"tam masarʉmʉ a langica na, tomoa kia paritatʉpʉhlʉ.","天氣很冷,要多穿衣服。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kipohlo co a ko vahlita.,我要出門了。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"miataisa osahlʉ cocovanana, atʉhlʉngʉ kia ihlao mahlava saonga.","等一下會下大雨,你要記得帶傘。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omaosahlʉ i?,會下雨嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"hlitalasololonga kicovanana, mairahlo omaosahlʉ cocovanana.","剛剛打雷了,等一下應該就會下雨。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
omaosahli co i?,下雨了嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"hlamona omosahlʉ kicovanana, mikacico kani'i.","剛剛有下雨,現在雨停了。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"aosi co hliomosahli, matarʉngʉ a sala'a na.","好像下過雨了,馬路是濕的。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hliomosahlʉ i? tiarao matarʉngʉ a tihla'ahlʉ?,有下雨嗎?你怎麼全身都濕了?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"omaosaosahlʉ vahlita na, ko ako ahlava saonga.","外面在下雨,我沒有帶雨傘。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mavacangi o mana i?,你還好嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"tam taisa varatʉ na, paricarʉmʉ vongoko.","風好大,吹得我頭好痛。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"tam macici a tahliaria na, somahlilingipasʉ vongoko.","太陽好大,曬得我頭好暈。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omaohli ako ihlao.,我借你。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
asapo co a ko mahlava 'aratingi.,我忘了帶筷子。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ko ako ahlava mʉmʉa, moasa ita po'a.","我也沒有帶,我們去買。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlaa po'a ita siasohlatʉ a'ʉ i ia?,我們去買筆好嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, tomoa ko mana po'a siasamoso.","好,我還要買橡皮擦。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
hlaa po'a ita koamaivʉvʉrʉnga a'ʉ i ia?,我們去買早餐好嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"sianata, hliomocoako salia.","不要,我在家吃過了。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
asapoco co a ko paracici cʉrʉ.,我忘記蒸便當了。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
alo pasakolai paracici.,趕快拿去加熱吧!,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
asapo co a ko mahlava cʉrʉ.,我忘記帶便當了。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
kʉlʉsa ita omoo ciri ko na!,那我們一起吃我的便當吧!,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngasa aani o mahlipapo?,你中午要吃什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tomoa ko omao koamamahlipapo a isa ariatʉkʉrana.,我要吃學校的營養午餐。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"hlimahlava ko cʉrʉ arinani, kʉlʉsa ita mao omoo komamahlipapo.","我今天有帶便當,我們中午一起吃吧!",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
hlaa moasa ita pi taʉhlʉkai a'ʉ i ia?,我們去打籃球好嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
a'ʉ hlamao.,好喔!我們走。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlaa moasa ita maritʉkʉ taʉhlʉkai a'ʉ i ia?,我們去打棒球好嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"ko, tomoa ko omiiapʉ.","不要,我要讀書。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, kani'i vʉtʉraʉ na avori ko ihlao.","好,這支掃把給你。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"maivavʉvʉtʉraʉ ako, aohlono a Amahlʉ na tomalʉlʉvʉ ihlao omala.","我在掃地,你叫Amahlʉ幫你拿。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
makilipingi co i?,你掃好了嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
makilipingi co ako.,我掃好了。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tairao ko paivavʉtʉraʉ?,你怎麼不打掃?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
makilipingi co ako.,我打掃完了。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tam 'aʉrʉ a sasaroana na, co samoso.","地板很髒,去擦一下。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"a'ʉ, moasa ko omala sipasasahli.","好,我去拿布。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tam 'aʉrʉ a kana'a cingarʉ na.,"那個窗戶很髒,去擦一下。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"cocovanana, kona ko pailalʉpʉngʉ naani na.","等一下,我還沒掃完這裡。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
ngasa ta'iara o cocovanana?,你等一下要做什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moasa ko okikirimi pakiatoroa?,我要去找老師。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
ngasa ta'iara maco o talovaʉlʉ omiiapʉ?,你放學要做什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moasa ko kiʉlʉsʉ tokoco pahlosahli.,我要跟朋友去唱歌。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moasa kana'ana makahlangolo.,他要去游泳。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pakisoahlai ma i salia Vanao na?,請問Vanau在家嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ma salia kana'ana, poaroma kia.","她在家,請進來。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"oka'a salia kana'ana, pakisoahlai ngasa ta'iara o?","她不在,請問你有什麼事?",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tamo'ohlahlosa ihlako ia Arooai, maroapangʉhlʉvʉ kia.","爺爺,我是Aruuai,請開門。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pakisoahlai ngahalisa?,請問哪位?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"Hlaa'o, ihlako ia ʉlʉkʉ, mʉcʉkʉhlʉ ako okikirimi ihlao pasaolaola'ʉ.","Hlaa'u,我是ʉlʉkʉ,我來找你玩了。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, tamooco ako atʉatʉhlʉngʉ ihlao, pasakolai moacʉkʉhlʉa aropakakari.",是啊!我很想念你。快來聊天吧!,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moara mao omana ita masokio'o na!,我們來吃水果吧!,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, kitaʉ a masokio'o kani'i na tam mavacangʉ.",好喔!這些水果看起來很棒。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
sa'ao i masakio'o na?,水果好吃嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, macoisa sa'ao.","是,真的很好吃。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"a'ʉ, mosa ko mana. mararamoco","好,我去洗手。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"koatomohlo kia maatomohlo kia, coco'o ita i?","盡量吃喝,你又不是外人。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"hlikotomohlo co ako, mavacokoco","我吃了很多,很飽了。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"koatomohlo kia, kokia arino.","多吃一點,不要客氣。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, macoisa sa'ao.","好,真好吃。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"miacikiri co ako, mongahlngahla mʉcʉkʉhlʉ mana komita ihlao.","我要離開了,下次再來看你。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, aropakakitamana.","好的,再見。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"rovana co, moasa co ako paoili salia.","很晚了,我要回家了。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moasaʉlahlʉ kia.,小心慢走。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"mavacangʉ mʉmʉa, roavicia pakiatoroa arinani coco'o mʉmʉa mosa miararoma takoliliongo hlamama.","大家好,老師今天要帶大家去部落訪問耆老。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
a'ʉ! maroamia ita kari Hla'aloa makakari hlamama na.,好喔!我們要跟耆老說拉阿魯哇語。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
taiacita i miaongo?,我們快到了嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
taiaco miaongo.,快到了。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tamo'ohlahlosa, moacʉkʉhlʉ amo komita ihlao.","爺爺,我們來看你了。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
macahlia mo masi kari Hla'aloa! tamooco mavacangʉ!,你們會說拉阿魯哇語啊!真是太棒了!,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"mavacangʉ mʉmʉa, roavicia pakiatoroa arinani coco'o mʉmʉa mosa ʉvʉvʉcʉngʉa tako'i'iarʉ.","大家好,老師今天要帶大家去小米田工作。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"mʉcʉkʉhla mʉmʉa patavʉhlʉrʉ, atʉhlʉngʉ mahlava pahlivinga aroamia.","大家過來排隊,記得帶好工具。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, pakiatoroa, hliomala co amo pahlivinga aroamia na.","是的,老師,我們都拿好工具了。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
miaongo cita i?,我們到了嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"kona iaongo, masaihla mana.","還沒到,還很遠。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
co o pokoasahlomo.,你去澆水。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"a'ʉ, ihlakoa kia pokakoasahlomo.","好,我來澆水。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
co o alo a koavʉ.,你去拿趕鳥器。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, mosa ko maahlimo.","好,我去趕鳥。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
