bnn,english,source,kindOf,dialect,row_type,split
minaon in kaso ha?.,Have you eaten yet?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
minaon in as aopa?.,Have you eaten yet?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
minaon in aopa kaso?.,Have you eaten yet?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ado minaon in as aopa?.,Have you eaten yet?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ado minaon in aopa kaso?.,Have you eaten yet?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ado minaon in as.,Have you eaten yet?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ado minaon in kaso.,Have you eaten yet?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
na asa kaopahanian songhahaol aopa na todiip in saikin cinkois.,"I want to swim every day, so that I could get thin.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
na asa to kaopahanian saikin songhahaol saosia cinkois in saikin.,I want to swim every day until I get thin.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
na asa to kaopahanian saikin songhahaol saotodiip mais cinkois in saikin.,I want to swim every day until I get thin.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
masa 'ovazan saikin mais kanahtong in mapasnava hai tantongo saikin sia kaviaz to lomah.,"When I was a child, I went to play at my friend's house every day after school.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mais kanahtong in isnavaan hai kosian ik sia kaviaz to lomah mapahahainan.,I often play at my friend's house after school.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mais madaing in ik hai na mahto in kodii hanop mas babovanis.,"When I grow up, I can hunt boar.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mais madaing in ik hai na sopahon ko babovanis manah.,"When I grow up, I will hunt down a lot of boars.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
adii a hai dangian ko tonsila mocingkol.,Over there is the place where I fell the day before yesterday.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
saia hai dangian ko sangan mocingkol.,I just fell over there.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
sain to kiokai hai na dangian ko habas in mapadangi.,This church is the place where I am going to get married.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
habas in hai na isain cin ik mapasiza.,I'm going to [TVH1]get married here.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
habas in hai na mapasiza ik sain cin.,I'm going to get married here.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
na nii ik habas in isain tan mapadangi.,I'm not going to get married here.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
andii kiokai an hai na dangian ko habas in mapadangi.,This church is the place where I am going get married.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
cina hai siza ispapatas mapatas.,Mother took a pen to write.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
tama hai minindangaz tamahodas cia masoaz sanglav.,Father helped grandfather plant the vegetables.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
tama hai siza ispapatas na mapatas.,Father took the pen to write.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
maz sain? ispapatas.,What is this? A pen.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
saia to bonon hai inak to masnanava.,That person is my teacher.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
topa Bokon to aiza isaicia isia lomah ma'ansom to kaidavosan.,Bukun said that he has well-brewed wine at home.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
ana topa to minototo to davos hai maldaok to ma'ansom hodan.,"Even though the wine was spilt, it still tasted good.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ana topa to kaoman hinodan davos cia haito misbosok saikin.,"I drank a little of that wine, but I got drunk.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
balivosan nii to mimis'o malovlov.,The typhoon does not stop blowing.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
adii isnanavaan hai inak to andingalan.,That student is my neighbor.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
nii ik sipongol to lakoa to hanian ovaaz hai minsoma mapasnava.,I still remember the day when the children came to study.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
isian ik sia homa monhoma.,I farm on the field.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
cinbi kata to na hood kai'onian mas Bokon to davos.,We are ready to drink the alcohol that Bukun brew.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
cis'oni inaak to ovaaz talpataz kozakoza.,He works hard for his child.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
Sobali to naobananaz hai modadaok mais cisdadaan.,Subali's little brother runs slowly.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
modadaok cisdadan a hai ito Sobali to naobananaz.,The one who runs slowly is Subali's younger brother.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
nii Daho mazima mas Ibo cia aopa mazima saia mas Ali cia.,Dahu doesn't like Ibu because he likes Ali.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ado mahto kaso min'oni inaak to pingaz.,Do you want to marry me?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
mahto.,I do.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
nii to mahto.,No.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
na lakoa to hanian aiza na pasibotbot.,When is the polyphonic singing?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
malahtangia to hanian.,The day of the Ear-Shooting ceremony.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
maon tamako hai mapinkoang lotbo.,Smoking hurts the body.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
isain tan hai nii to mahto maon tamako.,You can't smoke here.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
Sobali to kaonon to tamako hai mahanso ito Sobali cia kaonon a tamako hai mahanso sakon.,The cigarettes Subali is smoking smell bad.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
om'om hinodan to miloko hai tasban in hanian.,The milk drank in the morning had turned bad.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
sidi to miloko.,goat milk,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
tondazaa s Sobali to tasasikis hai mabiskav.,The horse Subali rides runs fast.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
sinaipok Sobali cia to aso hai lolo'ang.,The dog Subali rears keeps barking.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
ta'aza ik hazam to matahosngi.,I hear the big sound of a bird.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
takna to sanavan ta'aza ik tamahodas to to'ia.,Yesterday evening I heard the sound of thunder.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
takna to mo'ampok hai maldadailaz kaimin to dosa to toki.,Yesterday we stood in line for two hours.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maz a kahaitason to malospingaz a hai mazima lahciplahcip.,The annoying girl likes to cut in line.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
ta'az ik to aiza tacini malospingaz sado mas hatabang hai mitmang cinhozadaingaz.,"I heard, there was a girl, who saw a cockroach, and was scared by it.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
aiza to tacini malospingaz a mapataz hatabang cia.,Only one girl killed the cockroach.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ngaos minkaon sia lodon a hai ado ito Sobali to naobananaz.,Is Subali's little brother the first one to go to the [top of the] mountain?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
saia hai naoto ito Sobali to naobananaz.,He is definitely Subali's little brother.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
kinkinoz minkaon sia lodon a hai Sobali.,The last one to reach the mountain is Subali.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mankinoz in to tastomaidosa.,penultimate,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
modadaoka maon.,Enjoy your appetite!,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mabananaz kaa in tangis.,Boys cannot cry.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
wanglo an hai nii in mahto iskosia.,This internet cannot be used anymore.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
kaa to makosia wanglo tan.,Don't use this internet,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ado sinado kaso mas dadosa to bonon tan makinpataz mahahainan.,Have you seen the two people laughing?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
aiza bonon topa to masnanava a hai na kosia vaivi asang to tas to painsanan.,Someone says that the teacher is going to go abroad for one year.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
aiza palihabasan topa to maza haipis to hazam hai cinis'oni dao mas bonon mindangaz siza mas sapoz.,A legend says that the black bulbul takes fire for Bunun people.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
Uninang amo! Kitngaa'in ata.,Hello everyone. Here we go.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,validate
Mindangkaza! Masomsoma!,Please stand up! Salute!,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Uninang masnanava!,Hello.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Malongqo'a!,Please sit down.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,validate
Uninang amo! Namasnava saak haip tokao'oq a kakaonon.,Hello everyone. Today I'm going to teach you how to say Bunun food.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Itqaal aso sinbazbaz zako?,Do you understand what the teacher says?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,test
Masnanava! Nii saak itqaal. Maqto'ang moqna bazbaz?,I don't understand. Can you repeat it again?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,test
Nii saak otan'aan! Maqto'ang pidaingon bazbaz?,"I can't hear you, can you speak louder?",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Sado'a diiki! Malansana zako masipol.,"Look here, please! Repeat after me.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Madaozong sinsipol.,It's very well read.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Moqnanga masipol! Pidaingi qalinga.,Read it again. Please speak louder.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Manongsiva! Kaa to pataliva!,Please be quiet. Don't talk.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Pinsoma'i patasan!,Please take out your textbook.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Uo! Masnanava!,"Yes, sir.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,validate
Pinsoma'i ispapatas!,Please take out your pen.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Masnanava! Panpongol saak madas ispapatas.,I forgot to bring my pen.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Pinsoma'i isqaqaisqais!,Please take out the eraser.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Masnanava! Panpongol saak madas isqaqaisqais.,I forgot to bring my eraser.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Simola haan andingalan to o'oskonan.,Please borrow erasers from your classmates.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Pasimoli'ang saak isqaqisqais qai?,Can I borrow your eraser?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Mal'oo'in ata.,Class is over.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
"Pankanaqtong iti, namoqnang ata mapasadoo.","Class dismissed, see you next week.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Simaq ata?,Who are you?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Isia saak Pa'ian to ovaz'az. Topa'on saak to Umas.,"I am Pa'ian's son, and my name is Umas.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Isia saak Laong to isnanava'an. Topa'on saak to Mo'oz.,"I'm a student at Laung, and my name is Mu'uz.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Tokao'oq isoo to ngaan?,What's your name?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Topa'on saak to Umas.,My name is Umas.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Tokao'oq isoo tama to ngaan?,What's your father's name?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Topa'on inaak tama to Pa'ian.,My dad's name is Pa'ian.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Simaq naipa?,Who is he?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,test
Talom naipa.,He's Talum.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,validate
"Inaak naipa masitoqas, topa'on to Tiang.","He's my brother, his name is Tiang.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Tokao'oq isiata to ngaan?,What's his name?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,validate
Topa'on isiata ngaan to Lodong.,His name is Ludung.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Topa'on naipa to Ibi?,Is his name Ibi?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Uo! Topa'on naipa to Ibi.,"Yes, his name is Ibi.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Topa'on naipa to Kimat?,Is his name Kimat?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Nii! Topa'on naipa to Pasoq.,"No, his name is Pasuq.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Simaq naipa?,Who is that guy?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Topa'on naipa to Savi. Inaak to pantina'on.,She's PSavi. she's my aunt.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
"Inaak naipa to kaviaz, topa'on naipa to Poni.","She's my friend, her name is Puni.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,validate
Piaqin isoo to qamisan?,How old are you?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Mas'anin inaak to qamisan.,I am 10 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Piaqin isiata qamisan?,How old is he?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Mas'an qan dosa isiata to qamisan.,He is 12 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,validate
Piaqin isoo tama to qamisan?,How old is your father?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
Mahima'onin inaak tama to qamisan.,My father is 50 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,test
Papiaq isoo to taisis'aan?,How many brothers and sisters do you have?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
"Haiza inaak dadosa masitoqas, tatini masinaobah.",I have two brothers and sisters and one younger brother and sister.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Luanqun_Bunun.xml,standard,Luanqun,sentence,train
