szy,english,source,kindOf,dialect,row_type,split
ca'ay kai labo kina nanom sa kya wawa.,"The child said, ""the water is not deep.""",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,test
tya ini kiso sa kya wawa tya wacoan.,"The dog said to the dog, ""Here you are!""",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
moko han nya wawa kya waco.,The child carried the dog.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
na mimoko kya wawa tya waco sa maidih ciniza a mikilim to ano i cowa kya kya tatayzaan ako sa.,"The child wanted to search again, but he did not know where to go.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
izaw izaw kya kilang mamelaw niza kya kilang.,He saw a tree.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
ini kina kilang aca to kita nya kilakilang kacaw han to nya wawa kya kilang.,The tree was here and we climbed up to it.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,test
pakacawen niza kya waco mikacaw ciniza i pabaw nya kilang.,He let the dog climb up and he climbed up too.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
malcad sa to o tamina a simsimen niza kya kya kilang.,He regarded the tree as a ship.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,test
tya mahiya koheni tayza to iza i sasa mahiya no namon.,They went down there and got wet.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
izaw kya cay to kai labo kya nanom.,The water was not deep.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
tasasa to koheni na i kilang.,They came down from the tree.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
izaw ko zoma a balaot.,There were other frogs.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
a ini ko zoma a balaot sa.,Ah! Here were other frogs.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,validate
ano cima kya balaot katood kya balaot yadah yadah kya balaot sa.,There were many frogs.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
tiza sa to a mananahay kya wawa ato balaot.,The child and frog played there.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,validate
miliyaw koheni misalama misalama i nanonanoman.,They were playing in water.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,validate
matineng kya wawa a manamoh kya balaot i nanonanoman sa.,The child knew that the frog liked to be in water.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
awza awza awza tini kita misalama han nya wawa kya balaot.,"The child said to the frog, ""Come! Come! Come! Let's play here.""",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,validate
i labo nya nanom koheni misalama koheni midangoy koheni.,They were having fun in water and swimming.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,test
tanonamohsa kya wawa ano mahetihetik ciniza na i nanom sa.,The child was very happy even thought he fell into water many times.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
cay ka...biyalaw ciniza.,It was not nervous.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
izaw kyami ko cabay niza tya zoma a balaot.,It was probably due to other frogs.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
na cacay kya balaot a salamaan niza yadah to ayza kya balaot.,"There was one frog, but now there were many frogs.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,test
misalama to koheni to nanom.,They were playing in water.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
limolak sa to ciniza i tiza i nanonanoman.,It was happy in water.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
a o sa ko ayam to sananal.,The cock made cockcrow in the morning.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
malokay a tamdaw sa ata matabal a tayza malok ya cacay a babalaki ya tatama a babalaki sa.,An old male farmer went to work early in the morning.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
mihiya to heci no kilang mazohem to sa sa.,The fruits were ripe.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
kalic a miala to heci no kilang mikalic ciniza sa.,He climbed the fruit tree to pluck the fruits.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
yadah ko heci nya kilang niza.,His trees bore many fruits.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
cacay a cayna sa matomes to.,There was a basket of fruits.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
mabilil henay ciniza a mi mipeco' tya heci nya kilang bilil sa sa.,He plucked the fruits in a hurry.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
o tamdaw to tamdaw sananal sa mabilil to taomah ko taomahay.,Farmers went to work in a hurry.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
pakan to ko zoma to sizi sa ko sizi.,Other people fed goats.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
kitinen no pakanay to sizi.,The person who fed goats pulled goats.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
makabatikal a tamdaw mabatikal a tayza i katayzaan.,The cycler rode his bicycle to the place he wanted to go.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
iza kya cacay a wawa sa bilil sa ciniza makabatikal matabesiw niza kya ma matokoh niza kya mipeco'ay to heci no kilang a babalaki.,"A child rode his bicycle in a hurry, who passed by the farmer and arrived at where he plucked his fruits.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
waw matomes kina cayna sa kya wawa.,"That child said that ""Wow! That basket is full.""",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
padangen ako a miala sa ala han niza ko cacay a cayna no heci no kilang.,He helped him carry one basket of fruits.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
pakacaw han niza i tiza i batikal niza.,He put it onto a bicycle.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
mabatikal ciniza bilil sa ciniza mabatikal.,He rode a bicycle in a hurry.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,validate
izaw kya tatayna makabatikal i no ayawan niza.,A girl rode a bicycle in front of him.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
wa ci Bedi' sa kya tatama a wawa.,"That boy said, ""Ah! it is Bedi'.""",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,test
kakapah ni Bedi' sa.,"Bedi', it's good."" (Somebody said.)",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,validate
sikol sa a matabesiw nya kayin kya wawa.,That child looked back when the girl passed by.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,validate
misikol ciniza cay to kamelaw niza kya i no ayawan a baeto.,He looked back and did not see the stone in front of him.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
matabi maskong nya batikal nya wawa kya kya baeto mapolin kya wawa.,That child hit a stone and tripped.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,validate
mabelon nani i tiza i batikal kya ya cayna ya kanas nitomesan nya babalaki to heci nya kilang mabelon i tiza i zazan.,"The fruits, which were put in the front of the bicycle, poured out and scattered on the road.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
ya kya ci Toy mapolin mapolin sa kya tatoloay a wawa.,"The three children said, ""That child tripped!""",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
na mamelaw noheni i zazan padang han nya tatoloay a wawa kya.,The three children saw it on the road and helped him.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
ci Toy a mi lacol i tiza i cayna tya nya heci no kilang padang han no a mihiya sa.,The three children helped Tuy fill the basket with fruits.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
matomes to kya nisapodan noheni na malaklak kya heci nya kilang sa alay sa kya hiya kokay sa kya wawa.,The child said thank you to those who helped him pick up the fruits.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
momol to ciniza.,He left.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
ya tatotoay a wawa sa cay pihaymaw sa masasakamo koheni.,"Three children said, ""he is not on purpose.""",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
tya momol to kya mi si mialaay tya heci nya kilang a wawa sa.,The child who took fruits left.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
mamelaw nya cacay a wawa kya i ni kina topel mapawan niza sa.,he left his hat here.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
hyw ini kina topel iso han niza kya hiya.,He told him that your hat was here.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
pabelien niza tya topel.,He gave him his hat.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,test
na mahetik isaw na mapolin i kya topel sa.,The hat dropped when the boy tripped.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,validate
pabeli han to niza tya topel.,He have the hat.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
alay to nipabelian iso tina nisapodan no miso.,Thank you for giving me.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
ano nayi kamo sa hica han no mako sa kya ci Toy.,Tuy said that I do not know what to do without you.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,test
tya paanin han ni Toy tya nya i kanasay niza nya i caynaay a heci nya kilang pabeli simacacay koheni sa.,Tuy gave each person one fruit.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
momol to.,He left.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
mokan koheni.,They ate it.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
mocolil sa koheni a matayza i pisalamaan noheni.,They went to where they could play.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
matabesiw noheni kya kya hiya kya isaw kya mihiyaay ya mipecoay tya heci nya kilang.,They passed by where the farmer was.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
ya mipecoay tya heci nya kilang mahamin to niza tasasa ciniza.,The farmer who finished his plucking descended.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
melaw han niza kya nayi to ko cacay a kanas.,He saw and one basket disappeared.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,test
i cowa to sa.,Where was it?,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
mabiyalaw kya mipecoay to to hiya cima ko mialaay sa.,The farmer was nervous and wondered who took it away.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
wawa niza.,Would it be his child?,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
ano cima maliyoh ciniza mi si.,He did not know who did this.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
misimsim kya babalaki.,The old man wondered.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
a izaw i lima noheni kya heci nya kilang sa kya babalaki.,That old man said that why they had fruits on their hands.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
sabahkasa kya babalaki.,That old man was shocked.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
nayi ko cacay a cayna.,One basket disappeared.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
tolo kina cima cacay kina toloay a wawa ca'ay pakacacay a cayna a cayna sa kya simsim nya babalaki tya heci nya kilang niza.,"That old people thought that even though each child had one fruit, it was less than one basket.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
mabiyalaw kya babalaki tacowa to.,The old man was nervous where the basket was.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
mabeyalaw kya babalaki to cinizaan to.,The old man himself was very nervous.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,standard,UNKNOWN,sentence,train
o labi to tahkal to ko bolad.,"At night, the moon came out.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
o zoma koni kakapah.,It was specially good.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
ayza a demiad kina labi sa kina wawa sa pate pazeng han niza kya balaot no nipahabayan niza i tini i koleng.,Tonight the child put the frog he raises into this jug.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
ya waco sa to tanonamohsa maidih a sicabay kiza balaot.,That dog was very happy and wanted to make friends with that frog.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
sa mabi' to kya wawa a tya waco.,That child and dog were sleeping.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
sa ya balaot han to maidih ciniza a tahkal a midang.,That frog wanted to come out and had fun.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,validate
sa macokat sa to kya wawa a tya waco sa inayi' to a maazih kya balaot sa.,That child and that dog woke up and did not see that frog.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
matawid aca koheni sakalamkamsa to koheni a miadad to tototood o no loma' a mikilim tiza balaot.,They were shocked too and in a hurry rummaged around the house so as to find the frog.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
ya waco han to patalabo han niza kya tangah niza i labo nya koleng.,That dog put its head inside of the jug.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
sa nika ya koleng ca'ay to kaales.,But could not get rid of that jug.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
sa malatopel to niza waco.,It became the dog's hat.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
ya wawa han to bohat sa to toniyan o sa sasaedeb sa a miawaw tya wawa bah balaot a mikilim tya balaot.,"That child opened the door, yelled and searched for the frog.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
nika ya waco sa madebay makaiza sasaedeban sa.,But that dog fell off the door.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
mapeci' to amin kiza koleng.,That jug was broken.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
sa ya wawa han to matawid to sa kalamkamsa madoba' tayza a miabobo tiza wacoan sa.,"That child was shocked, ran fast to there and held that dog in the arms.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
to tahkal sa to koheni.,Then they went out.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
i liwliw no loma' i kilakilangan to a mikilim tiza balaot sa.,They searchd for the frog around their house and in the bushes.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
azih sa koheni tiza i pabaw yadah kiza wado sa.,They looked up and saw many bees.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
alaw si pa sidibo wa sidibo i tiza Eza iza i kilang pabaw nya kilang.,Originally there was a hive in the tree.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
sa ya waco han to maidih ciniza a tayza mikayakay sa a miala tya dibo nya nya wado sa.,The dog wanted to crawl over there and took the hive.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,validate
nika ma...ma...ma...tawid ciniza kwa kalaten nya wado nya wado kiza waco.,But that dog was shocked because it was stung by a bee.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
ya wawa han to sa izaw ko bohang Eza sa ciniza ko tayza ciniza a miazih sa.,That child went there and looked at that hole.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
matawid ciniza alaw o bohangay no edo kya bohang sa.,He was surprised because that hole was a mouse hole.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,standard,UNKNOWN,sentence,train
