pyu,english,source,kindOf,dialect,row_type,split
"ai mo, ko lehetranay kanno za zowa polo' pasēnto.",Alright! I'll give you a 20% discount.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
alamo mena'owa! menaniwan mi za kiping zi za talopong.,Come and take a look! We sell clothes and hats.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
manoeman paiso na kiping?,How much for the clothes?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"na kiping a saya mo, telo leman lima polo' paiso, a telowa mo sa kozolr.","One piece of clothing is 350 dollars, three pieces for 1000 dollars.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"tremima' ko za saya, verayay ko kana vekal.","I'll just buy one piece, please give me a new one.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
'inavayan. maranger ko tremima' za kinaveras zi za 'alom na milramomo.,"Hello, I would like to buy sticky rice and braised pork with maqaw pepper.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
oniyan lra na madero. olra ziya na 'avay na mitana'. tratrima' o?,"The rice is sold out. I have tana pancakes, would you like to buy them?",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,validate
"ai, verayay ko za saya. tremima' ko za madero no masalr lra.","Alright, please give me one. I'll come back next time to buy rice.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"ai, ko avakanay kanno na 'avay za lovok.","Okay, I'll pack it in a bag for you. That'll be 50 dollars.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
inabayan! mongesalra ta!,Hello everyone! Here we go.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
karetigir driya! songal!,Please stand up! Salute!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"sinsi, inabayan!",Hello.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,test
katengadraw lra!,Please sit down.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,test
inabayan! garem i palaladam ko kanmo dra kemoda ta temarapoyoma marengay kana akanan.,Hello everyone. Today I am going to teach you how to say food in Puyuma.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,test
malradram yo kilrengaw kananko nirengayan?,Do you understand what the teacher says?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"sinsi, adri ko malradram. karowa yo masalr marengay?",I don't understand. Can you repeat it again?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,validate
adri ko kilrengaw. karowa yo kematrina driya?,"I can't hear you, can you speak louder?",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
naowi driya kadri! korenangi ko emaip pariyasalr.,"Look here, please! Repeat after me.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
inaba no inaipan.,You read it very well.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,validate
asalr driya maip. katrinayo driya.,Read it again. Please speak louder.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
sasamengan! adri rarengay.,Please be quiet. Don't talk.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,test
popatrarano driya na tilin.,Please take out your textbook.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"sinsi, aiwa!","Yes, sir.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
popatrarano driya na tratrori.,Please take out your pen.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,test
"sinsi, abalo ko kemaso dra tratrori.",I forgot to bring my pen.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
popatrarano driya na iyasaos.,Please take out the eraser.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"sinsi, abalo ko kemaso dra iyasaos.",I forgot to bring my eraser.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
kibolas driya kan to iyasaos kana risarisan i saninin.,Please borrow erasers from your classmates.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
pabolasi ko driya dra iyasaos. maw?,Can I borrow your eraser?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
ta palrowanay temakesi kadrini. marepanaowa ta driya an masalr liyosan.,"Class dismissed, see you next week.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
imanay yo?,Who are you?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
to walrak ko kan Maywan. i Sikaw ko ngalad.,"I am the son of Maywan, my name is Sikaw.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
to temakakesi ko kan Senayan. i Semalaw ko ngalad.,"I am a student of Senayan, and my name is Semalaw.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
i manay no ngalad?,What's your name?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
i Masaw ko ngalad.,My name is Masaw.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
i manay to ngalad kan temama?,What's your father's name?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
i Malray to ngalad kan namalri.,My dad's name is Malray.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
i manay taytaw?,Who is he?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
i Komeng taytaw.,He's Kumeng.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
i baelri na mainayan taytaw. i Komeng to ngalad.,"He's my brother, his name is Kumeng.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
i manay to ngalad?,What's his name?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
i Komeng to ngalad.,His name is Kumeng.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
i Malray to ngalad?,Is his name Malray?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
aiwa! i Malray to ngalad.,"Yes, his name is Malray.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"amelri, i Komeng to ngalad.","No, his name is Kumeng.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
i manay idriyo na trao?,Who is that guy?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,validate
i Akonay taytaw. amao i molri na babayan.,She's Akunay. she's my grandmother.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
nanko anay taytaw. i Limoy to ngalad.,"She's a friend of mine, her name is Limuy.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
monoma no ami garem?,How old are you?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,validate
moketrep ko ami garem.,I am 10 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
monoma to ami garem?,How old is he?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,validate
moketrep misama dra drowaya to ami garem.,He is 12 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
monoma to ami kan temama garem?,How old is your father?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,validate
makalrowatr to ami kan namalri garem.,My father is 50 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
miyasama mo malowadiyadi?,How many brothers and sisters do you have?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
miyadrowa i baelri. misasa ko wadi.,I have two brothers and sisters and one younger brother and sister.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
olraya i bao na mainayan?,Do you have a brother?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
oniyan ko dra eba dra mainayan.,I don't have a brother.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
miyasama mo saromaenan?,How many people are in your family?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
miyapat mi saromaenan.,There are four of us in our family.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
temakakesi yo isowa?,Where did you study?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
temakakesi ko i Balangaw.,I studied in [Taitung].,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
i molri na mainayan taytaw.,He is my uncle.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
kiyakaron dra manay i temoo na mainayan?,What does your uncle do for a living?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
a kinsas taytaw.,He's a cop.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
i baelri na babayan taytaw.,She's my sister.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
kiyakaron i kiyapotremelan taytaw.,She works in a hospital.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
a malowadi nadro na miyadrowa?,Are they brothers and sisters?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,test
amelri! a mareali nadrono.,"No, they are friends.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,test
a Inanowayan yo?,Are you Aboriginal?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
aiwa! a Pinoyomayan ko.,"Yes, I am a Puyuma.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
a Inanowayan no katagowin?,Is your spouse Aboriginal?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,test
"aiwa! amawna, a amis taytaw.","Yes, but she's Amish.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
asatr i temama?,Is your father very tall?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
aiwa! aasatran mi saromaenan.,"Yes, we are all very tall.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
temakesi lra no wadi na babayan?,Does your sister go to school?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
aiwa! temakesi lra taytaw.,"Yes, she went to school.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,validate
saigo temarapoyoma no wawadiyan?,Do your siblings speak Nam Wang Puy Nam?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
aiwa! saigo temarapoyoma nadrono.,"Yes, they speak the ethnic language.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
miyasama no wawadiyan?,How many brothers and sisters do you have?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
miyatelo ko wawadiyan.,I have three brothers and sisters.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,test
marenang yo kano maidrangan kikadro?,Do you live with your parents?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,validate
aiwa! marenang ko kanko maidrangan kikadro.,"Yes, I live with my mom and dad.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
marenang yo kan temoo kikadro?,Do you live with your grandparents?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
adri! adri ko marenang kanadro kikadro.,"No, I didn't live with them.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
marenang yo kan manay kikadro?,Who do you live with?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"marenang ko kan namalri, nanalri kay baelri na mainayan kikadro.","I live with my father, mother and brother.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
kemay isowa no kawang?,Where are you from?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
kemay ko i Takaw.,I'm from Kaohsiung.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
i Balangaw nanko kaadrowan.,Our home is in Taitung.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
olraya isowa no kaadrowan?,Where is your hometown?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,validate
i Balangaw nanko kaadrowan.,My hometown is in Taitung.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
olraya isowa nanmo drekalr?,Where is your tribe?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
olraya i Poyoma naniyam drekalr.,Our tribe is in [Hualien]. *[Hualien] is freely interchangeable with other places.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
owaroma yo kan asowa i drekalr?,When are you going back to the tribe?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"an semasede dra kadenonan i, moroma ko dar.",I will go back in the summer.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
to lralrak ko dra Pinoyomayan,I'm a Puyuma kid.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
kemoda na wari garem?,How is the weather today?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
mopatraran lra na kadaw. salaw bias na wari.,"The sun is coming out, it's very hot.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
kalralritek i patraran?,Is it going to be cold outside?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
salaw lritek. pikirowan dra sadro.,"It's cold, so wear more clothes.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,validate
kababias i patraran?,Will it be hot outside?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
adri! baliyan lra! salaw ayaw.,"No, it's windy and cool.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
adri lritek aw adri bias garem. salaw inaba.,"It's neither cold nor hot today, very comfortable.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
kemoda na wari garem kana raoban?,How is the weather tonight?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
oniyan dra kotrem i langitr. mopatraran lra na trior.,There were no clouds in the sky; the stars came out.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"madranga a garemay na odalr. kemadaw i, mopatraran na riwanes.","The rain has just stopped, the sun has come out, the rainbow is coming out.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
kemoda na wari kadrono?,What's the weather like where you are?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
matrina na bali kadrini.,We're going to have a big storm here.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
inaba na wari kadrono?,How's the weather there?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
inaba! kemakadaw!,"Very well, out of the big sun.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
aoka ko lra i takesian.,I have to go to school.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"lritek na wari, pikirowan dra sadro.","The weather is very cold, so wear more clothes.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
kapakireb na odalr an garemay. adri kababalo kemaso dra kalipang.,"It's going to rain heavily, you have to remember to bring an umbrella.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
kaaodalr?,Is it going to rain?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
dremerong a garemay. kaaodalr an garemay mako.,"There was thunder just now, and it's supposed to rain later.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,test
maaodalr lra?,Is it raining?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
maodalr a garemay. madanga lra na odalr garem.,"It just rained, and now it's stopped.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
