ckv,english,source,kindOf,dialect,row_type,split
pasi yao tazian ya biatko zinna sayza na sonis a zao pankelanna ya tanganna mai ya biat a yao.,"This child perhaps thinks, ""My frog is probably here,"" he peeks into the hole, but the frog is not there.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
to syazi ti tazian nani ao zaqis pa ita to paRin zinna sayza na sonis a yao nani.,"And when it comes here, perhaps the child says, ""We're going to climb up to the tree.""",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
pameng ti mzokat ya ko a zao.,Suddenly (out of the hole) comes an owl.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
to maytis ti ya sonis a zao to ko a zao sayza to tmiboq ti sonis a zao.,"And perhaps because the child is afraid of this owl, he falls down (off the tree).",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
waso a yao qaya nani wiya ti mRaRiw to tanozan na toliq ya waso a zao.,"The dog also runs away, for it's being chased by the wasps.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
syazi tazian qaya na zaqis pa iko to zaqis pa iko tabobongaRan zin na sonis a zao sayza nani.,"At this point (when it comes here) again, perhaps this child thinks, ""I'm going to climb eh..., I'm going to climb up to the rock.""",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
HIGHPITCHtaytaanna naniHIGHPITCH yao toliq 'a ko a yao tmanoz to sonis a yao nani.,"When the child looks, the wasps, uh, the owl chasing him.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
wiya ti mRaRiw sonis a zao nani.,And this child runs away.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,test
pameng ti yao mzokat a siRmoq a zao to azo ti ozonganna.,"All of a sudden, (out from behind the rock) comes a deer, and it is like, carries on its back.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,test
yao tayan ta babaw na boRang a sonis a zao nani.,The child is there on the top of the rock.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
pameng ti yao taoRoanna na siRmoq mzaqis a sonis a zao.,"All of a sudden, onto the head of the deer climbs this child.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
to wiya ti mRaRiw a siRmoq a yao nani yao ti taoRoan na siRmoq a sonis a zao ozongan na siRmoq.,"And then the deer runs away, and the child is on the head of the deer, carried by the deer on its back.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,test
syazi tazian nani mao nizi taoRoan na siRmoq a sonis a zao nani mango tmiboq ti.,"At this point (when it comes here), the child previously on the head of the deer turns out to fall down.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
yao tmiboq ti ya sonis a zao zinna sayza na siRmoq a zao nani.,"Perhaps the deer thinks, ""The child is falling down.""",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,test
yao a wasona qaya 'o yao a moton cye ke so.,"His dog is also (falling down), as well as the mouse..., what is this?",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,test
syazi tazian nani nizi taoRoan na siRmoq a sonis a zao nani tmiboq ti pasazi tazanzanoman.,"At this point (when it comes here), the child has fallen off from the head of the deer into the water.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
pasyababaw ti ya zapanna.,His feet are up in the air.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
wiya ti ta teRaq na zanom a oRona.,His head into the water.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
masolon to wasona qaya tmiboq nani.,His dog also falls (into the water) together with.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
syazi tazian nani mzokat ti nizi tazanzanoman sonis a zao sRi wasona.,"At this point (when it comes here), the child as well as his dog has come out of the water.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
to ozonganna ti na sonis a zao ya wasona mzokat nizi tazanzanoman.,"And then the child comes out of the water, carrying his dog on his back.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
yao ti takinilan na paRin ya sonis a zao nani.,This child is beside a tree.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,validate
yao ngil Ritongoz sayza ya waso a zao nani LOWVOLUMEqalimekka naRin sikawma naRin smoniLOWVOLUME zinna na lazat na sonis a zao ya wasona to.,"Perhaps because the dog is about to bark, the man, the child says to his dog, ""Be quiet! Don't talk! Don't make any sound.""",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
mlimek ti ya wasona.,So his dog keeps quiet.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
to syazi tazian nani mzaqis ti to paRin.,"At this point (when it comes here), climbing the tree.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,test
ta babaw na paRin ya sonis a zao sRi waso 'nay.,This child and that dog are on top of the tree.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,test
maoto ti pasazi nani yao ta babaw na paRin sonis a yao ato waso a yao nani taytaanna ti ya biyatna.,"At this point (when it comes here), when that child and that dog are on top of the tree, they see their frog.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
oo yao a biatta tazian zinna ti sayza na sonis a zao ato waso a zao nani.,"""Oh, our frog is here,"" the child and the dog perhaps think so.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
mlizaq ti.,feel happy.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
syazi tazian ta taosiqan paRin nani yao ti ya biat a yao qenalizaq na sonis a yao sayza nani.,"At this point (when it comes here) on one tree, the frogs show up, and that's perhaps that child felt happy.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,test
mlizaq ti waso a yao sRi sonis a yao tazian 'o.,The dog and the child is very happy right here.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
syazi tazian nani yao a sonis a yao maRaw ti to biat a yao ta babaw na paRin.,"At this point (when it comes here), that child is looking afar at those frogs on the tree.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
yao ta babaw na paRin ya biat a yao nani.,There are frogs on the tree.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
yao qmoRiRiz a sonis a zao tamamanayan sRi wasona.,"This child is sitting directly on the ground, along with his dog.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,validate
to yao ti 'e qmoni zinta snazao smani.,"And then there are..., well, we don't know how to put this.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
yao mlizaq ti sayza ya sonis a zao tmayta to biat a yao nani.,"Seeing those frogs, this child perhaps feels happy.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
pasyababaw ti limana azo ti pmiqpiq to lima sayza.,"His hands are up in the air, like clapping his hands maybe.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
qenalizaqan to pnakalaanna to biyat a yao.,He felt happy that he found out the frog.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
((VOICEOVER:mai ti)).,Is it over?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
mai ti haw.,It's over.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
temawaR si a ano qomni yao dawadso si sanisika ya peninako yao peninako mwaza.,"If you have time tomorrow, bark my banana trees. I have much banana bark.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,train
aiko m mai to lazat.,I am short-handed.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,train
nengi nayao pa ita nayaw pa ita.,"Okay, let's do so.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,train
tateman ka.,so small,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,train
Ralis tateman nani.,(Banana trees) are small.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,test
nayaoakita sikawma si mana azo.,"We say so, why...",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,validate
sanisika zinko iso.,"'Bark (the banana trees),' said I. (It's up to you.)",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,train
sanisakita ya.,Let's bark (the banana trees).,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,train
m nayao nengi pa iso qaya.,"Yes, good. You will also do so.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,validate
osa mai pama.,Not yet.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,test
nayaoanta antangi.,Let's do so later.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,train
pon ti wontokay qawqa.,It would be better (if we wait till) the athletic meet is over.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,test
nayaoika ti ya sanis.,Let's do so.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,train
naqoni si yao dawadso si sanisika ya peninako haw.,"If so, if you have time, bark my banana trees.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,train
kinaosa pa ita ya.,Let's do it.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,train
n nayaoanta ti sanisika zinko iso nani.,"Okay, let's do so. 'Bark banana trees,' I said to you.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,train
kinaosa pa ita ya.,Let's both do it.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,validate
zika ti aiso pibod timaiko.,You have to respond to me in this way.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,test
n ya.,Okay.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,test
n mai ti yao pama mgaysyawholi.,Finished? Anything else? Let me introduce to you.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,train
mai ti a o siangato pa iso.,Have you started (barking the banana trees)?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,train
mai pama si mai pama siangato.,Not yet. haven't begun (barking the banana trees).,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,standard,UNKNOWN,sentence,train
yao sonis 'nay tmayta to biat 'nay to niqodoanna ta niqodoanna ta nani.,There is a child looking at the frog kept in the bottle.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
yao ti waso a yao sitoRtoRko.,There was a dog lowering its head.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,test
maynep ti sonis 'nay ato waso 'nay nani.,The child and the dog fell asleep.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
mzokat ti 'nay biat a yao pasa tati.,That frog went out.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
nani titaanna qaniyao to taRbabi.,Then they saw in the morning.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
titaan na sonis 'nay to taRbabi.,That child saw in the morning.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
mai ti 'nay biat a yao.,That frog wasn't there.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
mai ti ya biat a yao ta peRaskoan nani.,The frog wasn't in the bottle.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,validate
paqisoRanna ti na waso a yao tapeRaskoan 'nay oRona to.,The dog stuffed his head into the bottle.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
wiya ti qaniyao qomRaRas to biat a yao ato waso a yao nani.,"They left to call that frog, and so did the dog.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,validate
qemi qemi tmiboq ti ya waso 'nay pasa libeng.,That dog fell down.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
nani mabedong ti ya peRasko 'nay nani.,Then that bottle was broken.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
qomenot ti ya lazatna na na waso a yao nani.,The owner of that dog was angry.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
sopaR qaya waso 'nay.,"(Fortunately,) that dog knew.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
sisidamanna ti na waso a yao 'nay lazatna.,That dog licked its owner.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
yao ti taizaan qomeqeRas to biat a yao ya sonis 'nay ato waso 'nay.,That child and that dog were calling to the frog.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,validate
nani sonis a yao nani sitoRko to 'nay tangan na moton tamedanayan.,Then the child looked down at the mouse hole on the ground.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
mzokat ti ya was 'nay moton 'nay.,That mouse came out.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
yao ti otozanna ti na waso a yao ya paRin 'nay nani.,That dog was shaking the tree.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
mzokat ti ya penay 'nay 'nay toliq a yao.,Those bees came out.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
to tmiboq ti 'nay toliq 'nay tamedanayan nani.,The beehive fell to the ground.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
mzokat a moton a yao qaya.,The mouse went out too.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
to yao ti sonis 'nay tmoqaz pasazi ta tabongoRanna na paRin 'nay.,That child came toward the roots and then climbed up.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
tmayta to 'nay tanganna na peRasna paRin.,And looked at the hole of the tree.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
nani sitoRtoRkoanna tmayta nani mzokat ti ya osiq 'nay ko 'nay tatanganan na paRin nani.,He looked down and saw an owl in the tree hole come out.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
moRetot sonis 'nay tmiboq ta medanayan.,The child was frightened and fell to the ground.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
nani tanozanna ti na toliq a yao ya waso 'nay.,The dog was chased by the wasps.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
nani wiya ti mRaRiw 'nay waso a yao nani.,Then the dog ran away.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
yao ti ya 'nay ko 'nay ni tmanoz tyo to sonis a yao qaya nani.,There was the owl chasing the child too.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
Rayngoanna to 'nay iza sayza o 'nay loqanaw Rana 'nay siRemoq 'nay ni imetanna ay nani.,He didn't know what he touched was (something or) a deer.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
to wiya ti panmeng ti mzaqis tababawanna na tatoRozanna na siRemoq a yao.,went to climb onto the back of the deer.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
Rayngoanna to siRemoq sayza paRin zinna.,He didn't know it was a deer and thought it might be a piece of wood.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
nani yao waso 'nay tatoRozanna na iza 'nay na siRemoq a yao.,The dog is behind something... the deer.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
to yao ti ta wak wakianna tawakianna na siRemoq 'nay sonis 'nay.,The child was on the horns of the deer....,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
Rayngoanna to oRo na siRemoq sayza 'nay siRemoq a yao nani.,He didn't know that was the deer's head.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,standard,UNKNOWN,sentence,train
