xsy,english,source,kindOf,dialect,row_type,split
hini' 'aehoe' isaa ray ray bato' 'ima hosail ka hiza' bo:ya'.,The dog on the rock was hiding from the bee.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
sia 'ima raraet ka ka hiza' komoSa' kaehoey hini' panga' kano' nisia hini' raraeten hayza' ho.,What is that branch that he was grabbing on to?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,test
'oe'oe ila nokatakema raro:o' isaa ka.,called the frog's name.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,test
wae'ae' min'itol ila min'itol ila hini'.,The deer got up.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
sia hini' korkoring pakai: ila ray ay ay kaeh'oeng babaw.,The child hung on to the antlers.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kita'en hini' kita'en ka wae'ae' hini' wae'ae' mambe'e: kita'en sia hini'.,The deer angry.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
si 'araSen hayza' ho sia rima' 'araSen ray ray ray ray 'ataS kita'en hina si.,took to the cliff.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
sipaksahae' ila ray hawhahoer ray ba:la'.,And threw into the river.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
hini 'aehoe' ma sahae' ila hao ray ba:la' lasia roSa' hini'.,The dog also fell into the river. Both of them.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,test
noka wae'ae' sowawen ila e si'osa ta lasia hini'.,"The deer chased them, and tossed them (into the water).",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
ila hini' ray ralom 'izo' kita'en hini'.,(Both of them) hit the water.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
min'itol kita'en hini' ki 'aehoe' hayza' ho.,and the dog stood up.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,validate
'aehoe' kita'en hini' ma mamasa'an masaeng ray kahangalan noka korkoring hini'.,"The dog, wide-eyed, sat on the child's shoulders.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
isaa ki:im ba lasia baza' ila ka.,They looked for...,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,validate
ray 'aehae' kaehoey 'ima hao 'izo' kita'en hayza ka noka takema ka ka hingas.,They heard the sound of a frog from (the other side of) a piece of wood.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
lasia hini' ka korkoring sa iyahimi iyahimi iyahimi ho e himi ho iyahimi atomal hayza' ho lasia sa kita' ila hini' ray kaehoey hini' hikor kita'en hini'.,at the back of the tree.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
a komila' a kita' ray kaehoey hikor kita'en 'akoy ka hayza' roSa' takem kita'en hini'.,There were two frogs at the back of the tree.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kita'en hini' nisia ka takem o:.,They were not his frogs.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kita'en kas'oehaz 'akoy ila hini' ma.,many frogs came out.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
sia kaSna'itol hini' ra ray kaehoey babaw kita'en hini'.,He climbed on the tree.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,test
takem 'akoy atomal hini' kita'en 'akoy atomal 'ima kas'oehaz ila hayza ho.,many frogs coming out.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,validate
lasia tihoeroe ka insiya'a takem hao sia komoSa:.,has found his frog.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
o: nisia mari'in ila ray hima' komoSa:.,He took in his hand.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,validate
hani lasia ma 'am alibih ila ka 'insiya'a.,They took his frog home.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
takem lasia hini' 'aehoe' ma siyae' atomal.,The dog was very happy too.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,test
nisia maray ba:la' isaa 'am lobih ila.,He went home through the river.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,test
kita'en hini' takem ma' 'ima sater hilasia koSa:.,The frogs saw them off.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,test
e pil'awan e pil'awan lasia hini'.,Goodbye!,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,validate
maraS ila 'insiya'a takem lobih ila.,He took his frog home.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,validate
totata:a' ila o:.,A rooster crowed.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
baki' e 'aehae' rima' rokrok ka boway rokrok ka boway.,An old man went to pick fruits.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,test
to:o' kala' ray isaza.,Three baskets were there.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
iya rokrokon rokrokon.,kept on picking fruits.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
ray obos 'aehae' mayhae'hae' ila.,There was one bag which was full.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
eh rokrok naehaen.,kept on picking.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,test
sahae' ila mayhae'hae' ila ray 'obos o: sahae' 'aehae'.,which was full fell down.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
sia moehaeoe maskan.,He came down and put down.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
en rokrokon 'askanen mayhae'hae' roSa'.,Two baskets were full.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
kala' 'aehae' 'ima sahae' ri'saza mari'in.,One fell down from the basket and took.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,validate
ti:isin noka kaptimasa'.,Wiped it with a handkerchief.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,validate
oh: 'askanen ray kala'.,Put back in the basket.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
m mwa:i' 'aehae' ka kamanra:an 'ima hoehoeh ka katin.,A man coming; was pulling a cow.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
may 'isaza kita' ka boway rokrok ka katin iya si'ael nisia hoehoehen hoehoeen lososo:i.,"Seeing the cow might have wanted to eat the fruits that had been picked, he dragged it past (the basket with fruits).",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
rima' ila.,they went.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
o: rima' ila hiza kita'en mwa:i' ila naehaen 'aehae' ka kamo'alay kamo'alay 'ima papama' ray kapapama'an.,"they went. see another boy coming; he was riding a bike.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
roSa' tatakay romnay roSa' 'a kapapama'an.,(the kind of) vehicle two legs turn.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
may may isaza kita' hi baki' 'ima rokrok ray kaehoey babaw.,There saw the old man picking fruits on top of the tree.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
'okay kita' isaa kita' ka hini boway.,looked around and did not see. saw the fruits.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
sarara' ray kala'.,liked in the basket.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
o: mariin.,took.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
kaSna' 'ima nia kapapama'an pakalbenen kita' sisilin 'aehae' kala' 'askanen ray kapapama'an nisia karma'en 'araSen ila.,put down his bike and saw lift one basket on bike. he his bike and left (with that blasket).,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
'am'aemoeh ra:iw ila o:.,left quickly.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
kita'en sasbong ila ka kabinao' noka kapapama'an.,saw him run into a girl on a bike.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,test
kapapama'an lasia sasbong.,Their bikes bumped (into something/each other).,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
o: saksakosiza hiza kabinao' sasbong.,The boy looked around and bumped into the girl.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
'oka' ila isaa.,are gone.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,test
rokrokon ray kala' isa'an 'aehae' mae'iyaeh mwa:i' poehpoeh ka kaybae:en.,And then (they were putting the fruits that had been picked) into the basket. A person came to shake the dirt off clothes.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,test
mwa:i' ila sia sisilin tatilhaehael sisilin ray kapapama'an.,came helped lift onto the bike.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
rima' ila lasia to:o' mae'iyaeh ma' 'ima sasiwazay.,The three persons left and they parted ways.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
o: hiza to:o' mae'iyaeh kita' hiza ka tatpo'.,The three persons saw a hat there.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
e singowip ila nisia ka tatpo nisia si'oe'oe koSa'en o: niSo tatpo' hini.,"forgot his hat. (One of the three children) called him and said, ""this is your hat.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
mari'in lobih rima' minobih ka mobay ka tatpo'.,The child returned and went to give him back the hat.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
o: 'ima koSa: ma'alo isaa bowayen papna'aehae' ka boway to:o' to:o' mae'iyaeh isaa lasia.,thanked (the children) and gave each of the three a fruit; then they left.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
kamamanra:an rima' ila.,The boy left.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,validate
hiza baki' 'ima rokrok ka boway kasra:i' ila.,The old man picking fruits there climbed down.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
koSa: hayno' ila ma'an kala' hini' 'ima to:o' o: 'am 'aehae' 'ima mayhae'hae' ray kala' hayno' ila.,Where are my baskets here? There were three. One basket was filled with fruits. Where is it?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
ray hima' papna'aehae' ka boway.,Each with a fruit on his hand.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
eh 'oka' ila.,That's all. Hahaha.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-pear4_tosi_ masin.xml,standard,UNKNOWN,sentence,train
'aehoe' kita' ray binbinisitan 'izo' ka takem tobong.,A dog saw inside a container a frog and barked.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
ki 'aehae' korkoring.,with a child.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,validate
hiza ka ray 'izo' takem ra:iw ila tkaw ila.,The frog inside the container left. jumped.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
korkoring 'aewhay kainaz'azem.,The child felt sad.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
ka korkoring maStaba' ila.,The child lay on his stomach.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
nia takem.,His frog...,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
'aewhay kainaz'azem.,sad.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
'aehoe' rima' ki:im ka takem ray binbinisitan 'izo' 'askanan ka takem.,The dog went to look for the frog inside the container where the frog had been kept.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
pataboe' ila hao 'izo'.,inserted inside (the container).,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
ho hasa' ila ma al'oehaz ka binbinisitan.,cannot take out from the container.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,validate
payho ila ka ta'oeloeh.,Its head got stuck (inside the container).,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
'oka' ila i 'ik lobih ka ta'oeloeh.,cannot pull out its head.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
haysia ila rihao 'izo' noka korkoring ila kita'en ma ra lakayen ka hiza' ka binbinisitan.,(The dog tried to) break the container.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
ma mari'in ila 'al'aloehaezen ila ka ta'oeloeh noka i: noka 'aehoe' a.,pulled the dog's head out (of the container).,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,validate
'aewpoe'on ila nisia noka korkoring.,The child held with arms.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
sia ki 'aehoe' korkoring rima' ila ki:im ka takem.,The child and the dog went to look for the frog.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
'oe'oe 'oe'oe ray 'oeS'oeSoe'an ki:im ka takem.,called and called toward the woods looking for the frog.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,validate
rima' kashoeroe' ka boya'.,They stepped on a beehive.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
korkoring 'aehoe' rima' tobong ka boya'.,The child and the dog called at the hive.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,validate
korkoring rima' kita' ka inoka aewhaes a ka hoeroe'.,The child went to see a rat hole.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,test
kita'en sathang ka 'aewhaes.,A rat appeared.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
korkoring homses.,The child got frightened.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,validate
'aehoe' 'aehoe' kita' ka boya' ray 'oeS'oeSoe'an.,The dog saw a beehive in the woods.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,test
tikot ila.,was afraid.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,validate
hini' ka korkoring ta'itol ray kaehoey babaw kita' ka hoeroe' ray kaehoey.,The child climbed up the tree and saw a hole.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
kita'en hiza' ka 'oewi' ka sathang ila.,saw the owl appear (from the hole).,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
hao 'izo' ray hoeroe'.,inside the hole.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
korkoring homses sahae' ila.,The child was frightened and fell down.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
'ahoe' kita' ka bo:ya'.,The dog saw a beehive.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
'akoy 'atomalan 'ima sowaw hisia.,Many were chasing after.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
'oewi' hayap ila.,The owl flew.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
hini' ka mae'iyaeh ra:iw ila.,The person left.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,validate
sia rima' ki:im ka takem.,He went to look for the frog.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
'okik ra:am hiza ka pakoSa: kaehoey inoka wae'ae' ka.,did't realize that there was a deer antler the tree.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
kaeh'oeng nisia tay'itolon.,The deer him.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
noka wae'ae' pahangal.,The deer caused to hang on it.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
sipanra:an ila 'araSen ila hiza' 'aehoe' noka wae'ae' 'araSen.,The dog followed the child being taken away by the deer.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
si'osa ila hato kamasal ray 'oeS'oeSoe'an.,threw down in the woods.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
rima' s sahae' ray iniya ralom 'insa'an sia ki 'aehoe' sia totoko' ka 'aehoe'.,"He fell into the water. In a while, he carried the dog on his back.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
sa kano' ray hani sa homngas ray kaehoey 'izo'.,What sound is it coming from inside the tree?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
o ay 'i ayh iniya ralom hao hayza' ka kaehoey.,There is a piece of wood on the water.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
hayza ka hoeroe'.,There is a hole.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog2_waon a boong.xml,standard,UNKNOWN,sentence,train
