ssf,english,source,kindOf,dialect,row_type,split
shdoo ya polaonin sa bahi?,Would you mind if I do the video recording?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"ani iako to min'miaqitan ya riqazan, noma talhoqan mani anto pinaqitan, ani.","No, I am plain and the warehouse hasn't been tidied up yet.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
moqayiza iako pashtiroq.,Then I will just take photos.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ata mani to pashtiroq.,No photographing either.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
anoniza ihon pakikalhiak.,Thank you for accepting the interview.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"anonin qa, noma sa amakikalhiwan oho?",You are welcome. What would you like to know?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
makikalhiwan iako ihon ya parhawayoan noma sa kalawan oho?,What do you do when you are young?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"kahiwan iako minmaranash, noma iako pangqaiza thoini.",I was a police officer but I am retired now.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
itia sa palhkakrikriw iho thoini?,"Then, are you working at the moment?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
itosi iako lhopilhopishan a taon malhkakrikriw.,I am working at school.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
makikalhiwan iako ihon miho a azazak itosi kataonan mani qa?,Do your kids live in the tribe too?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oka, naak a azazak itosi mawalhnaq a proq.","No, my kids are all living in the city.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
kamamori iho lhkananai?,"Then, do you live by yourself?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"hmadana iako itiawan latata wa ato noma latata wa romfaz, thaithoy mani sa naak a taon a thao.",I also keep a dog and a bird. They are my family.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"hmadana iako latata wa qarota mani, ianan sa lhkaribosh miasoon amaqa anto inawawaaz.",I have a cat too. I won't get bored with the company of my pet.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
makikalhiwan iako ihon nomanoma wa moribosh a parshian.,I would like to ask you about the taboos of hunting.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"daza iako mafazaq, ya mafazaq iako afoilh ihon.","I don't know much about that, but I will tell you everything I know.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma wa parshian manion ya moribosh a aniamin?,Do you have any taboos about hunting weapons?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
naam a moribosh a aniamin anto shdoo pashozap sa binanao'az.,Our hunting weapons are untouchable to women.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shdoo binanao'az mosoon motosi moribosh?,"Then, can women go hunting together?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ani, anto binanao'az mani ya montal moribosh.","No, women cannot go hunting either.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Qabos, okaiza itaon zashoq a qilha, oshaiza iho fariw.","Qabus, our home is out of rice wine, please go and buy some.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"soa-kaa itiawan tata pan, ingqaiza to afariw.","There is still one bottle left in the kitchen, so there is no need to buy one!",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"anto shdoo tata pan, oqthawan fariw tosha pan.","One bottle is not enough for me, go and buy two more back.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"afariw iako zashoq a qilha, itia manion ya fariwin?",I am looking for rice wine. Do you have any rice wine?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
itia! lapiza wa afariwin oho?,Yes! How many bottles do you need?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"afariw iako tosha pan, noma afariw tata pinotiqo a zashoq.",I want two bottles and a pack of rice.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"zashoq inai, noma sa oqthawan afariwin oho?","Here is the rice, what else do you need?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"amoqthawan fariw iako qarithoy, itia manion qa?","I want some eggs too, do you have some?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
naam a qarithoy olhthkizin soma wa finariw.,We are out of eggs.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
afariw iako sa holos.,I want to buy some clothes.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amiakoza s holos oshnawin oho?,What kind of clothes do you like?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
afariw iako loish a rima wa holos.,I want to buy the clothes with short sleeves.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
qazii ya miakoza s izai maqolhaqolha?,How about this red one?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
qazii ya itiawan soma wa kinasia?,Do you have another color?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
iamin itiawan sa mapozipozi noma madishlom.,We have white and blue ones too.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ananaiwan iakin tata wa madishlom a holos.,Please give me the clothes in blue.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
Qabos shintoa iho to ikahi? shitosi iho pinkazakaza sa boot?,"Qabus, where have you been just now? Did you go exercising?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ani, shitosi iako mindahip apoki'ay fariwin sa shanglaw.","No, I went grocery shopping for my grandma.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
iho ya ishawanan ya mahomhom? qazii ya mat iakin kmaan afo.,No wonder! Are you available at night? Would you like to have a meal with me?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ani, amotosiwak fariw sa holos.","No, I want to buy some clothes.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
montal iako ihon.,"Then, I will go with you.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"maqitan iho, lakoza wa toali haya wa finotolh a shanglaw.","Hello, how much is this bunch of vegetables?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
tata wa finotolh a shanglaw maposhaz soi.,The vegetables are $20 for a bunch.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
lakoza wa toali haya wa bona?,How much are these sweet potatoes?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
tata tingting a bona matoroz soi.,Sweet potatoes are thirty dollars for a pound.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ananaiwan iakin tosha finotolh a shanglaw noma tata tingting a bona.,Please give me two bunches of vegetables and a pound of sweet potatoes.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Toba, min'aora iako kminatho sa patatash, shdoo iho shimolikoan?","Tuba, I forgot to bring my pen. Can you lend me one?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oka iako mani, ti Shoni izai.",I don't have one either. This is Shuni's.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shdoo ya shimolikoan? mohiaw iako poshoqishin oho.,Can you lend me the pen for a second? I will return to you immediately.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa, araho.","Sure, take it.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"anoniza, anoniza Shoni mani.",Thank you and thank Shuni for me.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
noma sa amindahipoan oho?,May I help you?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
aposhoqishin iako sa izai a latosha wa patashan.,I want to return these two books.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa, itiawan amindahipoan oho?",No problem and what else do you need?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amoqthawan iako shmimol latoro a patashan.,I would like to borrow these three books.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shdooiza, ata to in'aoraan ya toroiza wa qali aposhoqishin.",Sure and remember to return them after three days.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
niwan iho to poshoqishin iakin tatitish.,You haven't returned me the eraser.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinoshoqishiza iako ihon tilha.,I returned it yesterday.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
minoiza naak a tatitish makaoka.,"Then, why is my eraser missing?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
qazii iho ya pashimol Toba?,Did you lend it to Tuba?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"tihawta iako, pakikalhiwan iako thitho.",I don't know. I will go and ask her.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
mihala iako shimolin naak a tatitish ihon.,I will lend you my eraser first.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Shoni, izai a maka'apaw a holos sa Toba wa shimolin oho?","Shuni, did Tuba lend you this coat?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ani, haya naak a ina finariw lhai iakin.","No, my mom bought it for me.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
Toba wa maka'apaw a holos tataal miho.,Tuba's coat is the same as yours.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thitho a maka'apaw a holos maqosoqosom, anto tataal iamin.","'s coat is thHis coat is black, so our colors are different.e same as yours.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Shoni, shinimol iho sa Hodon a toali?","Shuni, did you borrow money from Hudun?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"oa, naor thoini iako mriri thitho, min'aora iako makatho sa toali.","Yes, I was supposed to return to him today, but I forgot to bring the money.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
alhakaiza ya poshoqishin oho?,"Then, when will you return the money?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
poshoqishin iako thitho ya simaq.,I will return to him tomorrow.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa, afoilh iako Hodon.","Okay, I will tell Hudun for you.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"ya smapok sa mashmash apasain sa qadop, noma ya smapok sa tikolhath apasain sa mahaqo, ya miazitho mobalabalay.",It is correct to catch mice through rangay and catch bamboo partridges through qjiulang.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"naor ya miazitho, moririw to soma iako, amaqa iako anto mara.",No wonder! I am mistaken and that's why I cannot catch any of them.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pinfazaq iako ihon amiakoza kmalawa s izai latosha wa toqris.,Then I will teach you how to set up these two traps.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa! maqitan, ya miazitho shdoo iako mara sa lhkaribosh ya kahiza.",Great! I will be able to catch the prey in the future.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"bohat a lhmir mathoaw marotawiza, osoiwan oho thapa mara sa kaklhit, amotosi ita bohat.",The grass in the fields is too tall. Go to the warehouse to take the sickle and let's go to the fields.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pintoan sa kaklhit?,Where are the sickles?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"isai lhalhahi a shirshir, makontanto iho thapa ashaqtoniza.","Beside the back basket, you will see it when you enter the warehouse.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"inanoro ya mara ata to klhitin, mathoaw kaklhit malamlam.",Be careful and don't get hurt. The sickle is very sharp.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ata to kangqthaan naak a toqris.,Don't step on my trap!,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
intoa s miho a toqris?,Where is your trap?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
naak a toqris isai hoya wa ribosh a bangqir.,My trap is under that tree.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
mino iho qa mangqtoqto?,How do you remember?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"pinataqal iako izai, mafazaq iako naak a toqris ya intoa.","I make a mark here, so I know where my trap is.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"haya wa lhalhozo, polhalhozo iamin falhaza wa shirshir smapok sa rosaw.",This is a fish trap which we put beside the river for fishing.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oka iamin lhalhozo, pasain iamin paniza ya maniza sa rosaw.","We don't have any fish traps there, so we catch fish with a fishing rod.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"iako anto pinasa paniza, shdoo iho soma wa qali pinfazaq iakin?","I have never used a fishing rod before, would you mind teaching me next time?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
oa! soma wa qali apalhintaz ita mosoi maniza sa rosaw.,Sure! Let's go fishing together next time.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ya soma wa qali apinfazaq iako ihon kmalawa sa lhalhozo.,I will teach you how to make a fish trap next time.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"makakakri miho a paniza, qazii ya mopaniza sa rosaw, iahiaw shmoroz iho.",Your fishing rod is moving. Isn't the fish on the hook? Pull it up!,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"italhawan, ma'a'a'inor sa roza, inai iako shmoroz sa paniza, otosiwan oho mara sa dawaz.","Wait, the ship is rolling heavily. I am here to pull the fishing rod and you should go there to grab me the net.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"shoroz iho sa rosaw pakonanai, shorozikoan sa rosaw.",Pull the fish to my side and I will help you pull it up.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mathoaw maqitan! o'araan manasha sa rosaw thoini, mathoaw maponishiza loloman sa rosaw.",Great! It is a bumper crop today with full fish baskets.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
iahiaw motaon ita mashtay kongqroman.,Let's go back immediately and share it with everyone.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
itiza foifoilh patashan a shinshii monai.,The teacher is here.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ingqaiza malhalhiqash, iahiaw oshai miho a pangka milhongqo.",Stop playing and quickly sit in your seat.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"amazaiza, saqazian iako monai!","Sorry, I'm late!",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
iahiaw motaon.,Come in quickly.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ripay piza thoini?,What day is it today?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ripay rima thoini, pangqaiza simaq, mosoon ita kilhnaqoalh!","It's Friday today, we have a day off tomorrow. Let's go out and play together!",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
oa! mosoon ita motosi falhaza.,Great! Let's go to the riverside.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ripay piza simaq?,What day will it be tomorrow?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ripay toro simaq, mosoon ita matinhina sa maqarimosoz ya simaq saqazi!",Tomorrow will be Wednesday. Let's go play ball tomorrow afternoon!,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
