pwn,english,source,kindOf,dialect,row_type,split
"oi, tiaken nay a pozaljom.","Okay, I'll water it.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
sao alapo ta sizazazazaw.,You go get the bird catcher.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
"oi, vaik aken a zemazaw.","Okay, I'll go and catch the birds.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
nasoljivat mon. toco ori vaik itjen a sema zoa itoa kakatalidoan toa 'emozi'ozip.,"Hello everyone, we are going to the zoo today.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
aico a pariya! aki anema ori tja pakazoanan a sema zoa ayao?,Awesome! How are we going to get there?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjevavav itjen ta baso a sema zoa.,Let's take the bus.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"matatiljitiljivo, ori padolo-i anga itjen a kiveli ta kipo.","Everyone line up, we are ready to buy tickets.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"a i tjaiqayav mareka qayaqayam, a i tjailikoz mareka 'atjovi, talido a kisomadjo.",There are birds in the front and snakes in the back.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
sinsi marekot aken ta 'atjovi.,I'm afraid of snakes.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
"inika makoda, sao pacono ta 'aya'ayam.","It doesn't matter, then you go and watch the birds.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
no djemaljon ta icizikang pangtjez-i anga ki'epoan.,We'll be back in an hour.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi, maljimalji sinsi.","Yes, thank you.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
anema so pinaconan a voaq?,What did you see today?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"napacon aken ta liyav a 'atjovi, izoa ota liyav a 'aya'ayam.",I saw a lot of snakes and a lot of birds.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"kirimo, ori vaik anga men.","Hurry up, we have to go.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"mayanan, maloljay ako kola.","Wait for me, my feet are tired.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ari seljangi a vaik a ljemangoy?,Shall we go swimming together?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
nangoaq! ari!,Yes! Let's go!,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
tjorovo a cawcao imaza a ljemangoljangoy.,There are a lot of people swimming here.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"vacalj a izoa zaljom, tjemaza-i sakamaya a ljemangoy.","The water is deep there, so we just swim here.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
nakemoda son a mangtjez?,How did you get here?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
nadjemavac aken.,I came on foot.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
anema so tinevavavan a zidosia?,What kind of car did you take?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
natjevavaw aken ta baso.,I came by bus.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
anema so tjevavavan a sema kiokay?,What bus do you take to church?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pivavaven aken ta zidosia ni kama a sema zoa.,Dad drove me with him.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
nokazomazoman kemoda timadjo a sema gakko?,How does he usually go to school?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjevavav toa napatjatjeketjak a tjatjevavavan timadjo a sema kakitoloan.,He took the subway to school.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
kemoda ti so vovo no vaik a kiveli ta ljaceng?,How does your grandmother go to the grocery store?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ki'otobay timadjo no vaik a kiljaceng.,She went to the grocery store on a motorcycle.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ori kemoda son a vaik a sema Langi?,How are you going to get to Orchid Island?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ori tjevavav aken ta varokor a sema Langi.,I want to take a boat to Lanyu.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ori kemoda timadjo a vaik a sema Langi?,How did he get to Orchid Island?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjevavav ta hikoki a sema Langi timadjo.,He took a plane to Orchid Island.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
anema a ori tjevavavan nimadjo a sema Takao?,What bus did he take to Kaohsiung?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjevavav ta tjaljasaljiokan a sema Takao timadjo.,He took the THSR to Kaohsiung.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
natjevavav ta kisia a sema Taito timadjo?,Did he take a train to Taitung?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi, natjevavav ta kisia a sema Taito timadjo.","Yes, he took a train to Taitung.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
natjevavav ta kisia timadjo a pasa Taito?,Did he take a train to Taitung?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"ini, natjevavaw timadjo toa hikoki a sema Taito.","No, he took a plane to Taitung.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
izoa a ljaljevavavan ta baso i dodot ta ico imaza?,Is there a bus stop near here?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"izoa, kisoso-o a sema 'ayav ki son a pacon toa ljaljevavavan ta baso.","Yes, if you go straight ahead, you will see the bus stop.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
aico a imaza ino a tjaljadodotan ta napatjatjaketjak a tjatjevavavan?,Where is the nearest MRT station?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
"neka noljaljevavavan imaza ta napatjatjaketjak a tjatjevavavan, amin a tjevavav ta zidosia.","There is no MRT station here, you can only take a taxi.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
no tjevavav ta baso a pasa gakko aki izoa makodakoda a zikan?,How long does it take to get to the school by bus?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tapoloq kato lima a tokian ki djemaljon i gakko.,15 minutes to school.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
no tjevavav toa tjaljasaljiokan a pasa Taicio aki izoa makodakoda a tokian ki djemaljon?,How long does it take to get to Taichung by THSR?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
izoa ita tokian ki djemaljon i Taicio.,I will be in Taichung for an hour.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
no ongting ta zidosia a sema Qolay aki coay a zikang?,Is it a long drive to Ulai?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjara izoa a ita a tokian.,It takes about an hour.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
no tjevavav son a kemasi toa napatjatjatjatjak a tjatjevavavan a sema tjanoamen aki izoa makodakoda a zikang?,How long did it take you to come to my house by MRT?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
drosa a poloq a tokian.,It takes 20 minutes.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
macaqo son a kitolai?,Do you know how to ride a bicycle?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi, macaqo aken a kitolai.",I can ride a bicycle.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
izoa a so qotobay?,Do you have a motorcycle?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
izoa ko qotobay a ita.,I have a motorcycle.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
neka no ko qotobay.,I don't have a motorcycle.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
makaya ken a kivadaq tjanoson?,Can I interview you?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"makaya, selaing aken aravac.","Yes, I would love to.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
makya ken a kivavadaq tjanoson?,Can I interview you?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"inika makaya, kedri ako kingljan.","Don't, I don't know much about it.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
izoa so zikang no nakingcengelj? saljingan ken a sema zoa a kivala tjanoson?,"Are you free this afternoon? I'd like to visit you, is that okay?",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi, ko kaljava-o anga i tjomaq.","Okay, I'll wait for you at home.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
izoa so zikang notiyav? ori kivadaq aken tjanoson ta milimilingan noa paiwan zoko.,Are you free tomorrow? I'd like to ask you about the legendary story of the Paiwan people.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"notiav ori vaik aken a magado, neka ken i tjomaq lja.","I'm going to the mountains tomorrow, so I won't be home.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
"naselangda ken to kemeljang son aravac toa pakata na sepaiwan a kakodanan, saljinga ken ta kivada tjanoson.","I heard that you know a lot about the traditional customs of the Paiwan people, so I would like to ask you something.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"inika liyav ako kingljan, ljakoa makaya ken a temevela toa ko kingljang.","I don't know much about it, but I will try to answer as best I can.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
makaya ken a pakavidio? no tjaivililj ki tjamadjolo anga sivecik.,Can I record the video? It will be easier to record in the future.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pidanga a so cavilj?,How old are you?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
siva a polo' saka alo anga a ko cavilj.,I'm 98 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
maqacovocovong anan son aravac.,You're so young.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
neka lja! volovolong anga ken.,"No, I'm not! I'm old.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pai ko kivadaqai kemasino son?,Where are you from?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
kemasi makazayazaya aken.,I'm from [Marjah].,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
sepaiwan ota aso cekelj?,"Is your wife also a \Paiwan\""?""",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"ini, sepiyoma timadjo.","No, she's a [Puyuma].",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pida a so kinacaqo a kai?,What languages do you speak?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
macaqo aken ta na seAmis a kata sepiyoma a kai.,I can speak Ami and Puyuma.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"napasilevan aken aravac toa ko kinivadaqan tjanoson a voaq, pai makaya qivo anan son toa pakata palisi noa qemaljo?","It's a pleasure to interview you today, can you talk about the taboo of hunting?",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi, ka maqacovocovong anan aken ro sa gado aken a qemaljop.",Yes. I used to go hunting in the mountains when I was young.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"maljimalji, toco a voaq pariya angata a so tinoloan.","Thank you, what you taught me today was really great.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
pariaria angata a ko qinaivoan. sinitaocikecikel noa tja sevalitan.,"All that I say is true, the sayings of my ancestors.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
"tja patemazao a tja mare kivavadavadaq, maljimalji a so pinasemalavan.",That's all for today's interview. Thank you very much for sharing with us.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
"ako siaya, paresinglingliti anga ota.","You're welcome, let's talk again.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
"ori vaik anga ken, nakiljaljava ken no tjaivalilj ki tjaliyav anga ko langdaing a milimilingan.",I'm going to leave now and look forward to hearing more stories next time.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi, pai galjoanga.",Okay! Please take care.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"nasoljivat son, anema a ori so velin?","Hello, what do you want to buy?",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"nasoljivat son, anema a ori so velin?","Hello, what are you looking for?",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ori veneli aken to ita ta talopon.,I want to buy a hat.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"ori veneli aken ta kopo, izoa no sipaveliveli?","I want to buy a cup, do you sell them?",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
"izoa, pida a so velin?","Yes, how many do you want to buy?",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
izoa no sipaveliveli a saviki?,Do you sell betel nut?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"neka, inika men a paveliveli ta saviki.","No, we don't sell betel nut.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ori veneli aken ta paday.,I want to buy rice.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pida a so velin?,How many packs do you want to buy?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
keljan to telo a tovong.,Give me three packs.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ori veneli aken ta vorasi.,I want to buy sweet potatoes.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
sinipaveli anga penoljat a vorasi.,All the sweet potatoes are sold out.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ori veneli aken to drosa ta djioq.,I want to buy two bottles of oil.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
