tsu,english,source,kindOf,dialect,row_type,split
mita yonto hikooki ho ohne lanyi.,He took a plane to Orchid Island.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
coma na ita yoni ho ohne takao?,What bus did he take to Kaohsiung?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mita yonto kaothie ho ohne takao.,He took the THSR to Kaohsiung.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mita yono koyai no yaa pozo ho ohne taitoo?,Did he take a train to Taitung?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"zoo, 'a mita yonto koyai no yaa pozo ho ohne taitoo.","Yes, he took a train to Taitung.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"o'a, 'a mita yonto hikooki ho ohne taitoo.","No, he took a plane to Taitung.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
pano 'otosva vaso ta com'o tan'e?,Is there a bus stop near here?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"panto, emosngʉcʉ tac'o aiti 'o 'otosva vaso.","Yes, if you go straight ahead, you will see the bus stop.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo yoneno namo atva'esi com'o ci cieyʉn tan'e?,Where is the nearest MRT station?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ok'a cis'a cieyʉn tan'e, tekoc'o yonto haiya.","There is no MRT station here, you can only take a taxi.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te maineno na hia nona'o no vaso hocic'o sʉc'ʉhʉ ne 'oyonatmopsʉ?,How long does it take to get to the school by bus?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tec'o ang'osʉ maskʉ oemo.,15 minutes to school.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te maineno na hia nona'o no kaothie hoci ohne thaicio?,How long does it take to get to Taichung by THSR?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tec'o cono masconi tac'o sʉc'ʉhʉ ne thaicio.,I will come to Taichung in an hour.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tee noana'o hoci 'onten no koyai ho ohne 'olai?,Is it a long drive to Ulai?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tee asono masconi.,It takes about an hour.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te maineno na hia nona'o honciko yono cieyʉn ho ohta emoo'o?,How long did it take you to come to my house by subway?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te ang'osʉ mposko.,It takes 20 minutes.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
leako meelʉ yonto to zitensa?,Do you know how to ride a bicycle?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
lea'o meelʉ smopayo to zitensa.,I can ride a bicycle.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
pano 'ootoovai so?,Do you have a motorcycle?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo coni 'o 'ootoovai'o.,I have a motorcycle.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ok'a cis'a 'ootoovai'o.,I don't have a motorcycle.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o peela toocosi na soo?,Can I interview you?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"naho, te'o na'no kaebʉ.","Yes, I would love to.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'ate, o'amos'a man'i na os'o co'cohivi.","Don't, I don't know much about it.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teko meemelʉ ho atavei no cohzona? teko tiova honci'o osa ho aiti na soo?,"Are you free this afternoon? I'd like to visit you, is that okay?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"naho, ta'o yonta emoo ho totea na soo.","Okay, I'll wait for you at home.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tako meemelʉ ho hocma? nte'o mici toococosʉ soo no h'oehanva ta coo a'toana.,Are you free tomorrow? I'd like to ask you about the legendary story of the Tsou people.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ta'o ohne foengo ho hocma, o'a ta'os'a yonta emoo.","I'm going to the mountains tomorrow, so I won't be home.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'o totalʉi ho leako na'no bocbochio tola hia h'ocoecona ta coo ne noan'o, mi'o mici toococosʉ soo.","I've heard that you know a lot about the traditional customs of the Tsou people, so I'd like to ask you a few questions.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'a mos'a man'i na os'o co'cohivi, at'inghi ta'o pnanfi ho eʉsvʉsvʉta.","I don't know much about it, but I will try to answer as best I can.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"te'o toocosʉn'a, te'o peela ho'ongki? tenala ko'ko peela ʉmnʉ ci tpotposi.",Can I record the video? It will be easier to record in the future.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"naho, tee eno kozo.","Okay, no problem.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
miko co topzoha ta tonsoha maitan'e?,How old are you?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ma mi'oco tomsiyoha oveo.,I'm 98 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ci mikon'a na'no mifoinana.,You look so young.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ma o'a, ma mi'oco mameoi.","No, I'm not! I'm old.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
mikos'a i'mi neno?,Where are you from?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mi'o i'mi ne pngoo.,I'm from Laikichi.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
zoo maezo coo a'toana na vcongʉso?,Is your wife also a Chow?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'asa'a, 'a sbokono.","No, she's a Bunun.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo pio ci h'oe'ea na lako peelʉi?,What languages do you speak?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
la'o meelʉ boa coo ho boa sbokono.,I speak the Tsou and Bunun languages.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"na'no kaebʉ ho os'o toococosi soo maitan'e, tekon'a eʉsvʉta, nala peesi hola e'ohʉ ea foo zoo?","It's a pleasure to interview you today, can you talk about the taboo of hunting?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
ateno mo'o la na'nosino ohne foengo ho ea foo ne mo'on'a foinana.,Yes. I used to go hunting in the mountains when I was young.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'aveoveoyʉ, a'ʉmtʉ na'no ʉmnʉ 'e iko pa'cohivneni maitan'e.","Thank you, what you taught me today was really great.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"i'e os'o eʉsvʉsvʉta maitan'e mo a'ʉmto emzo, ohela h'oehanva to niala acngicngihi maameoi.","All that I say is true, the sayings of my ancestors.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tec'o ec'ʉhʉ tan'e na'no 'aveoveoyʉ ta iko eʉsvʉsvʉta.,That's all for today's interview. Thank you very much for sharing with us.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
opena tatola i'vaho yopeahngʉyʉ.,"No problem, we'll talk again.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"te'o co mongoi, tata'za honcila i'vaho tmalʉ no man'i ci ehohanvaso.",I'm going to leave now and look forward to hearing more of your story next time.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo, nahoeno aopopoha'o.",Okay! Please take care.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"'ayeoveoneni, coma na teko phini?","Welcome, what do you want to buy?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
te'o mhia coni ci soetohva.,I want to buy a cup.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o mhia conci ceopngo.,I want to buy a hat.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"te'o mhia soetohva, pano imo phieni?","I want to buy a cup, do you sell them?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"panto, tee pio na teko phini?","Yes, how many do you want to buy?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
pano imo phieni ci fi'i?,Do you sell betel nut?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"ok'as'a, o'a lamzas'a mhino no fi'i.","No, we don't sell betel nut.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
te'o mhia fʉesʉ.,I want to buy rice.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tee pio no efoco na teko phini?,How many packs do you want to buy?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
poa toyo no cfoa ho faeni a'o.,Give me three packs.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
te'o mhia f'oe.,I want to buy sweet potatoes.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isico psʉipʉngneni 'o f'oe.,All the sweet potatoes are sold out.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o mhia yosno pania ci hʉsʉ.,I want to buy two bottles of oil.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
micoc'o conci pania.,Only one bottle left.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
phianeni fcoyo na a'o.,Go buy me eggs.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te pio no kinkina na teko phini?,How many pounds do you want to buy?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te pio no kinkina na teko phini ci fcoyo?,How many pounds of eggs do you want to buy?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o poa yoso no kinkina.,I want to buy two catties.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
te'o mhia yosno peongo ci nengi.,I want to buy two green onions.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"micoc'o tono peongo, naho acoha yaa.","There are three left, all for you!",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi sopzoi 'emo cono cfoa ci fʉesʉ?,How much is this bag of rice?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
mo sose'eicha 'emo cono cfoa.,$200 for a pack.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo acʉhʉ somposko ocni, tec'o poa somposko.","The total is $21, just count $20.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
'a a'e mo msiyoho oemo tan'e.,Here's $95.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"te'o ake'in'a msovaho, poa sose'conza.","I'll buy some more, and make up 100 yuan.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mo acoho sose'einva masko.,All $510.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te peela poac'o sose'einva?,"Count me in for $500, okay?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo ango pepe eni, tee peela ake'a poa cʉecʉ?","It's too expensive, can you make it cheaper?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'a tes'a, 'a mico na'no coecʉ na eni.","No, this is already very cheap.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
te'o phini 'emo cono cfoa ci kamcia.,I want to buy this packet of cookies.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo somtoeha, pano tekon'a 'ocea yaa ci macocoma?","$30 for the cookies, anything else you need?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o meelʉ yoevaho no peisoso?,Can I borrow money from you?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tenokozo te pio na teko 'ocea yoevaha?,Yes! How much do you need?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"mi'o ta'payo'ʉ maafo to peiso, te'o meelʉ yoevaho soo?","I forgot to bring money, can I borrow money from you?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mi'o maezo o'te mahafo no peiso!,I don't have any money either!,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mi'o ta'payo'ʉ mahno peiso, te'o meelʉ yoevaho soo?","I forgot to bring money, can I borrow money from you?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'ate'o,'amco osko yooveia 'o oso aoeva yoevaha ci peiso.","No, you haven't paid me back the money you borrowed last time.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
te'o peela yoevaha si yʉsʉso?,Can I borrow your clothes?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"naho, iachia yaa.","Well, you take it yourself.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o peela yoevaha si tposʉso?,Can I borrow your book?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
o'oco yoevahneni to yangoi.,I lent it to yangui.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"tekon'a yoevahahneni a'o si zitensaso, zoo?","Can I borrow your bicycle, please?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"naho, at'inghi tako yooveineni ho hocma.","Okay, but you have to give it back to me tomorrow.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"co mʉchʉ, mi'o o'te mahafo no oyofnga, poan'a yoevaho ta oyofngaso zoo?","It's raining, I don't have an umbrella, can you lend me one?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"moc'o coni 'e oyofnga'o, teto ipoepohʉ oefʉngʉ.","I only have an umbrella, let's stick together!",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"eni 'o o'o yoevaha soo ci tposʉ, co yooveineni soo.","This is the book you borrowed from me last time, I give it back to you.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tako eʉsvʉta a'o na iko 'ocea aiti ci tposʉ.,You can tell me what else you want to read.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o yooveineni soo ho homna 'e os'o yoevaha ci peiso?,When do I have to pay you back?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'opena, takola yoovei hociko cola yaa peiso.","It doesn't matter, you can talk about it when you have money.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tako yoovei ho homna 'o osola yoevaha ci peiso?,When are you going to pay me back?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ta'o yooveineni soo ho hocma.,I will return it to you tomorrow.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
tako yoovei ho homna 'o osola yoevaha ci tposʉ?,When are you going to return my book?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'a o'oco eno yooveineni soo ne hocma?,Didn't I return it to you yesterday?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
osi yoevahneni soo to yavai 'e 'oyomzana tmopsʉ eni?,Did yavai lend you this pen?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"zoo, o'o yoevaha ta maitan'e.","Yes, I borrowed it from him today.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
oso yoevaha to pasoya 'e 'oyomzana tmopsʉ eni?,Did you borrow this pen from Pasuya?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'as'a, 'a osi phini to ino.","No, this is what mom bought.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"mico ok'ana sio, ohto paicʉ ho ake'i yoevaho.","We are out of salt, so let's go borrow some from Paic.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo, te'o ohne'e ho yoevaho.","Okay, I'll borrow it.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
osa 'o yangoi ho poa yooveineni 'o osi yoevaha ci peiso.,Go and ask yangui to return my money.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo pio na osi yoevaha soo ci peiso?,How much does she owe you?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teko ohneno?,Where are you going?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o ohne chachae ho emʉm'ʉ to chae.,I'm going to plant vegetables in the garden.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
coma si iko hioa?,What are you doing?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo na'no kokozo, mi'on'a tmovci, ta'o aopha'o cohmo to chomo.","There's too much grass, I'm cutting it, I'll have to water it later.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teko'na yaa 'o poyave no kosʉ ho to'o ho faeni a'o zoo?,"Will you get my scythes and hoes, please?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
iko sia neno?,Where did you put it?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
sia to chipi to kosʉ no ef'ongʉ.,Put it next to the plow rake.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
oso co ef'onga?,Did you turn over the soil?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'on'a mihna ef'onga, aomane tac'o yapi.","I just turned over the soil, and so on to sow seeds.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
tec'o toc'ʉha 'o oso emo'a ci chae?,Are your vegetables ready to be harvested?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'a tec'o toc'ʉha 'e kiaveco tan'e, o'a moco te toc'ʉha ta tahza ta'e.","The cabbage here is ready to be harvested, but the Showa grass there is not yet ready to be harvested.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'oaa! ci na'no man'i 'e osko pa'ea ci f'oe.,Wow! You dug up so many gourds.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
